team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
SMU,124.89,103.65,0.895041,68.75,21.23,56.1,50.3,16.0,17.6,34.8,31.7,33.1,32.7,1.788,0,2026-02-09
Richmond,110.54,110.82,0.492829,67.11,-0.28,53.2,51.5,15.2,17.3,27.3,30.9,37.3,33.0,-6.402,0,2026-02-09
Providence,123.2,110.13,0.784079,71.72,13.07,55.3,51.9,15.8,13.7,32.5,31.5,38.0,33.1,-4.087,0,2026-02-09
Louisville,124.26,98.23,0.937244,69.87,26.03,55.7,47.3,16.1,17.4,34.0,27.2,35.1,33.2,2.843,0,2026-02-09
Davidson,112.49,104.3,0.704659,63.55,8.19,53.9,52.0,16.3,18.0,29.7,31.4,31.1,35.6,-3.468,0,2026-02-09
North Florida,109.53,126.09,0.165425,70.4,-16.55,54.3,57.3,18.5,12.3,24.7,38.2,26.5,31.2,-13.637,0,2026-02-09
Missouri St.,109.18,108.56,0.516462,64.96,0.62,50.8,51.7,17.5,18.0,32.4,33.0,45.5,40.6,-6.441,0,2026-02-09
Vanderbilt,124.31,96.39,0.949077,70.2,27.92,56.7,47.5,13.5,18.6,30.6,28.2,37.7,41.3,4.238,0,2026-02-09
Washington St.,115.64,110.24,0.634146,67.31,5.4,55.5,52.9,18.4,14.5,30.4,27.0,32.9,34.7,-8.222,0,2026-02-09
Akron,118.31,106.19,0.776089,70.22,12.12,58.5,50.4,15.5,18.6,33.9,32.2,27.5,32.0,-1.14,0,2026-02-09
Bowling Green,106.25,105.1,0.531155,67.88,1.15,51.9,51.5,17.2,19.7,29.8,27.8,36.6,37.3,-6.686,0,2026-02-09
Memphis,106.19,97.71,0.722654,69.43,8.48,49.5,47.5,19.8,20.0,35.5,34.5,33.7,39.9,-4.221,0,2026-02-09
Central Arkansas,108.65,107.9,0.519874,68.01,0.75,53.2,54.3,15.9,18.5,28.1,27.2,30.2,30.7,-5.343,0,2026-02-09
Murray St.,117.93,110.75,0.673153,72.06,7.18,55.3,50.3,16.5,15.8,33.9,31.4,39.5,33.0,-2.017,0,2026-02-09
American,105.27,110.78,0.357337,66.79,-5.51,51.3,53.3,16.8,19.0,26.6,30.9,27.3,44.4,-8.245,0,2026-02-09
Notre Dame,113.18,104.8,0.707739,65.21,8.38,52.0,50.4,17.1,13.8,32.1,25.7,33.7,34.1,-3.745,0,2026-02-09
Creighton,116.7,105.92,0.753013,66.4,10.78,54.3,51.0,16.6,14.1,29.0,31.4,27.0,24.1,-1.739,0,2026-02-09
Duke,124.67,92.82,0.967454,66.24,31.85,57.1,46.2,16.1,19.2,37.2,25.4,39.5,23.2,7.758,0,2026-02-09
Indiana St.,107.38,109.45,0.44534,68.48,-2.07,52.8,49.7,18.7,14.7,25.4,31.4,28.9,28.6,-9.5,0,2026-02-09
UCLA,120.15,100.79,0.882884,65.08,19.35,53.8,49.1,13.9,18.9,31.5,31.9,36.8,35.9,1.412,0,2026-02-09
Pacific,111.66,104.5,0.681932,64.69,7.16,53.5,49.2,20.4,15.7,35.5,24.1,32.7,37.9,-4.24,0,2026-02-09
Texas A&M,121.57,99.49,0.90929,71.52,22.08,55.6,50.2,15.0,19.4,33.1,31.2,38.5,35.1,1.816,0,2026-02-09
North Texas,100.19,99.81,0.510863,64.73,0.38,46.1,47.6,18.1,22.1,34.0,34.1,38.0,46.6,-6.193,0,2026-02-09
Nevada,118.68,104.5,0.81204,65.0,14.18,50.3,50.5,13.6,17.2,32.2,28.3,44.4,38.8,-0.094,0,2026-02-09
UTSA,98.22,118.46,0.103941,68.29,-20.24,44.1,53.7,18.8,15.1,29.8,39.0,30.5,34.6,-13.981,0,2026-02-09
Mississippi Valley St.,88.71,120.29,0.029243,67.21,-31.58,44.4,57.0,22.4,17.0,25.8,36.8,32.0,47.7,-17.342,0,2026-02-09
Gardner Webb,93.93,122.97,0.043218,69.86,-29.03,46.4,57.8,20.9,14.5,24.0,36.4,30.8,35.4,-17.076,0,2026-02-09
Prairie View A&M,100.72,115.48,0.171733,72.4,-14.77,46.6,53.4,16.0,19.5,25.3,37.0,42.8,47.9,-10.039,0,2026-02-09
Chattanooga,102.06,115.15,0.19969,66.3,-13.09,52.2,51.6,15.0,14.2,21.2,32.1,32.7,43.1,-11.826,0,2026-02-09
Georgia Southern,107.08,115.72,0.290618,70.39,-8.64,49.6,51.7,14.6,19.1,28.9,35.8,42.1,40.4,-8.645,0,2026-02-09
Northern Arizona,105.92,118.55,0.214868,63.5,-12.63,51.9,56.2,16.2,16.7,23.8,33.5,31.3,31.7,-11.857,0,2026-02-09
Nebraska,121.77,93.44,0.954541,66.89,28.32,56.3,47.5,13.0,19.2,25.9,27.1,26.0,24.6,6.821,0,2026-02-09
Yale,120.45,111.17,0.715346,65.44,9.28,57.1,51.9,13.9,16.0,33.8,29.3,36.1,30.3,-0.858,0,2026-02-09
Tennessee Martin,100.26,105.84,0.349007,64.31,-5.58,49.8,45.2,21.8,18.8,38.6,31.5,41.2,37.1,-3.842,0,2026-02-09
Morehead St.,105.07,117.79,0.211839,65.3,-12.72,48.2,51.2,18.9,16.1,36.1,36.6,36.3,37.5,-8.19,0,2026-02-09
Tennessee,121.8,95.81,0.940457,65.83,25.99,53.1,47.2,18.5,16.6,45.2,28.4,41.7,35.7,2.987,0,2026-02-09
Texas St.,102.36,108.56,0.337156,66.41,-6.2,48.8,51.5,19.0,18.5,33.5,27.7,33.7,37.4,-8.348,0,2026-02-09
Jackson St.,100.44,119.1,0.123515,70.11,-18.66,46.0,54.4,19.7,15.4,26.4,38.1,33.9,40.6,-9.588,0,2026-02-09
Mississippi,112.94,102.95,0.743679,64.82,9.99,50.1,49.4,14.5,17.3,30.3,32.9,33.9,41.7,-2.604,0,2026-02-09
Wyoming,114.08,106.64,0.684534,66.11,7.43,51.9,51.4,17.4,16.8,34.7,26.7,39.2,48.8,-4.343,0,2026-02-09
Minnesota,114.85,101.22,0.810538,62.92,13.64,53.3,50.4,16.4,17.2,28.8,29.8,40.8,30.6,-3.666,0,2026-02-09
Illinois,131.74,97.19,0.970614,65.58,34.55,55.5,46.7,13.8,11.5,39.1,26.6,34.3,18.8,6.413,0,2026-02-09
LIU,104.62,108.42,0.398974,67.92,-3.8,52.1,50.3,19.7,18.6,36.1,32.7,32.8,34.5,-3.954,0,2026-02-09
UTEP,101.48,110.49,0.273256,64.76,-9.01,47.4,51.5,17.5,18.5,27.8,33.6,31.5,43.8,-10.805,0,2026-02-09
Loyola Chicago,104.39,116.0,0.229157,65.88,-11.61,49.5,52.9,19.9,12.7,32.9,30.9,34.5,33.8,-13.585,0,2026-02-09
Texas,125.21,105.85,0.87344,66.94,19.36,55.0,49.6,15.5,14.4,37.5,27.4,47.3,40.3,0.309,0,2026-02-09
Maryland Eastern Shore,94.12,114.39,0.095895,62.96,-20.28,47.3,50.7,23.1,17.0,30.5,32.8,28.4,41.0,-11.792,0,2026-02-09
Western Illinois,92.81,121.91,0.041618,65.57,-29.1,43.5,54.7,17.7,15.4,28.9,34.6,38.4,36.4,-18.299,0,2026-02-09
Fairleigh Dickinson,101.3,116.61,0.165414,64.63,-15.31,47.0,55.0,17.6,16.5,31.1,28.1,31.7,36.9,-12.0,0,2026-02-09
Cornell,121.03,121.09,0.498527,72.2,-0.06,58.6,57.4,16.3,15.6,29.7,30.3,32.1,37.2,-6.218,0,2026-02-09
West Virginia,110.44,97.96,0.798903,62.3,12.48,51.8,48.4,17.2,17.9,30.5,26.3,37.0,26.7,-0.536,0,2026-02-09
Oklahoma,121.0,107.67,0.792822,66.71,13.33,54.2,51.4,14.5,15.3,33.4,31.5,34.6,34.0,-2.5,0,2026-02-09
Queens,113.72,117.42,0.408846,68.7,-3.7,56.0,55.0,14.9,14.9,32.5,32.7,32.8,40.2,-5.791,0,2026-02-09
Southern Illinois,102.92,101.32,0.545024,69.28,1.6,49.7,49.3,17.4,18.3,29.6,28.6,35.6,35.2,-8.317,0,2026-02-09
San Diego St.,112.34,93.83,0.888086,68.59,18.52,53.6,47.7,17.5,21.6,29.5,30.4,37.2,36.4,1.102,0,2026-02-09
Nebraska Omaha,106.17,112.42,0.34132,67.17,-6.25,52.4,52.3,17.0,14.1,26.8,29.4,35.1,35.5,-10.107,0,2026-02-09
East Texas A&M,97.94,107.94,0.2464,68.92,-10.0,48.2,52.7,19.7,17.6,26.0,32.5,32.2,36.0,-9.881,0,2026-02-09
DePaul,107.35,100.69,0.676182,66.34,6.66,50.7,48.9,17.7,18.2,29.8,31.4,36.8,37.9,-3.984,0,2026-02-09
UT Rio Grande Valley,108.18,105.21,0.579506,66.95,2.98,53.6,48.5,18.2,17.3,28.6,31.8,28.2,38.3,-6.366,0,2026-02-09
Chicago St.,98.32,119.03,0.099949,66.43,-20.71,44.6,57.3,16.2,19.9,28.5,35.7,31.2,38.1,-14.291,0,2026-02-09
South Dakota,106.07,115.64,0.270231,70.19,-9.57,50.4,56.1,17.2,16.7,30.2,30.2,44.3,30.2,-8.038,0,2026-02-09
Montana St.,109.08,106.79,0.56069,65.61,2.29,52.2,51.4,15.3,16.2,28.2,29.3,30.9,30.6,-6.362,0,2026-02-09
Oklahoma St.,115.48,104.14,0.766472,72.29,11.34,52.9,52.1,16.3,17.3,30.6,29.4,38.9,32.1,1.02,0,2026-02-09
Wagner,103.97,120.75,0.151856,65.17,-16.78,50.8,52.6,18.3,15.0,32.1,30.9,31.2,44.5,-11.269,0,2026-02-09
Bethune Cookman,103.99,107.9,0.395395,68.51,-3.91,50.2,50.4,18.5,15.9,28.7,31.7,38.9,38.9,-4.829,0,2026-02-09
Wofford,109.56,113.81,0.392413,67.44,-4.25,52.1,52.3,14.1,15.1,30.6,30.1,36.6,34.2,-4.9,0,2026-02-09
Cal Poly,106.77,114.34,0.312483,73.35,-7.58,51.6,54.9,21.3,16.6,30.2,30.7,36.6,34.2,-10.967,0,2026-02-09
Towson,101.05,104.91,0.393899,63.46,-3.86,45.8,50.7,16.4,16.1,35.9,26.8,30.6,31.1,-6.997,0,2026-02-09
Delaware St.,87.0,110.7,0.058921,66.7,-23.7,41.9,54.1,19.6,20.7,25.5,30.4,33.1,39.1,-13.264,0,2026-02-09
Norfolk St.,98.14,115.22,0.136479,67.93,-17.08,47.9,51.5,19.5,18.7,31.4,32.7,44.1,43.3,-10.659,0,2026-02-09
Vermont,107.03,114.0,0.326341,64.46,-6.96,53.3,51.4,14.6,14.2,26.8,22.8,30.4,37.8,-7.797,0,2026-02-09
Liberty,118.2,109.0,0.717263,63.69,9.19,60.5,51.3,13.5,18.0,18.9,32.3,31.4,26.5,0.479,0,2026-02-09
UNC Wilmington,110.85,109.48,0.535553,64.41,1.37,51.2,47.9,15.3,15.0,35.4,27.1,44.4,28.8,-1.743,0,2026-02-09
Le Moyne,102.24,113.06,0.239226,68.9,-10.82,53.0,50.1,19.5,15.7,26.3,31.2,40.8,34.6,-9.985,0,2026-02-09
Presbyterian,103.05,113.03,0.256755,63.57,-9.98,50.7,51.2,19.7,15.2,34.3,29.9,39.6,36.9,-9.699,0,2026-02-09
Michigan,127.93,89.74,0.98333,72.32,38.19,58.9,43.1,16.6,16.8,36.3,27.8,39.5,27.6,8.693,0,2026-02-09
Bellarmine,112.04,124.69,0.22609,64.41,-12.65,58.7,58.8,15.7,15.3,21.2,34.4,36.0,32.5,-9.199,0,2026-02-09
East Carolina,99.94,110.45,0.240379,68.35,-10.52,44.9,52.6,17.2,16.8,32.3,32.2,39.3,34.2,-11.191,0,2026-02-09
Northwestern,116.12,104.74,0.765986,65.71,11.38,51.5,49.7,12.4,16.2,27.8,33.6,35.8,36.2,-4.112,0,2026-02-09
Eastern Illinois,94.3,108.03,0.173177,65.2,-13.73,45.3,50.5,19.5,19.7,26.7,35.7,33.4,36.9,-10.668,0,2026-02-09
Buffalo,112.29,116.25,0.401584,66.51,-3.96,55.9,54.5,16.2,17.4,27.8,31.0,41.1,31.5,-7.059,0,2026-02-09
Northern Kentucky,107.28,109.82,0.433109,69.35,-2.54,52.6,54.6,16.3,19.5,31.6,32.8,34.5,38.0,-7.624,0,2026-02-09
Valparaiso,105.63,104.77,0.523662,64.91,0.87,46.4,49.5,16.1,17.3,32.4,30.2,38.0,37.6,-6.875,0,2026-02-09
Mercyhurst,100.06,110.39,0.244134,63.19,-10.33,49.2,49.8,15.4,19.3,27.4,32.3,24.3,40.8,-9.555,0,2026-02-09
Elon,112.98,116.92,0.402936,67.08,-3.93,54.3,53.7,15.9,16.1,33.5,33.7,34.4,35.2,-8.454,0,2026-02-09
Appalachian St.,104.42,104.66,0.493153,62.44,-0.25,49.9,46.2,15.2,14.1,30.6,28.8,35.2,31.7,-5.743,0,2026-02-09
West Georgia,101.95,115.82,0.187473,68.52,-13.87,48.4,55.1,15.8,15.3,31.8,30.3,30.0,37.0,-9.176,0,2026-02-09
Cleveland St.,110.47,120.97,0.260475,68.82,-10.49,54.0,55.0,18.8,14.7,29.4,37.8,41.8,34.1,-11.012,0,2026-02-09
Mississippi St.,110.99,102.29,0.71896,68.58,8.7,50.3,49.0,16.2,12.9,31.9,29.3,31.9,31.6,-3.197,0,2026-02-09
Utah Tech,108.95,110.79,0.452006,66.29,-1.84,52.4,50.7,17.8,17.6,29.0,34.2,29.2,34.2,-5.482,0,2026-02-09
St. John's,122.58,97.42,0.933498,69.84,25.16,52.6,48.5,15.4,20.3,37.8,31.9,43.1,32.8,3.493,0,2026-02-09
Long Beach St.,105.86,111.51,0.354756,67.6,-5.65,50.3,54.4,17.6,18.1,27.0,28.6,30.1,43.0,-10.739,0,2026-02-09
Samford,106.25,114.75,0.292193,66.14,-8.5,51.0,51.9,12.8,13.3,25.6,27.4,43.1,33.1,-8.408,0,2026-02-09
Eastern Washington,110.18,113.6,0.413136,67.83,-3.41,51.7,56.3,18.4,16.6,31.6,31.9,33.3,37.0,-11.194,0,2026-02-09
Kansas St.,113.91,105.7,0.70268,71.51,8.21,54.2,51.6,16.9,17.1,31.4,33.4,25.8,36.1,-4.233,0,2026-02-09
Pepperdine,100.73,110.06,0.265257,67.15,-9.33,46.4,53.5,19.0,16.7,27.3,33.4,35.0,27.7,-12.745,0,2026-02-09
Charleston,107.32,108.73,0.462433,67.86,-1.41,51.1,49.9,16.1,14.4,30.8,31.5,43.1,26.6,-4.248,0,2026-02-09
UC San Diego,107.05,104.42,0.570833,67.56,2.62,52.8,48.5,16.2,16.6,26.7,28.4,31.7,32.0,-5.024,0,2026-02-09
Grambling St.,99.88,106.82,0.315921,66.44,-6.94,50.1,50.2,21.7,20.5,30.3,33.6,44.5,40.7,-7.694,0,2026-02-09
Texas Southern,102.39,115.45,0.200844,68.78,-13.06,49.7,54.5,19.1,16.2,27.7,32.1,38.9,45.7,-9.266,0,2026-02-09
Central Connecticut,105.84,118.6,0.212754,64.45,-12.75,51.8,50.6,16.2,14.0,27.7,31.0,32.2,26.1,-7.63,0,2026-02-09
VMI,98.78,122.74,0.076061,66.61,-23.96,47.2,56.3,16.2,16.9,26.5,39.2,31.9,36.6,-15.873,0,2026-02-09
Auburn,125.66,103.16,0.906262,67.52,22.5,53.0,52.5,14.5,17.5,37.8,31.7,46.6,34.5,2.092,0,2026-02-09
New Orleans,111.41,114.69,0.417342,69.51,-3.28,50.5,50.0,20.8,14.2,35.1,35.1,43.6,39.9,-7.616,0,2026-02-09
Idaho St.,110.2,117.13,0.331587,63.65,-6.93,53.0,53.7,17.4,15.5,32.6,30.1,38.5,35.2,-10.171,0,2026-02-09
Columbia,108.18,111.2,0.421398,66.83,-3.02,54.1,51.0,19.6,14.2,36.7,27.8,30.7,33.1,-4.573,0,2026-02-09
IU Indy,106.34,116.75,0.254735,73.84,-10.41,51.9,58.0,16.0,20.0,28.7,36.9,21.6,46.0,-13.863,0,2026-02-09
Western Carolina,107.98,118.11,0.26275,68.25,-10.14,49.4,56.1,17.7,14.6,33.9,28.2,30.0,41.4,-10.178,0,2026-02-09
Eastern Kentucky,109.41,119.41,0.267816,67.3,-10.0,51.9,55.3,17.3,15.0,33.0,31.6,30.2,37.8,-11.804,0,2026-02-09
Penn,108.44,108.71,0.492875,68.49,-0.27,50.6,52.2,15.9,16.1,31.2,30.8,36.1,28.2,-6.068,0,2026-02-09
South Carolina St.,95.52,118.31,0.078665,68.53,-22.79,45.9,54.8,20.7,17.8,30.6,39.0,39.4,52.7,-12.8,0,2026-02-09
Idaho,107.81,107.75,0.50161,67.34,0.06,51.4,51.8,15.6,16.0,27.5,25.7,35.7,40.5,-7.267,0,2026-02-09
Stony Brook,104.87,107.81,0.421245,65.09,-2.94,50.9,49.8,17.2,16.6,28.5,31.5,29.2,34.1,-6.605,0,2026-02-09
Evansville,98.57,110.42,0.213209,67.05,-11.85,48.1,54.0,19.7,16.5,23.7,30.4,32.3,33.3,-13.666,0,2026-02-09
Saint Peter's,103.49,108.64,0.363959,65.53,-5.15,45.5,48.5,16.9,20.4,37.3,33.6,37.1,47.2,-5.133,0,2026-02-09
Virginia,123.39,96.9,0.941519,65.15,26.49,54.9,45.3,15.6,16.4,40.2,29.2,35.1,35.7,4.099,0,2026-02-09
UCF,120.93,106.31,0.814807,68.55,14.62,53.9,53.1,16.0,16.2,36.1,27.0,30.5,34.4,2.986,0,2026-02-09
Drexel,102.75,104.77,0.44432,63.6,-2.02,50.7,47.0,18.6,16.9,31.4,30.9,29.8,37.0,-8.924,0,2026-02-09
Charleston Southern,103.33,111.47,0.294859,71.14,-8.14,52.9,47.1,18.8,12.4,30.2,29.3,30.6,43.9,-10.896,0,2026-02-09
Northern Iowa,103.47,96.21,0.697892,61.55,7.27,51.0,46.1,14.8,17.9,21.4,25.7,26.4,31.2,-4.359,0,2026-02-09
South Carolina,112.04,105.08,0.676264,66.02,6.95,51.0,50.3,14.5,14.8,27.7,31.8,37.3,34.4,-4.749,0,2026-02-09
Lamar,107.16,109.82,0.429953,64.73,-2.66,49.1,51.3,17.6,17.6,36.1,28.9,27.3,44.9,-7.785,0,2026-02-09
Kentucky,119.34,100.68,0.875927,67.5,18.65,54.0,47.8,14.6,16.0,34.0,28.9,38.2,35.1,3.138,0,2026-02-09
Lafayette,99.95,113.55,0.187401,66.79,-13.6,48.5,52.7,16.0,15.6,26.6,30.5,32.1,32.3,-13.476,0,2026-02-09
VCU,119.02,105.61,0.798223,69.34,13.41,54.7,49.2,15.6,17.8,33.5,30.5,45.7,34.9,0.252,0,2026-02-09
Wisconsin,121.92,101.78,0.888583,69.1,20.14,53.8,50.3,13.6,14.5,29.8,26.0,35.2,32.6,1.437,0,2026-02-09
Alabama,129.48,102.5,0.936285,73.14,26.98,55.2,48.4,13.2,12.5,31.7,33.3,36.5,36.6,4.308,0,2026-02-09
Tennessee Tech,101.36,119.13,0.134986,67.2,-17.77,49.8,52.5,20.0,15.6,31.9,32.3,34.6,32.3,-12.135,0,2026-02-09
NJIT,99.2,111.68,0.203757,68.35,-12.48,47.0,49.3,17.0,15.4,26.5,32.4,34.2,39.0,-8.003,0,2026-02-09
North Alabama,100.2,120.1,0.110813,65.08,-19.89,47.7,55.3,16.8,14.5,30.5,33.6,36.1,30.0,-11.381,0,2026-02-09
Alabama A&M,101.16,114.55,0.193204,65.43,-13.39,47.5,52.7,16.9,16.9,27.2,29.4,43.6,38.4,-8.066,0,2026-02-09
Cal Baptist,106.63,101.87,0.628222,65.54,4.75,48.0,46.5,18.6,16.7,38.8,26.7,39.1,36.9,-1.689,0,2026-02-09
