team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
Georgia Tech,108.23,105.82,0.564201,70.92,2.4,50.5,48.1,18.4,15.3,30.9,29.6,34.6,34.1,-5.939,0,2026-02-10
Kent St.,108.8,107.44,0.536173,70.62,1.36,51.6,51.8,19.2,16.0,36.8,29.6,43.6,37.6,-3.013,0,2026-02-10
High Point,115.94,108.7,0.677175,69.22,7.23,54.9,51.2,12.6,22.8,31.6,31.7,43.7,34.6,-1.991,0,2026-02-10
Weber St.,109.56,113.36,0.403134,68.9,-3.8,51.5,54.2,16.1,17.0,32.4,28.5,40.8,37.6,-8.866,0,2026-02-10
Maine,92.91,112.54,0.09944,64.51,-19.62,49.5,50.5,19.6,19.5,21.1,36.2,37.2,34.5,-15.962,0,2026-02-10
Radford,106.8,113.83,0.324631,71.14,-7.03,51.4,53.2,17.2,18.4,29.6,32.6,41.9,44.2,-9.011,0,2026-02-10
Kansas,121.1,93.17,0.953237,67.19,27.93,53.9,44.7,15.1,13.9,28.6,29.6,33.8,25.7,5.889,0,2026-02-10
SMU,124.84,103.64,0.894753,68.85,21.2,56.1,50.3,16.0,17.6,34.8,31.7,33.1,32.7,1.731,0,2026-02-10
Richmond,110.54,110.85,0.492029,67.23,-0.31,53.2,51.5,15.2,17.3,27.3,30.9,37.3,33.0,-6.443,0,2026-02-10
Providence,123.22,110.15,0.784008,71.84,13.07,55.3,51.9,15.8,13.7,32.5,31.5,38.0,33.1,-4.108,0,2026-02-10
Louisville,125.77,97.79,0.947518,70.31,27.98,56.5,47.2,15.9,17.2,33.7,26.6,35.4,33.0,3.341,0,2026-02-10
Davidson,112.5,104.27,0.705461,63.67,8.23,53.9,52.0,16.3,18.0,29.7,31.4,31.1,35.6,-3.487,0,2026-02-10
North Florida,109.54,126.08,0.165647,70.49,-16.54,54.3,57.3,18.5,12.3,24.7,38.2,26.5,31.2,-13.658,0,2026-02-10
Missouri St.,109.23,108.5,0.519131,65.09,0.73,50.8,51.7,17.5,18.0,32.4,33.0,45.5,40.6,-6.419,0,2026-02-10
Vanderbilt,124.38,96.44,0.949106,70.35,27.94,56.7,47.5,13.5,18.6,30.6,28.2,37.7,41.3,4.225,0,2026-02-10
Washington St.,115.73,110.23,0.636228,67.44,5.49,55.5,52.9,18.4,14.5,30.4,27.0,32.9,34.7,-8.212,0,2026-02-10
Akron,118.18,106.08,0.775896,70.35,12.1,58.5,50.4,15.5,18.6,33.9,32.2,27.5,32.0,-1.188,0,2026-02-10
Bowling Green,106.24,105.14,0.530068,67.99,1.11,51.9,51.5,17.2,19.7,29.8,27.8,36.6,37.3,-6.702,0,2026-02-10
Memphis,106.29,97.68,0.725401,69.53,8.61,49.5,47.5,19.8,20.0,35.5,34.5,33.7,39.9,-4.2,0,2026-02-10
Central Arkansas,107.98,107.88,0.502766,68.15,0.1,53.2,54.3,16.0,18.9,28.1,27.2,30.7,31.3,-5.301,0,2026-02-10
Murray St.,117.34,111.84,0.634551,72.1,5.5,54.9,50.9,16.4,15.5,33.4,31.5,38.6,31.8,-2.825,0,2026-02-10
American,105.32,110.81,0.3579,66.89,-5.49,51.3,53.3,16.8,19.0,26.6,30.9,27.3,44.4,-8.247,0,2026-02-10
Notre Dame,113.22,104.66,0.711682,65.33,8.56,52.0,50.4,17.1,13.8,32.1,25.7,33.7,34.1,-3.721,0,2026-02-10
Creighton,116.67,105.94,0.751859,66.53,10.72,54.3,51.0,16.6,14.1,29.0,31.4,27.0,24.1,-1.765,0,2026-02-10
Duke,124.78,92.7,0.968258,66.35,32.08,57.1,46.2,16.1,19.2,37.2,25.4,39.5,23.2,7.819,0,2026-02-10
Indiana St.,106.38,109.24,0.42422,68.75,-2.86,52.6,49.8,18.9,14.8,25.2,31.6,28.7,28.1,-10.455,0,2026-02-10
UCLA,120.03,100.68,0.88307,65.19,19.35,53.8,49.1,13.9,18.9,31.5,31.9,36.8,35.9,1.398,0,2026-02-10
Pacific,111.64,104.45,0.682585,64.82,7.19,53.5,49.2,20.4,15.7,35.5,24.1,32.7,37.9,-4.244,0,2026-02-10
Texas A&M,121.6,99.46,0.909758,71.65,22.13,55.6,50.2,15.0,19.4,33.1,31.2,38.5,35.1,1.805,0,2026-02-10
North Texas,100.22,99.78,0.512419,64.81,0.43,46.1,47.6,18.1,22.1,34.0,34.1,38.0,46.6,-6.2,0,2026-02-10
Nevada,118.7,104.52,0.812002,65.12,14.18,50.3,50.5,13.6,17.2,32.2,28.3,44.4,38.8,-0.11,0,2026-02-10
UTSA,98.25,118.49,0.103875,68.42,-20.25,44.1,53.7,18.8,15.1,29.8,39.0,30.5,34.6,-13.997,0,2026-02-10
Mississippi Valley St.,89.19,121.83,0.026966,66.89,-32.64,44.7,57.2,22.3,16.7,26.4,36.0,32.4,47.5,-18.382,0,2026-02-10
Gardner Webb,93.97,122.92,0.043625,69.97,-28.94,46.4,57.8,20.9,14.5,24.0,36.4,30.8,35.4,-17.051,0,2026-02-10
Prairie View A&M,101.04,116.65,0.160804,73.24,-15.61,47.2,54.1,16.3,19.9,25.3,37.1,44.1,47.9,-10.991,0,2026-02-10
Chattanooga,102.14,115.14,0.20129,66.42,-13.01,52.2,51.6,15.0,14.2,21.2,32.1,32.7,43.1,-11.824,0,2026-02-10
Georgia Southern,107.09,115.71,0.291082,70.5,-8.62,49.6,51.7,14.6,19.1,28.9,35.8,42.1,40.4,-8.654,0,2026-02-10
Northern Arizona,105.89,118.57,0.214023,63.64,-12.68,51.9,56.2,16.2,16.7,23.8,33.5,31.3,31.7,-11.885,0,2026-02-10
Nebraska,121.71,93.37,0.954732,67.0,28.35,56.3,47.5,13.0,19.2,25.9,27.1,26.0,24.6,6.809,0,2026-02-10
Yale,120.72,111.91,0.704989,65.33,8.81,56.8,52.1,14.3,15.9,34.7,29.2,37.2,30.4,-0.741,0,2026-02-10
Tennessee Martin,100.25,105.82,0.349303,64.42,-5.57,49.8,45.2,21.8,18.8,38.6,31.5,41.2,37.1,-3.827,0,2026-02-10
Morehead St.,105.0,117.8,0.210221,65.43,-12.81,48.2,51.2,18.9,16.1,36.1,36.6,36.3,37.5,-8.244,0,2026-02-10
Tennessee,121.83,95.75,0.941051,65.94,26.08,53.1,47.2,18.5,16.6,45.2,28.4,41.7,35.7,3.02,0,2026-02-10
Texas St.,102.31,108.51,0.337117,66.59,-6.2,48.8,51.5,19.0,18.5,33.5,27.8,33.7,37.4,-8.365,0,2026-02-10
Jackson St.,100.17,119.48,0.116414,69.89,-19.31,45.9,54.5,19.7,15.3,26.9,37.8,33.5,40.4,-10.45,0,2026-02-10
Mississippi,113.0,102.92,0.745536,64.96,10.08,50.1,49.4,14.5,17.3,30.3,32.9,33.9,41.7,-2.655,0,2026-02-10
Wyoming,114.07,106.67,0.683859,66.23,7.4,51.9,51.4,17.4,16.8,34.7,26.7,39.2,48.8,-4.368,0,2026-02-10
Minnesota,114.88,101.18,0.811732,63.08,13.71,53.3,50.4,16.4,17.2,28.8,29.8,40.8,30.6,-3.669,0,2026-02-10
Illinois,131.78,97.16,0.97081,65.73,34.61,55.5,46.7,13.8,11.5,39.1,26.6,34.3,18.8,6.411,0,2026-02-10
LIU,104.59,108.4,0.398615,68.04,-3.81,52.1,50.3,19.7,18.6,36.1,32.7,32.8,34.5,-3.956,0,2026-02-10
UTEP,101.48,110.49,0.273414,64.88,-9.0,47.4,51.5,17.5,18.5,27.8,33.6,31.5,43.8,-10.818,0,2026-02-10
Loyola Chicago,104.4,115.96,0.23005,66.01,-11.56,49.5,52.9,19.9,12.7,32.9,30.9,34.5,33.8,-13.567,0,2026-02-10
Texas,125.17,105.85,0.872953,67.06,19.31,55.0,49.6,15.5,14.4,37.5,27.4,47.3,40.3,0.262,0,2026-02-10
Maryland Eastern Shore,93.96,114.2,0.095837,63.13,-20.25,47.3,50.7,23.1,17.0,30.5,32.8,28.4,41.0,-11.804,0,2026-02-10
Western Illinois,92.76,121.92,0.041372,65.7,-29.15,43.5,54.7,17.7,15.4,28.9,34.6,38.4,36.4,-18.318,0,2026-02-10
Fairleigh Dickinson,101.29,116.57,0.165733,64.76,-15.28,47.0,55.0,17.6,16.5,31.1,28.1,31.7,36.9,-12.009,0,2026-02-10
Cornell,120.86,121.09,0.494372,72.34,-0.24,58.6,57.4,16.3,15.6,29.7,30.3,32.1,37.2,-6.304,0,2026-02-10
West Virginia,110.39,97.89,0.799354,62.43,12.5,51.8,48.4,17.2,17.9,30.5,26.3,37.0,26.7,-0.53,0,2026-02-10
Oklahoma,120.98,107.59,0.793986,66.89,13.39,54.2,51.4,14.5,15.3,33.4,31.5,34.6,34.0,-2.512,0,2026-02-10
Queens,113.75,117.41,0.410073,68.84,-3.65,56.0,55.0,14.9,14.9,32.5,32.7,32.8,40.2,-5.808,0,2026-02-10
Southern Illinois,102.77,100.66,0.559463,69.53,2.11,49.8,49.3,17.3,18.5,29.9,28.3,34.7,34.8,-8.28,0,2026-02-10
San Diego St.,112.26,93.79,0.887726,68.7,18.47,53.6,47.7,17.5,21.6,29.5,30.4,37.2,36.4,1.066,0,2026-02-10
Nebraska Omaha,106.1,112.42,0.33945,67.29,-6.32,52.4,52.3,17.0,14.1,26.8,29.4,35.1,35.5,-10.171,0,2026-02-10
East Texas A&M,98.72,107.95,0.263439,68.9,-9.23,48.7,52.6,19.7,17.5,25.5,32.7,32.0,35.8,-10.445,0,2026-02-10
DePaul,107.43,100.73,0.677043,66.49,6.7,50.7,48.9,17.7,18.2,29.8,31.4,36.8,37.9,-4.007,0,2026-02-10
UT Rio Grande Valley,109.38,105.37,0.605536,67.0,4.0,54.3,48.6,18.4,17.2,29.1,31.4,28.6,38.2,-6.289,0,2026-02-10
Chicago St.,98.23,119.06,0.098692,66.55,-20.83,44.6,57.3,16.2,19.9,28.5,35.7,31.2,38.1,-14.354,0,2026-02-10
South Dakota,106.0,115.61,0.269429,70.28,-9.61,50.4,56.1,17.2,16.7,30.2,30.2,44.3,30.2,-8.057,0,2026-02-10
Montana St.,109.08,106.78,0.561135,65.73,2.31,52.2,51.4,15.3,16.2,28.2,29.3,30.9,30.6,-6.374,0,2026-02-10
Oklahoma St.,115.45,104.17,0.765408,72.37,11.28,52.9,52.1,16.3,17.3,30.6,29.4,38.9,32.1,0.991,0,2026-02-10
Wagner,103.97,120.78,0.151454,65.29,-16.81,50.8,52.6,18.3,15.0,32.1,30.9,31.2,44.5,-11.284,0,2026-02-10
Bethune Cookman,103.44,107.56,0.389609,68.43,-4.12,50.0,49.9,18.5,15.8,29.2,31.5,39.7,39.3,-4.807,0,2026-02-10
Wofford,109.58,113.81,0.392776,67.57,-4.23,52.1,52.3,14.1,15.1,30.6,30.1,36.6,34.2,-4.915,0,2026-02-10
Cal Poly,106.78,114.34,0.312898,73.47,-7.56,51.6,54.9,21.3,16.6,30.2,30.7,36.6,34.2,-10.982,0,2026-02-10
Towson,101.04,104.91,0.393609,63.58,-3.87,45.8,50.7,16.4,16.1,35.9,26.8,30.6,31.1,-7.016,0,2026-02-10
Delaware St.,88.1,111.9,0.060036,66.35,-23.81,42.4,54.2,19.8,20.3,26.2,30.9,33.0,38.7,-14.229,0,2026-02-10
Norfolk St.,97.86,115.05,0.134527,68.13,-17.19,47.9,51.5,19.5,18.7,31.4,32.7,44.1,43.3,-10.682,0,2026-02-10
Vermont,106.97,113.98,0.325135,64.6,-7.01,53.3,51.4,14.6,14.2,26.8,22.8,30.4,37.8,-7.821,0,2026-02-10
Liberty,118.22,109.03,0.717179,63.79,9.19,60.5,51.3,13.5,18.0,18.9,32.3,31.4,26.5,0.442,0,2026-02-10
UNC Wilmington,111.0,108.54,0.564154,64.61,2.46,50.9,47.8,14.9,15.2,35.1,26.9,43.3,29.5,-1.547,0,2026-02-10
Le Moyne,102.22,113.03,0.239279,69.03,-10.82,53.0,50.1,19.5,15.7,26.3,31.2,40.8,34.6,-9.981,0,2026-02-10
Presbyterian,103.08,113.03,0.257384,63.69,-9.95,50.7,51.2,19.7,15.2,34.3,29.9,39.6,36.9,-9.7,0,2026-02-10
Michigan,127.86,89.75,0.983203,72.43,38.11,59.0,43.1,16.6,16.8,36.3,27.8,39.5,27.6,8.651,0,2026-02-10
Bellarmine,112.05,124.7,0.226102,64.53,-12.65,58.7,58.8,15.7,15.3,21.2,34.4,36.0,32.5,-9.244,0,2026-02-10
East Carolina,99.98,110.47,0.241017,68.47,-10.49,44.9,52.6,17.2,16.8,32.3,32.2,39.3,34.2,-11.184,0,2026-02-10
Northwestern,116.12,104.72,0.766463,65.85,11.4,51.5,49.7,12.4,16.2,27.8,33.6,35.8,36.2,-4.129,0,2026-02-10
Eastern Illinois,94.22,108.02,0.172009,65.33,-13.8,45.3,50.5,19.5,19.7,26.7,35.7,33.4,36.9,-10.693,0,2026-02-10
Buffalo,112.3,116.28,0.401089,66.63,-3.98,55.9,54.5,16.2,17.4,27.8,31.0,41.1,31.5,-7.072,0,2026-02-10
Northern Kentucky,107.27,109.85,0.431867,69.47,-2.59,52.6,54.6,16.3,19.5,31.6,32.8,34.5,38.0,-7.643,0,2026-02-10
Valparaiso,106.03,105.12,0.524776,65.08,0.91,46.8,49.4,16.1,17.0,32.6,30.3,38.5,36.7,-6.738,0,2026-02-10
Mercyhurst,100.07,110.4,0.244186,63.3,-10.33,49.2,49.8,15.4,19.3,27.4,32.3,24.3,40.8,-9.565,0,2026-02-10
Elon,112.92,117.0,0.39922,67.2,-4.08,54.3,53.7,15.9,16.1,33.5,33.7,34.4,35.2,-8.493,0,2026-02-10
Appalachian St.,104.35,104.61,0.492886,62.58,-0.26,49.9,46.2,15.2,14.1,30.6,28.8,35.2,31.7,-5.761,0,2026-02-10
West Georgia,101.97,115.84,0.187455,68.65,-13.87,48.4,55.1,15.8,15.3,31.8,30.3,30.0,37.0,-9.187,0,2026-02-10
Cleveland St.,110.47,120.94,0.260908,68.95,-10.47,54.0,55.0,18.8,14.7,29.4,37.8,41.8,34.1,-11.027,0,2026-02-10
Mississippi St.,111.07,102.26,0.721218,68.71,8.81,50.3,49.0,16.2,12.9,31.9,29.3,31.9,31.6,-3.205,0,2026-02-10
Utah Tech,108.89,110.76,0.451241,66.43,-1.87,52.4,50.7,17.8,17.6,29.0,34.2,29.2,34.2,-5.505,0,2026-02-10
St. John's,121.74,97.43,0.928364,69.91,24.31,52.2,48.5,15.2,19.8,37.4,31.4,44.0,32.2,3.664,0,2026-02-10
Long Beach St.,105.76,111.45,0.353656,67.73,-5.69,50.3,54.4,17.6,18.1,27.0,28.6,30.1,43.0,-10.784,0,2026-02-10
Samford,106.29,114.79,0.292205,66.27,-8.5,51.0,51.9,12.8,13.3,25.6,27.4,43.1,33.1,-8.435,0,2026-02-10
Eastern Washington,110.19,113.58,0.413773,67.96,-3.39,51.7,56.3,18.4,16.6,31.6,31.9,33.3,37.0,-11.218,0,2026-02-10
Kansas St.,113.82,105.63,0.702438,71.65,8.19,54.2,51.6,16.9,17.1,31.4,33.4,25.8,36.1,-4.249,0,2026-02-10
Pepperdine,100.76,110.07,0.26573,67.26,-9.31,46.4,53.5,19.0,16.7,27.3,33.4,35.0,27.7,-12.769,0,2026-02-10
Charleston,106.48,108.83,0.437621,68.07,-2.35,50.9,49.8,16.3,14.1,30.4,31.4,43.2,26.5,-5.181,0,2026-02-10
UC San Diego,107.04,104.39,0.571529,67.68,2.65,52.8,48.5,16.2,16.6,26.7,28.4,31.7,32.0,-5.023,0,2026-02-10
Grambling St.,98.58,106.95,0.281558,66.63,-8.37,49.4,50.2,21.6,20.5,30.1,33.2,44.9,41.0,-8.679,0,2026-02-10
Texas Southern,102.1,114.78,0.206519,68.66,-12.68,49.1,54.0,18.8,16.3,27.7,32.6,39.4,46.2,-10.148,0,2026-02-10
Central Connecticut,105.84,118.6,0.212624,64.57,-12.76,51.8,50.6,16.2,14.0,27.7,31.0,32.2,26.1,-7.645,0,2026-02-10
VMI,98.74,122.71,0.075948,66.74,-23.96,47.2,56.3,16.2,16.9,26.5,39.2,31.9,36.6,-15.884,0,2026-02-10
Auburn,125.58,103.16,0.90566,67.65,22.42,53.0,52.5,14.5,17.5,37.8,31.7,46.6,34.5,2.014,0,2026-02-10
New Orleans,110.65,113.76,0.420971,69.96,-3.11,50.4,49.6,21.0,14.6,34.6,34.8,46.2,40.6,-7.557,0,2026-02-10
Idaho St.,110.19,117.13,0.33116,63.78,-6.95,53.0,53.7,17.4,15.5,32.6,30.1,38.5,35.2,-10.182,0,2026-02-10
Columbia,108.1,111.23,0.418485,66.96,-3.14,54.1,51.0,19.6,14.2,36.7,27.8,30.7,33.1,-4.603,0,2026-02-10
IU Indy,106.35,116.73,0.25533,73.97,-10.38,51.9,58.0,16.0,20.0,28.7,36.9,21.6,46.0,-13.882,0,2026-02-10
Western Carolina,108.0,118.1,0.263436,68.38,-10.1,49.4,56.1,17.7,14.6,33.9,28.2,30.0,41.4,-10.185,0,2026-02-10
Eastern Kentucky,109.41,119.44,0.267192,67.43,-10.03,51.9,55.3,17.3,15.0,33.0,31.6,30.2,37.8,-11.876,0,2026-02-10
Penn,108.39,108.72,0.49133,68.62,-0.33,50.6,52.2,15.9,16.1,31.2,30.8,36.1,28.2,-6.103,0,2026-02-10
South Carolina St.,95.49,118.23,0.078951,68.67,-22.74,45.9,54.8,20.7,17.8,30.6,39.0,39.4,52.7,-12.796,0,2026-02-10
Idaho,107.81,107.73,0.502339,67.46,0.09,51.4,51.8,15.6,16.0,27.5,25.7,35.7,40.5,-7.271,0,2026-02-10
Stony Brook,104.9,107.87,0.420593,65.22,-2.96,50.9,49.8,17.2,16.6,28.5,31.5,29.2,34.1,-6.635,0,2026-02-10
Evansville,100.7,110.78,0.250343,67.1,-10.08,49.0,54.2,19.3,16.2,23.2,29.8,32.5,32.8,-13.509,0,2026-02-10
Saint Peter's,103.48,108.66,0.363225,65.65,-5.18,45.5,48.5,16.9,20.4,37.3,33.6,37.1,47.2,-5.152,0,2026-02-10
Virginia,123.35,96.82,0.941853,65.27,26.53,54.9,45.3,15.6,16.4,40.2,29.2,35.1,35.7,4.082,0,2026-02-10
UCF,120.88,106.23,0.815411,68.64,14.65,53.9,53.1,16.0,16.2,36.1,27.0,30.5,34.4,2.973,0,2026-02-10
Drexel,102.74,104.74,0.444874,63.72,-2.0,50.7,47.0,18.6,16.9,31.4,30.9,29.8,37.0,-8.937,0,2026-02-10
Charleston Southern,103.37,111.48,0.295653,71.26,-8.11,52.9,47.1,18.8,12.4,30.2,29.3,30.6,43.9,-10.897,0,2026-02-10
Northern Iowa,104.64,95.71,0.736124,61.6,8.93,51.7,46.0,14.6,17.8,21.8,25.5,25.2,30.5,-4.044,0,2026-02-10
South Carolina,112.04,105.07,0.676701,66.15,6.97,51.0,50.3,14.5,14.8,27.7,31.8,37.3,34.4,-4.764,0,2026-02-10
Lamar,106.5,109.99,0.408435,64.95,-3.49,48.9,51.3,17.6,17.3,35.9,28.6,27.7,44.5,-8.822,0,2026-02-10
Kentucky,119.3,100.61,0.876444,67.63,18.69,54.0,47.8,14.6,16.0,34.0,28.9,38.2,35.1,3.136,0,2026-02-10
Lafayette,99.96,113.58,0.186973,66.89,-13.63,48.5,52.7,16.0,15.6,26.6,30.5,32.1,32.3,-13.482,0,2026-02-10
VCU,118.96,105.61,0.797252,69.45,13.35,54.7,49.2,15.6,17.8,33.5,30.5,45.7,34.9,0.199,0,2026-02-10
Wisconsin,121.95,101.78,0.888899,69.22,20.17,53.8,50.3,13.6,14.5,29.8,26.0,35.2,32.6,1.418,0,2026-02-10
Alabama,129.4,102.48,0.935974,73.27,26.92,55.2,48.4,13.2,12.5,31.7,33.3,36.5,36.6,4.272,0,2026-02-10
Tennessee Tech,101.32,119.14,0.134274,67.33,-17.83,49.8,52.5,20.0,15.6,31.9,32.3,34.6,32.3,-12.146,0,2026-02-10
NJIT,99.24,111.64,0.20509,68.45,-12.41,47.0,49.3,17.0,15.4,26.5,32.4,34.2,39.0,-7.98,0,2026-02-10
North Alabama,100.31,119.22,0.120698,65.21,-18.91,47.9,55.2,17.4,14.7,30.5,33.4,36.7,30.6,-12.289,0,2026-02-10
Alabama A&M,101.3,113.11,0.219513,65.65,-11.81,47.6,51.9,17.1,17.0,27.1,29.3,43.8,39.1,-7.954,0,2026-02-10
Cal Baptist,106.63,101.92,0.627065,65.67,4.71,48.0,46.5,18.6,16.7,38.8,26.7,39.1,36.9,-1.711,0,2026-02-10
Dartmouth,105.65,110.88,0.364725,69.4,-5.22,52.3,50.6,17.9,13.7,25.4,30.8,36.2,29.4,-7.446,0,2026-02-10
