game_date,home_team,away_team,home_score,away_score,spread,location,home_conf,away_conf,torvik_predicted_margin
2025-11-19,Utah Valley,UC Irvine,79,72,-5.53417,H,WAC,BW,5.53417
2025-11-19,Bradley,UMass Lowell,87,77,0.161399,H,MVC,AE,-0.161399
2025-11-19,George Washington,UMBC,89,52,-20.7721,H,A10,AE,20.7721
2025-11-19,TCU,UMKC,81,45,-19.5825,H,B12,Sum,19.5825
2025-11-19,Western Carolina,UNC Asheville,80,73,-1.27792,H,SC,BSth,1.27792
2025-11-19,Cleveland St.,Valparaiso,75,90,11.1501,H,Horz,MVC,-11.1501
2025-11-19,La Salle,Villanova,55,70,10.4376,H,A10,BE,-10.4376
2025-11-19,Richmond,VMI,87,54,-15.9382,H,A10,SC,15.9382
2025-11-19,Bowling Green,William & Mary,74,82,9.15998,H,MAC,CAA,-9.15998
2025-11-19,Sam Houston St.,Wyoming,78,70,-3.03208,H,CUSA,MWC,3.03208
2025-11-19,Toledo,Youngstown St.,92,75,-7.4128,H,MAC,Horz,7.4128
2025-11-20,Hawaii,Arizona St.,76,83,-2.25792,H,BW,B12,2.25792
2025-11-20,Marshall,Arkansas Pine Bluff,98,70,-2.94747,H,SB,SWAC,2.94747
2025-11-20,Stony Brook,Brown,80,70,-9.10908,H,CAA,Ivy,9.10908
2025-11-20,St. John's,Bucknell,97,49,-9.64069,H,BE,Pat,9.64069
2025-11-20,Utah,Cal Poly,85,92,7.19404,H,B12,BW,-7.19404
2025-11-20,North Texas,Central Arkansas,74,56,-4.47466,H,Amer,ASun,4.47466
2025-11-20,Iowa,Chicago St.,93,54,-12.0538,H,B10,NEC,12.0538
2025-11-20,Cornell,Colgate,95,94,0.206667,H,Ivy,Pat,-0.206667
2025-11-20,Miami FL,Elon,99,72,-8.0907,H,ACC,CAA,8.0907
2025-11-20,High Point,Illinois Chicago,90,80,6.02826,N,BSth,MVC,6.02826
2025-11-20,Incarnate Word,Southern Indiana,87,81,7.78021,N,Slnd,OVC,7.78021
2025-11-20,Kansas St.,Mississippi St.,98,77,5.86163,N,B12,SEC,5.86163
2025-11-20,Indiana,Lindenwood,73,53,-12.0491,H,B10,OVC,12.0491
2025-11-20,Fordham,LIU,69,53,-10.1452,H,A10,NEC,10.1452
2025-11-20,Memphis,Purdue,71,80,-1.05637,N,Amer,B10,-1.05637
2025-11-20,Miami OH,Mercyhurst,76,71,-4.65292,H,MAC,NEC,4.65292
2025-11-20,Nebraska,New Mexico,84,72,11.1007,N,B10,MWC,11.1007
2025-11-20,Princeton,Northeastern,70,57,-9.53823,H,Ivy,CAA,9.53823
2025-11-20,Central Michigan,Northern Kentucky,66,90,10.8746,H,MAC,Horz,-10.8746
2025-11-20,Oklahoma,Oral Roberts,95,71,-15.7886,H,SEC,Sum,15.7886
2025-11-20,Florida Atlantic,Pacific,82,59,-9.9589,H,Amer,WCC,9.9589
2025-11-20,Pittsburgh,UCF,67,77,-5.20237,N,ACC,B12,-5.20237
2025-11-20,Houston,Rider,91,45,-20.1411,H,B12,MAAC,20.1411
2025-11-20,St. Bonaventure,Robert Morris,75,61,-7.30372,H,A10,Horz,7.30372
2025-11-20,UNLV,Saint Joseph's,99,85,-3.1179,H,MWC,A10,3.1179
2025-11-20,Missouri,South Dakota,102,68,-9.06452,H,SEC,Sum,9.06452
2025-11-20,Rice,Tarleton St.,74,90,1.86976,H,Amer,WAC,-1.86976
2025-11-20,Tennessee,Tennessee St.,89,60,-19.8511,H,SEC,OVC,19.8511
2025-11-20,Vanderbilt,Texas Southern,109,74,-21.1056,H,SEC,SWAC,21.1056
2025-11-20,Texas Tech,Wake Forest,84,83,2.31125,N,B12,ACC,2.31125
2025-11-20,USC,Troy,107,106,-2.39792,H,B10,SB,2.39792
2025-11-20,Queens,UNC Greensboro,101,94,-8.31071,H,ASun,SC,8.31071
2025-11-20,Ohio St.,Western Michigan,91,58,-20.4835,H,B10,MAC,20.4835
2025-11-21,Akron,Iona,96,75,16.6099,N,MAC,MAAC,16.6099
2025-11-21,Alabama St.,IU Indy,101,80,7.99813,N,SWAC,Horz,7.99813
2025-11-21,Siena,Albany,73,63,-7.96293,H,MAAC,AE,7.96293
2025-11-21,SMU,Arkansas St.,100,69,-13.6999,H,ACC,SB,13.6999
2025-11-21,Marist,Army,76,65,-3.41231,H,MAAC,Pat,3.41231
2025-11-21,Tulsa,Austin Peay,84,75,2.29661,H,Amer,ASun,-2.29661
2025-11-21,Boston College,Davidson,49,59,-3.23739,N,ACC,A10,-3.23739
2025-11-21,Butler,South Carolina,79,72,6.51933,N,BE,SEC,6.51933
2025-11-21,BYU,Wisconsin,98,70,9.69881,N,B12,B10,9.69881
2025-11-21,Portland,Cal St. Fullerton,103,85,-13.0303,H,WCC,BW,13.0303
2025-11-21,Campbell,UT Arlington,71,67,-3.99333,N,CAA,WAC,-3.99333
2025-11-21,Rutgers,Central Connecticut,54,67,4.30457,H,B10,NEC,-4.30457
2025-11-21,East Carolina,Charleston Southern,65,77,6.77178,H,Amer,BSth,-6.77178
2025-11-21,Charleston,Massachusetts,69,65,-1.08333,N,CAA,MAC,-1.08333
2025-11-21,Appalachian St.,Charlotte,65,63,2.24542,H,SB,Amer,-2.24542
2025-11-21,Cincinnati,Louisville,64,74,-0.383736,N,B12,ACC,-0.383736
2025-11-21,Clemson,West Virginia,70,67,-2.31542,N,ACC,B12,-2.31542
2025-11-21,Western Illinois,Coastal Carolina,64,84,8.83241,H,OVC,SB,-8.83241
2025-11-21,Lehigh,Columbia,67,82,7.87301,H,Pat,Ivy,-7.87301
2025-11-21,Colorado St.,Denver,81,83,1.98375,H,MWC,Sum,-1.98375
2025-11-21,Michigan St.,Detroit Mercy,84,56,-14.0774,H,B10,Horz,14.0774
2025-11-21,Evansville,Oregon St.,73,69,3.97375,N,MVC,WCC,3.97375
2025-11-21,Florida St.,Georgia Southern,98,72,-10.5789,H,ACC,SB,10.5789
2025-11-21,South Dakota St.,Georgia St.,105,58,-24.2529,H,Sum,SB,24.2529
2025-11-21,Georgia,Xavier,78,77,3.99333,N,SEC,BE,3.99333
2025-11-21,Cal Baptist,Grambling St.,72,59,-13.4846,H,WAC,SWAC,13.4846
2025-11-21,Green Bay,Yale,67,73,-6.2225,N,Horz,Ivy,-6.2225
2025-11-21,Norfolk St.,Hampton,62,60,-2.27917,H,MEAC,CAA,2.27917
2025-11-21,Sacred Heart,Holy Cross,79,66,-9.24785,H,MAAC,Pat,9.24785
2025-11-21,Arkansas,Jackson St.,115,61,-20.5385,H,SEC,SWAC,20.5385
2025-11-21,Kansas St.,Nebraska,85,86,-3.96333,N,B12,B10,-3.96333
2025-11-21,Stonehill,Lafayette,74,70,3.83,H,NEC,Pat,-3.83
2025-11-21,Texas St.,Little Rock,65,56,-4.66943,H,SB,OVC,4.66943
2025-11-21,Santa Clara,Louisiana,80,43,-16.2218,H,WCC,SB,16.2218
2025-11-21,Kentucky,Loyola MD,88,46,-20.6394,H,SEC,Pat,20.6394
2025-11-21,Texas A&M,Manhattan,109,68,-16.3998,H,SEC,MAAC,16.3998
2025-11-21,Canisius,Maryland Eastern Shore,60,57,-2.83292,H,MAAC,MEAC,2.83292
2025-11-21,Memphis,Wake Forest,68,69,4.57583,N,Amer,ACC,4.57583
2025-11-21,Florida,Merrimack,80,45,-20.5891,H,SEC,MAAC,20.5891
2025-11-21,Mississippi St.,New Mexico,78,80,-1.94792,N,SEC,MWC,-1.94792
2025-11-21,Long Beach St.,Montana St.,72,78,3.28792,H,BW,BSky,-3.28792
2025-11-21,East Tennessee St.,Morehead St.,77,62,-0.89026,H,SC,OVC,0.89026
2025-11-21,Old Dominion,Morgan St.,88,56,-14.7029,H,SB,MEAC,14.7029
2025-11-21,LSU,Nebraska Omaha,99,73,-14.5237,H,SEC,Sum,14.5237
2025-11-21,Fresno St.,New Orleans,85,76,-4.34083,H,MWC,Slnd,4.34083
2025-11-21,Duke,Niagara,100,42,-22.8059,H,ACC,MAAC,22.8059
2025-11-21,Northern Colorado,St. Thomas,72,73,5.26292,N,BSky,Sum,5.26292
2025-11-21,Loyola Chicago,Northern Illinois,59,76,8.09055,H,A10,MAC,-8.09055
2025-11-21,Grand Canyon,Northwestern St.,85,72,-8.16422,H,MWC,Slnd,8.16422
2025-11-21,Northwestern,Virginia,78,83,0.96125,N,B10,ACC,0.96125
2025-11-21,Eastern Michigan,Oakland,97,91,-1.22575,H,MAC,Horz,1.22575
2025-11-21,Drexel,Penn,68,84,8.49401,H,CAA,Ivy,-8.49401
2025-11-21,UCLA,Presbyterian,86,46,-18.6284,H,B10,BSth,18.6284
2025-11-21,Saint Louis,Purdue Fort Wayne,91,60,-15.2526,H,A10,Horz,15.2526
2025-11-21,Purdue,Texas Tech,86,56,14.0716,N,B10,B12,14.0716
2025-11-21,California,Sacramento St.,91,67,-15.0617,H,ACC,BSky,15.0617
2025-11-21,New Mexico St.,Samford,81,72,-10.0097,H,CUSA,SC,10.0097
2025-11-21,Stanford,Seattle,69,77,-2.42211,H,ACC,WCC,2.42211
2025-11-21,Air Force,SIU Edwardsville,77,63,-7.46161,H,MWC,OVC,7.46161
2025-11-21,UAB,South Alabama,80,72,-5.30083,H,Amer,SB,5.30083
2025-11-21,San Jose St.,Southern,80,66,-6.98755,H,MWC,SWAC,6.98755
2025-11-21,Pepperdine,Stephen F. Austin,60,63,-3.385,H,WCC,Slnd,3.385
2025-11-21,Tulane,Utah St.,75,96,-4.38641,N,Amer,MWC,-4.38641
2025-11-21,Colorado,UC Davis,95,79,-5.41722,H,B12,BW,5.41722
2025-11-21,San Diego,UC Riverside,71,85,9.92622,H,WCC,BW,-9.92622
2025-11-21,Radford,UNC Wilmington,73,81,7.69559,H,BSth,CAA,-7.69559
2025-11-21,West Georgia,USC Upstate,72,64,-4.33208,H,ASun,BSth,4.33208
2025-11-22,Indiana St.,Ball St.,70,52,-1.46991,H,MVC,MAC,1.46991
2025-11-22,Binghamton,Maryland Eastern Shore,52,63,-9.33521,N,AE,MEAC,-9.33521
2025-11-22,Boston University,Harvard,75,74,-1.86625,N,Pat,Ivy,-1.86625
2025-11-22,Cal St. Fullerton,St. Thomas,88,80,-1.03083,N,BW,Sum,-1.03083
2025-11-22,Marquette,Central Michigan,85,71,-4.58783,H,BE,MAC,4.58783
2025-11-22,Kent St.,Cleveland St.,91,71,-12.847,H,MAC,Horz,12.847
2025-11-22,Coastal Carolina,North Dakota,75,58,8.97699,N,SB,Sum,8.97699
2025-11-22,VCU,Coppin St.,101,58,-18.1055,H,A10,MEAC,18.1055
2025-11-22,Duquesne,Northeastern,86,93,-3.08458,N,A10,CAA,-3.08458
2025-11-22,Le Moyne,Fairfield,83,97,11.9936,H,NEC,MAAC,-11.9936
2025-11-22,Richmond,Gardner Webb,102,67,-24.0597,H,A10,BSth,24.0597
2025-11-22,Green Bay,Massachusetts,79,75,4.44542,N,Horz,MAC,4.44542
2025-11-22,High Point,Incarnate Word,91,80,5.31615,N,BSth,Slnd,5.31615
2025-11-22,Howard,Niagara,80,70,-4.2342,N,MEAC,MAAC,-4.2342
2025-11-22,Illinois Chicago,Southern Indiana,84,73,11.2648,N,MVC,OVC,11.2648
2025-11-22,Iona,Oregon St.,91,84,-5.82958,N,MAAC,WCC,-5.82958
2025-11-22,Illinois,LIU,98,58,-22.0566,H,B10,NEC,22.0566
2025-11-22,Louisiana Monroe,Morehead St.,80,83,-0.347083,N,SB,OVC,-0.347083
2025-11-22,Eastern Kentucky,Mercer,83,95,10.9726,H,ASun,SC,-10.9726
2025-11-22,Wichita St.,Milwaukee,75,58,-0.567907,H,Amer,Horz,0.567907
2025-11-22,Minnesota,San Francisco,65,77,-5.62186,N,B10,WCC,-5.62186
2025-11-22,Cal St. Bakersfield,Mississippi Valley St.,86,70,-9.43627,H,BW,SWAC,9.43627
2025-11-22,Oklahoma St.,Nicholls St.,95,81,-11.696,H,B12,Slnd,11.696
2025-11-22,Navy,NJIT,86,70,-10.2192,H,Pat,AE,10.2192
2025-11-22,Chattanooga,North Alabama,71,57,-5.0718,H,SC,ASun,5.0718
2025-11-22,Dayton,North Carolina Central,74,55,-16.088,H,A10,MEAC,16.088
2025-11-22,North Florida,Southern Miss,83,92,0.420271,N,ASun,SB,0.420271
2025-11-22,Portland,Northern Colorado,80,86,2.575,H,WCC,BSky,-2.575
2025-11-22,UC Irvine,Northern Iowa,69,70,3.86583,H,BW,MVC,-3.86583
2025-11-22,Penn St.,Providence,65,77,-2.51404,N,B10,BE,-2.51404
2025-11-22,Prairie View A&M,Tennessee Martin,68,69,1.7475,N,SWAC,OVC,1.7475
2025-11-22,Nevada,UC Santa Barbara,77,64,-8.12362,H,MWC,BW,8.12362
2025-11-22,Saint Peter's,UMass Lowell,68,66,-1.84875,H,MAAC,AE,1.84875
2025-11-22,Weber St.,UT Arlington,73,74,0.460833,H,BSky,WAC,-0.460833
2025-11-22,Missouri St.,UT Rio Grande Valley,74,67,2.3675,H,CUSA,Slnd,-2.3675
2025-11-22,Stetson,VMI,99,80,-7.50949,H,ASun,SC,7.50949
2025-11-22,Georgetown,Wagner,92,75,-10.9895,H,BE,NEC,10.9895
2025-11-22,Lipscomb,Western Carolina,83,62,-8.16621,H,ASun,SC,8.16621
2025-11-23,Akron,Evansville,97,59,8.99552,N,MAC,MVC,8.99552
2025-11-23,Alabama St.,SIU Edwardsville,68,83,-0.76526,N,SWAC,OVC,-0.76526
2025-11-23,Oklahoma,Alcorn St.,72,53,-3.93651,H,SEC,SWAC,3.93651
2025-11-23,Miami OH,Arkansas Pine Bluff,111,84,-14.3473,H,MAC,SWAC,14.3473
2025-11-23,Canisius,Binghamton,75,66,-3.14838,H,MAAC,AE,3.14838
2025-11-23,Boston College,Tulane,90,93,-1.54292,N,ACC,Amer,-1.54292
2025-11-23,Maine,Brown,53,58,8.0825,H,AE,Ivy,-8.0825
2025-11-23,Connecticut,Bryant,72,49,-13.317,H,BE,AE,13.317
2025-11-23,Butler,Virginia,80,73,4.77125,N,BE,ACC,4.77125
2025-11-23,Cal St. Fullerton,Northern Colorado,93,97,-3.68375,N,BW,BSky,-3.68375
2025-11-23,Charleston,Yale,63,74,-8.68512,N,CAA,Ivy,-8.68512
2025-11-23,Clemson,Georgia,97,94,-0.112083,N,ACC,SEC,-0.112083
2025-11-23,Illinois St.,Coastal Carolina,94,42,-22.7425,H,MVC,SB,22.7425
2025-11-23,Davidson,Utah St.,60,94,-13.2057,N,A10,MWC,-13.2057
2025-11-23,Miami FL,Delaware St.,97,41,-23.3079,H,ACC,MEAC,23.3079
2025-11-23,Delaware,Southern Illinois,59,79,-9.03301,N,CUSA,MVC,-9.03301
2025-11-23,DePaul,Detroit Mercy,95,75,-6.65458,H,BE,Horz,6.65458
2025-11-23,Central Arkansas,Eastern Washington,92,65,-18.5886,H,ASun,BSky,18.5886
2025-11-23,George Washington,McNeese St.,86,92,-5.65625,N,A10,Slnd,-5.65625
2025-11-23,Duke,Howard,93,56,-23.9231,H,ACC,MEAC,23.9231
2025-11-23,Air Force,IU Indy,98,85,-1.903,H,MWC,Horz,1.903
2025-11-23,Montana,Lamar,63,68,0.0754167,H,BSky,Slnd,-0.0754167
2025-11-23,Columbia,Longwood,95,70,-11.4443,H,Ivy,BSth,11.4443
2025-11-23,East Tennessee St.,Louisiana Monroe,97,55,-16.7139,H,SC,SB,16.7139
2025-11-23,Marshall,Mercyhurst,69,60,-4.53277,H,SB,NEC,4.53277
2025-11-23,Middle Tennessee,Murray St.,90,87,2.69208,N,CUSA,MVC,2.69208
2025-11-23,Western Michigan,Mount St. Mary's,83,60,-6.91973,H,MAC,MAAC,6.91973
2025-11-23,Wyoming,Norfolk St.,75,67,-11.3646,H,MWC,MEAC,11.3646
2025-11-23,Western Illinois,North Dakota,69,78,-1.47988,H,OVC,Sum,1.47988
2025-11-23,North Florida,Prairie View A&M,82,85,5.2325,N,ASun,SWAC,5.2325
2025-11-23,Northwestern,South Carolina,79,77,3.01208,N,B10,SEC,3.01208
2025-11-23,Drexel,Old Dominion,75,71,-1.4,H,CAA,SB,1.4
2025-11-23,Furman,Queens,90,79,-10.9767,H,SC,ASun,10.9767
2025-11-23,Pittsburgh,Quinnipiac,75,83,5.14443,H,ACC,MAAC,-5.14443
2025-11-23,Monmouth,Robert Morris,71,70,1.59208,H,CAA,Horz,-1.59208
2025-11-23,South Dakota,South Carolina St.,82,81,-7.74792,H,Sum,MEAC,7.74792
2025-11-23,Southern Miss,Tennessee Martin,70,60,13.8522,N,SB,OVC,13.8522
2025-11-23,Portland,St. Thomas,66,76,5.32478,H,WCC,Sum,-5.32478
2025-11-23,UNC Greensboro,Youngstown St.,68,62,-9.21625,N,SC,Horz,-9.21625
2025-11-23,Georgia Tech,West Georgia,82,66,-2.44167,H,ACC,ASun,2.44167
2025-11-23,West Virginia,Xavier,68,78,-2.68118,N,B12,BE,-2.68118
2025-11-23,Jackson St.,Winthrop,62,80,6.13888,H,SWAC,BSth,-6.13888
2025-11-24,Abilene Christian,UTSA,61,50,6.69567,N,WAC,Amer,6.69567
2025-11-24,Akron,Yale,94,97,-5.60125,N,MAC,Ivy,-5.60125
2025-11-24,Alabama,Gonzaga,85,95,-1.14225,N,SEC,WCC,-1.14225
2025-11-24,Arizona St.,Texas,87,86,-2.25,N,B12,SEC,-2.25
2025-11-24,Auburn,Oregon,84,73,2.60439,N,SEC,B10,2.60439
2025-11-24,Baylor,Creighton,81,74,5.31792,N,B12,BE,5.31792
2025-11-24,The Citadel,Bellarmine,58,70,5.23754,H,SC,ASun,-5.23754
2025-11-24,Belmont,Saint Francis,94,57,12.4285,N,MVC,NEC,12.4285
2025-11-24,Bethune Cookman,Jacksonville,64,69,2.09875,N,SWAC,ASun,2.09875
2025-11-24,Boise St.,USC,67,70,-2.12208,N,MWC,B10,-2.12208
2025-11-24,Bowling Green,Bucknell,71,66,6.52667,N,MAC,Pat,6.52667
2025-11-24,Bradley,Princeton,88,64,6.11922,N,MVC,Ivy,6.11922
2025-11-24,Buffalo,VMI,78,70,0.921882,N,MAC,SC,0.921882
2025-11-24,Northern Arizona,Cal Poly,93,87,0.0025,H,BSky,BW,-0.0025
2025-11-24,Charleston,Evansville,78,59,10.4974,N,CAA,MVC,10.4974
2025-11-24,Arizona,Denver,103,73,-19.9076,H,B12,Sum,19.9076
2025-11-24,Fairleigh Dickinson,East Texas A&M,65,70,-5.49208,H,NEC,Slnd,5.49208
2025-11-24,Northern Kentucky,Eastern Kentucky,82,71,-3.53118,H,Horz,ASun,3.53118
2025-11-24,Louisville,Eastern Michigan,87,46,-15.4878,H,ACC,MAC,15.4878
2025-11-24,Appalachian St.,Elon,53,88,12.5179,H,SB,CAA,-12.5179
2025-11-24,Florida Atlantic,Loyola Marymount,76,65,6.47648,N,Amer,WCC,6.47648
2025-11-24,George Mason,Ohio,92,69,16.9295,N,A10,MAC,16.9295
2025-11-24,George Washington,Middle Tennessee,92,79,8.6888,N,A10,CUSA,8.6888
2025-11-24,Georgia Southern,Youngstown St.,61,67,-3.87958,N,SB,Horz,-3.87958
2025-11-24,UC Riverside,Grambling St.,83,74,0.812712,H,BW,SWAC,-0.812712
2025-11-24,Green Bay,Iona,80,75,-0.115833,N,Horz,MAAC,-0.115833
2025-11-24,Houston,Syracuse,78,74,1.94458,N,B12,ACC,1.94458
2025-11-24,Iowa St.,St. John's,83,82,2.0025,N,B12,BE,2.0025
2025-11-24,Arkansas St.,Jacksonville St.,74,63,-6.59367,H,SB,CUSA,6.59367
2025-11-24,FIU,James Madison,72,80,-0.665833,H,CUSA,SB,0.665833
2025-11-24,Kansas,Notre Dame,71,61,5.72265,N,B12,ACC,5.72265
2025-11-24,Kennesaw St.,Rice,89,84,-1.45583,N,CUSA,Amer,-1.45583
2025-11-24,Lamar,Oakland,68,83,-3.53893,N,Slnd,Horz,-3.53893
2025-11-24,Liberty,Vermont,79,73,10.0445,N,CUSA,AE,10.0445
2025-11-24,Missouri St.,LIU,61,75,-1.88207,H,CUSA,NEC,1.88207
2025-11-24,UC Davis,Louisiana,77,56,-7.28819,H,BW,SB,7.28819
2025-11-24,Maryland,UNLV,74,67,-0.54836,N,B10,MWC,-0.54836
2025-11-24,Massachusetts,Oregon St.,73,65,2.38497,N,MAC,WCC,2.38497
2025-11-24,McNeese St.,Murray St.,73,60,15.4274,N,Slnd,MVC,15.4274
2025-11-24,Michigan,San Diego St.,94,54,11.9346,N,B10,MWC,11.9346
2025-11-24,N.C. State,Seton Hall,74,85,-8.05479,N,ACC,BE,-8.05479
2025-11-24,Mississippi St.,New Orleans,81,78,4.40167,H,SEC,Slnd,-4.40167
2025-11-24,Cincinnati,NJIT,94,67,-12,H,B12,AE,12
2025-11-24,Florida Gulf Coast,Oral Roberts,93,88,-0.425042,H,ASun,Sum,0.425042
2025-11-24,Pacific,Stony Brook,86,58,11.8755,N,WCC,CAA,11.8755
2025-11-24,SMU,Radford,89,72,-10.6537,H,ACC,BSth,10.6537
2025-11-24,Rhode Island,Towson,55,62,-1.90886,N,A10,CAA,-1.90886
2025-11-24,Rutgers,Tennessee,60,85,-15.8144,N,B10,SEC,-15.8144
2025-11-24,Central Connecticut,Sacred Heart,108,106,-2.11875,H,NEC,MAAC,2.11875
2025-11-24,Holy Cross,Siena,69,73,1.065,H,Pat,MAAC,-1.065
2025-11-24,Southern Illinois,UAB,73,81,-4.715,N,MVC,Amer,-4.715
2025-11-24,Temple,UC San Diego,76,91,-8.05898,N,Amer,BW,-8.05898
2025-11-24,Toledo,Troy,75,68,2.045,N,MAC,SB,2.045
2025-11-24,Lindenwood,UMKC,80,67,-5.68952,H,OVC,Sum,5.68952
2025-11-24,Illinois,UT Rio Grande Valley,87,73,-7.43761,H,B10,Slnd,7.43761
2025-11-24,UTEP,William & Mary,63,74,-7.77759,N,CUSA,CAA,-7.77759
2025-11-25,Abilene Christian,William & Mary,58,92,-8.60465,N,WAC,CAA,-8.60465
2025-11-25,Alabama,UNLV,115,76,11.1372,N,SEC,MWC,11.1372
2025-11-25,Arizona St.,Washington St.,100,94,-1.695,N,B12,WCC,-1.695
2025-11-25,Army,East Texas A&M,67,84,-7.99014,N,Pat,Slnd,-7.99014
2025-11-25,Auburn,Michigan,72,102,-17.2669,N,SEC,B10,-17.2669
2025-11-25,Baylor,St. John's,81,96,-11.481,N,B12,BE,-11.481
2025-11-25,Bellarmine,Houston Christian,74,69,-0.567917,N,ASun,Slnd,-0.567917
2025-11-25,Bethune Cookman,Stony Brook,54,61,1.63042,N,SWAC,CAA,1.63042
2025-11-25,Boise St.,N.C. State,70,81,-4.56835,N,MWC,ACC,-4.56835
2025-11-25,Penn St.,Boston University,96,87,-11.5516,H,B10,Pat,11.5516
2025-11-25,Bradley,UC San Diego,77,87,-3.08045,N,MVC,BW,-3.08045
2025-11-25,Cal Baptist,San Diego,76,61,1.56067,N,WAC,WCC,1.56067
2025-11-25,Cal Poly,Southeast Missouri St.,68,84,-2.66711,N,BW,OVC,-2.66711
2025-11-25,Florida St.,Cal St. Bakersfield,89,59,-8.64995,H,ACC,BW,8.64995
2025-11-25,California,UCLA,80,72,1.64455,N,ACC,B10,1.64455
2025-11-25,Wake Forest,Campbell,99,51,-20.297,H,ACC,CAA,20.297
2025-11-25,Purdue Fort Wayne,Chicago St.,90,77,-3.3735,H,Horz,NEC,3.3735
2025-11-25,Rider,Coppin St.,65,68,-4.54792,H,MAAC,MEAC,4.54792
2025-11-25,Creighton,Iowa St.,60,78,-9.53846,N,BE,B12,-9.53846
2025-11-25,Delaware,UNC Greensboro,73,60,0.342672,N,CUSA,SC,0.342672
2025-11-25,Morgan St.,Drexel,66,71,6.90458,H,MEAC,CAA,-6.90458
2025-11-25,East Carolina,Michigan St.,56,89,-16.6541,N,Amer,B10,-16.6541
2025-11-25,Central Arkansas,Eastern Illinois,81,60,-15.4425,H,ASun,OVC,15.4425
2025-11-25,North Texas,Eastern Washington,79,71,-1.69604,H,Amer,BSky,1.69604
2025-11-25,Florida Atlantic,George Mason,65,74,-10.919,N,Amer,A10,-10.919
2025-11-25,George Washington,Murray St.,95,96,-0.982917,N,A10,MVC,-0.982917
2025-11-25,Georgia Southern,UTSA,64,77,1.98037,N,SB,Amer,1.98037
2025-11-25,Georgia St.,Samford,63,78,-6.31285,N,SB,SC,-6.31285
2025-11-25,Gonzaga,Maryland,100,61,14.4203,N,WCC,B10,14.4203
2025-11-25,Grand Canyon,Utah,68,58,6.07459,N,MWC,B12,6.07459
2025-11-25,Maryland Eastern Shore,Hampton,68,74,9.60958,H,MEAC,CAA,-9.60958
2025-11-25,Houston,Tennessee,73,76,2.08792,N,B12,SEC,2.08792
2025-11-25,Iowa,Mississippi,74,69,2.30458,N,B10,SEC,2.30458
2025-11-25,Jacksonville,Pacific,53,68,-6.67038,N,ASun,WCC,-6.67038
2025-11-25,James Madison,Nebraska Omaha,88,77,12.5991,N,SB,Sum,12.5991
2025-11-25,Indiana,Kansas St.,86,69,-11.7999,H,B10,B12,11.7999
2025-11-25,Kansas,Syracuse,71,60,6.91536,N,B12,ACC,6.91536
2025-11-25,Kennesaw St.,Oral Roberts,83,91,0.582459,N,CUSA,Sum,0.582459
2025-11-25,Marist,Lehigh,78,55,-10.971,H,MAAC,Pat,10.971
2025-11-25,Liberty,Towson,69,72,0.689583,N,CUSA,CAA,0.689583
2025-11-25,Loyola Chicago,Northern Iowa,51,72,-16.299,N,A10,MVC,-16.299
2025-11-25,Loyola Marymount,Ohio,70,58,3.19317,N,WCC,MAC,3.19317
2025-11-25,McNeese St.,Middle Tennessee,72,62,-3.45737,N,Slnd,CUSA,-3.45737
2025-11-25,Texas A&M,Mississippi Valley St.,120,84,-16.0383,H,SEC,SWAC,16.0383
2025-11-25,Ohio St.,Mount St. Mary's,113,60,-18.8771,H,B10,MAAC,18.8771
2025-11-25,New Mexico St.,UC Irvine,57,45,4.36325,N,CUSA,BW,4.36325
2025-11-25,USC Upstate,North Carolina Central,82,67,-9.0528,H,BSth,MEAC,9.0528
2025-11-25,North Carolina,St. Bonaventure,85,70,7.93946,N,ACC,A10,7.93946
2025-11-25,Austin Peay,Northern Illinois,77,59,-4.69423,H,ASun,MAC,4.69423
2025-11-25,Notre Dame,Rutgers,68,63,8.14542,N,ACC,B10,8.14542
2025-11-25,Montana,Oakland,87,95,3.42451,H,BSky,Horz,-3.42451
2025-11-25,Villanova,Old Dominion,89,75,-6.05022,H,BE,SB,6.05022
2025-11-25,Oregon,San Diego St.,80,97,-9.23165,N,B10,MWC,-9.23165
2025-11-25,Utah Tech,Portland St.,63,68,0.895833,H,WAC,BSky,-0.895833
2025-11-25,Princeton,Temple,75,79,1.04167,N,Ivy,Amer,1.04167
2025-11-25,UCF,Quinnipiac,102,91,-1.20897,H,B12,MAAC,1.20897
2025-11-25,Rhode Island,Vermont,80,65,6.65963,N,A10,AE,6.65963
2025-11-25,Florida Gulf Coast,Rice,78,63,5.35758,H,ASun,Amer,-5.35758
2025-11-25,San Jose St.,Tulsa,51,81,-8.89918,N,MWC,Amer,-8.89918
2025-11-25,Seton Hall,USC,81,83,1.95833,N,BE,B10,1.95833
2025-11-25,Missouri,South Carolina St.,98,66,-20.5272,H,SEC,MEAC,20.5272
2025-11-25,South Dakota St.,Utah Valley,52,75,-9.15486,N,Sum,WAC,-9.15486
2025-11-25,UNC Asheville,Tennessee St.,73,75,-2.72042,H,BSth,OVC,2.72042
2025-11-25,UAB,UTEP,75,59,6.90482,N,Amer,CUSA,6.90482
2025-11-25,Nebraska,Winthrop,80,73,-2.35888,H,B10,BSth,2.35888
2025-11-25,Stetson,Wright St.,62,79,14.9426,H,ASun,Horz,-14.9426
2025-11-26,New Mexico,Alabama St.,93,87,5.62,H,MWC,SWAC,-5.62
