team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
West Virginia,110.4,92.2,.8888,64.9,18.20,50.0,46.2,15.7,19.1,25.3,30.5,25.7,31.0,+1.4,.7337,2025-03-02
Georgia,114.6,95.7,.8882,67.3,18.90,52.5,46.9,19.1,18.3,36.3,32.4,39.4,29.4,+1.7,.7024,2025-03-02
Oregon,116.0,97.4,.8817,68.7,18.60,52.4,49.6,15.9,18.1,30.8,29.4,33.0,27.6,+4.9,.7641,2025-03-02
Ohio St.,116.4,98.2,.8761,68.1,18.20,53.7,47.8,15.8,17.0,28.8,30.2,35.0,40.1,+0.27,.7481,2025-03-02
Vanderbilt,119.2,100.6,.8748,70.1,18.60,52.3,52.9,14.5,20.3,32.7,29.6,33.0,37.3,+3.0,.6933,2025-03-02
Cincinnati,112.2,94.9,.8739,65.9,17.30,51.8,48.1,15.1,19.2,32.6,29.7,24.0,24.2,+0.19,.7119,2025-03-02
Creighton,115.0,97.3,.8733,68.6,17.70,55.4,46.4,18.2,11.7,26.2,26.7,29.0,17.7,+2.2,.7207,2025-03-02
Connecticut,120.8,102.6,.8672,64.9,18.20,55.7,48.6,17.1,15.9,35.0,27.9,31.7,40.4,+1.7,.6903,2025-03-02
New Mexico,112.8,96.1,.8627,74.3,16.70,51.2,49.4,16.0,20.5,31.7,25.7,38.0,35.6,+2.5,.622,2025-03-02
Xavier,114.4,97.8,.8581,69.7,16.60,53.6,49.8,16.4,17.8,25.2,26.1,37.7,28.2,+0.21,.6769,2025-03-02
Boise St.,115.7,99.4,.8524,66.5,16.30,52.9,49.3,17.1,16.2,33.3,23.0,39.1,30.4,+0.01,.6123,2025-03-02
SMU,118.3,101.8,.8492,70.0,16.50,55.1,47.7,17.3,17.4,37.9,30.7,36.4,31.8,+0.09,.6195,2025-03-02
North Carolina,118.1,101.7,.8483,71.7,16.40,54.3,50.1,15.1,15.0,29.8,27.4,35.6,30.0,+0.7,.7094,2025-03-02
Texas,115.7,100.0,.8428,68.0,15.70,52.9,48.8,14.4,17.3,29.8,29.3,35.3,36.9,-0.9,.7132,2025-03-02
Santa Clara,115.7,100.0,.8423,69.7,15.70,55.7,49.2,16.9,17.0,32.6,27.0,29.0,32.4,-2.4,.5871,2025-03-02
Utah St.,121.3,104.9,.8422,68.8,16.40,56.2,52.2,15.9,20.1,33.8,29.9,38.1,33.8,+2.4,.5966,2025-03-02
Indiana,113.6,98.2,.8421,69.0,15.40,52.1,49.9,16.9,16.3,31.3,28.1,33.9,29.6,+1.2,.749,2025-03-02
Villanova,119.6,103.7,.8371,63.9,15.90,55.4,50.6,15.7,15.9,30.4,27.8,27.2,30.9,-1.9,.6454,2025-03-02
San Diego St.,108.6,94.2,.8364,66.5,14.40,50.5,44.7,17.0,19.9,30.6,31.6,32.0,36.8,+1.9,.6431,2025-03-02
Arkansas,109.5,95.0,.8361,69.7,14.50,52.3,48.1,16.4,18.2,26.9,28.6,34.7,28.8,+0.29,.7278,2025-03-02
Northwestern,113.0,98.2,.8339,65.5,14.80,50.1,50.1,14.5,19.8,31.9,29.2,30.8,36.0,-1.6,.7294,2025-03-02
Nebraska,111.5,97.2,.8288,68.3,14.30,51.5,50.2,16.6,18.4,26.5,29.0,35.9,25.5,+0.13,.7184,2025-03-02
UC San Diego,112.4,98.0,.8282,66.9,14.40,55.8,48.9,13.4,23.5,25.7,27.3,33.4,29.7,+0.34,.4159,2025-03-02
Memphis,113.1,98.8,.8270,71.1,14.30,54.2,48.7,18.9,19.3,33.8,33.2,38.5,32.7,+4.1,.6327,2025-03-02
Oklahoma,116.0,101.5,.8232,69.2,14.50,54.8,50.8,18.0,18.4,27.2,31.4,39.2,35.8,+0.7,.7187,2025-03-02
Drake,113.4,99.3,.8203,59.7,14.10,54.4,52.2,19.0,21.9,36.2,25.5,42.5,36.9,+2.1,.4992,2025-03-02
North Texas,110.2,96.8,.8164,61.2,13.40,52.0,46.7,17.3,19.8,33.3,26.7,35.9,38.7,-0.40,.5117,2025-03-02
Kansas St.,111.4,98.1,.8120,68.1,13.30,51.3,49.2,17.6,18.6,30.0,32.5,27.8,28.8,-2.8,.7327,2025-03-02
USC,115.8,102.1,.8100,69.2,13.70,54.2,51.9,17.2,17.8,27.5,30.6,36.6,35.9,-3.3,.7217,2025-03-02
McNeese St.,113.0,99.7,.8087,65.8,13.30,52.9,48.4,16.7,22.1,36.0,31.2,35.1,32.7,-0.8,.4709,2025-03-02
Arizona St.,111.5,98.5,.8057,69.2,13.00,51.9,49.6,18.2,16.6,25.1,30.4,35.3,30.3,-2.0,.7866,2025-03-02
Colorado St.,113.4,100.2,.8051,67.0,13.20,54.9,49.0,17.6,16.7,27.1,24.6,30.3,33.6,-1.2,.6265,2025-03-02
Liberty,109.2,96.7,.8019,66.4,12.50,56.9,45.8,15.6,17.6,19.0,27.3,31.9,24.8,-1.3,.4795,2025-03-02
Penn St.,113.8,100.9,.7990,70.8,12.90,53.7,52.2,17.4,20.1,29.0,29.2,38.1,29.6,-4.1,.6562,2025-03-02
San Francisco,110.9,98.5,.7970,68.2,12.40,53.2,48.5,16.8,18.6,28.6,28.6,35.7,35.4,+0.12,.5618,2025-03-02
TCU,106.9,95.1,.7934,67.3,11.80,47.6,50.9,17.2,19.3,32.3,29.2,33.5,27.4,+0.10,.7495,2025-03-02
Pittsburgh,115.4,102.9,.7890,67.2,12.50,52.5,51.4,14.6,18.1,28.7,29.8,34.3,32.6,-2.5,.6684,2025-03-02
Utah,112.1,100.1,.7854,69.4,12.00,52.6,47.9,17.8,15.6,33.9,28.7,36.8,32.7,-1.6,.6868,2025-03-02
Rutgers,115.9,103.6,.7844,69.4,12.30,50.9,52.3,15.6,17.1,30.8,31.7,36.6,30.2,-2.5,.7207,2025-03-02
Iowa,117.6,105.6,.7749,70.8,12.00,56.3,54.8,14.0,18.7,25.3,32.1,26.5,26.5,-2.3,.7086,2025-03-02
LSU,110.1,99.1,.7704,68.7,11.00,51.8,47.4,18.5,16.6,30.7,34.6,32.3,30.0,-2.8,.6954,2025-03-02
George Mason,104.4,94.3,.7631,65.5,10.10,51.2,44.9,20.0,18.4,31.9,28.3,43.2,31.0,-0.7,.502,2025-03-02
Butler,115.3,104.2,.7619,68.2,11.10,53.2,48.8,16.9,11.2,27.5,27.9,39.4,21.8,-5.1,.704,2025-03-02
UCF,114.6,103.7,.7585,72.5,10.90,48.8,51.7,16.6,18.3,32.4,34.6,35.7,31.6,-1.9,.7357,2025-03-02
Stanford,113.3,102.6,.7571,67.3,10.70,50.8,50.5,15.8,17.5,31.6,27.4,30.7,36.6,-1.7,.6114,2025-03-02
South Carolina,109.1,98.8,.7570,66.2,10.30,49.3,51.2,18.9,15.7,30.8,27.3,44.0,30.0,-4.4,.7247,2025-03-02
Saint Joseph's,110.1,100.1,.7492,69.0,10.00,53.0,46.3,16.7,15.9,29.4,27.4,30.4,26.1,-3.8,.523,2025-03-02
Yale,114.2,104.0,.7459,68.5,10.20,54.9,48.6,14.8,15.9,34.1,25.7,31.5,29.6,-3.0,.4267,2025-03-02
Dayton,115.1,104.8,.7456,66.6,10.30,53.0,51.0,15.7,18.4,29.6,28.7,40.0,30.4,-1.7,.5916,2025-03-02
Wake Forest,107.5,98.4,.7357,67.9,9.10,50.4,47.5,16.7,19.8,26.6,31.2,36.9,31.7,+0.9,.6405,2025-03-02
St. Bonaventure,108.0,98.9,.7323,64.7,9.10,51.1,49.9,16.2,18.6,27.9,26.2,31.4,25.1,-4.3,.5049,2025-03-02
Oregon St.,115.7,106.2,.7272,64.5,9.50,54.7,50.8,16.7,16.8,32.1,27.9,38.7,31.8,-3.3,.514,2025-03-02
Nevada,112.6,103.5,.7265,64.5,9.10,54.7,51.1,15.7,19.4,28.0,27.0,37.4,37.5,-5.0,.6129,2025-03-02
UC Irvine,103.2,94.9,.7245,69.5,8.30,50.7,45.0,18.5,17.8,28.2,26.3,36.3,21.7,+0.15,.482,2025-03-02
Minnesota,110.3,101.6,.7197,63.2,8.70,50.5,50.2,16.7,16.4,29.9,30.4,31.3,32.4,-2.5,.7119,2025-03-02
Bradley,112.2,103.5,.7171,66.7,8.70,57.2,48.2,17.7,15.7,27.0,27.5,31.1,35.3,-1.3,.51,2025-03-02
Florida St.,109.0,100.8,.7116,70.7,8.20,51.2,48.6,17.5,19.0,29.6,31.9,39.9,38.2,-4.2,.6198,2025-03-02
Arkansas St.,108.8,100.7,.7089,70.3,8.10,49.5,45.6,15.2,17.4,33.9,29.9,33.5,36.2,-4.0,.4412,2025-03-02
High Point,117.5,108.8,.7077,67.5,8.70,56.6,48.8,15.4,16.4,33.3,30.1,38.6,37.2,-2.0,.3592,2025-03-02
Grand Canyon,106.1,98.3,.7048,72.5,7.80,50.4,46.4,18.9,20.5,32.3,27.6,42.7,31.5,-2.2,.4181,2025-03-02
Georgetown,106.1,98.4,.7022,69.0,7.70,50.5,48.5,17.8,20.2,32.4,29.8,25.8,28.9,-3.5,.6143,2025-03-02
UNLV,107.7,100.2,.6985,66.5,7.50,50.1,49.2,15.9,18.2,27.3,30.3,34.4,32.1,-4.6,.6137,2025-03-02
Notre Dame,113.1,105.3,.6963,65.6,7.80,52.5,52.0,16.7,15.2,30.5,26.4,31.4,30.4,-7.4,.6377,2025-03-02
Colorado,106.5,99.4,.6878,68.1,7.10,50.6,49.7,21.4,16.3,28.8,27.6,35.8,34.2,-5.3,.7466,2025-03-02
Oklahoma St.,107.6,100.4,.6876,71.8,7.20,48.2,54.0,19.0,20.5,31.4,28.5,43.2,37.0,-2.8,.7153,2025-03-02
Virginia,110.8,103.6,.6853,61.7,7.20,53.0,50.8,16.2,15.3,22.4,28.6,26.7,28.7,-4.5,.6443,2025-03-02
Lipscomb,109.8,102.7,.6815,67.1,7.10,55.7,49.2,14.3,16.2,24.0,26.0,30.1,22.1,-4.3,.3833,2025-03-02
Washington St.,112.4,105.4,.6763,71.1,7.00,56.5,51.5,20.7,17.2,31.8,33.2,31.9,32.3,-4.3,.5864,2025-03-02
Akron,111.8,105.4,.6639,72.6,6.40,54.6,49.1,17.1,17.1,32.5,28.4,25.6,33.9,-2.0,.395,2025-03-02
Providence,110.5,104.3,.6602,67.0,6.20,52.2,48.8,18.8,13.8,32.4,29.0,30.9,33.7,-6.6,.6761,2025-03-02
Georgia Tech,107.0,101.1,.6595,69.5,5.90,50.5,49.1,17.0,16.0,29.9,28.6,32.3,29.4,-5.0,.6067,2025-03-02
Washington,109.0,103.0,.6574,68.7,6.00,50.8,52.4,17.6,16.8,28.1,28.3,34.5,35.8,-4.0,.7045,2025-03-02
Northern Iowa,110.0,104.0,.6553,65.9,6.00,55.5,51.6,15.9,17.6,25.6,25.4,35.0,28.8,-5.3,.5146,2025-03-02
North Dakota St.,116.7,110.7,.6474,65.7,6.00,58.3,51.5,15.4,11.2,26.0,28.8,32.4,26.5,-5.5,.4002,2025-03-02
UAB,116.4,110.5,.6454,70.0,5.90,51.0,51.3,14.1,15.4,38.8,30.1,31.8,30.3,-5.4,.4945,2025-03-02
St. Thomas,114.8,109.3,.6382,68.5,5.50,58.0,52.4,13.8,18.0,21.5,31.3,33.3,35.6,-4.5,.3993,2025-03-02
New Mexico St.,103.6,99.0,.6267,65.9,4.60,46.1,46.4,16.1,15.3,31.9,27.7,33.5,39.0,-7.1,.4946,2025-03-02
N.C. State,108.2,103.5,.6265,65.7,4.70,48.4,51.1,14.4,18.6,29.0,33.1,31.8,32.4,-8.4,.6215,2025-03-02
Troy,105.4,100.8,.6259,66.7,4.60,49.9,48.0,20.6,20.3,39.0,31.5,36.2,28.9,-4.6,.424,2025-03-02
South Dakota St.,110.7,105.9,.6235,69.7,4.80,54.4,50.7,18.0,12.7,33.7,21.5,30.5,29.5,-5.2,.4382,2025-03-02
Kent St.,104.7,100.3,.6235,66.4,4.40,49.0,48.1,17.3,19.3,35.4,28.7,29.3,40.3,-5.1,.427,2025-03-02
Saint Louis,108.0,103.4,.6216,67.9,4.60,55.8,47.9,18.7,14.3,24.0,27.7,30.7,25.1,-5.5,.5481,2025-03-02
Florida Atlantic,112.1,107.5,.6172,70.1,4.60,53.4,50.4,16.6,16.8,30.0,31.7,32.6,32.2,-6.5,.5293,2025-03-02
UNC Wilmington,111.7,107.4,.6121,66.1,4.30,52.6,51.5,16.2,17.9,35.6,27.8,36.9,30.3,-3.5,.3788,2025-03-02
Illinois St.,114.0,109.5,.6116,66.2,4.50,56.5,54.5,15.7,16.7,24.7,24.7,31.5,31.8,-7.1,.4923,2025-03-02
Middle Tennessee,108.4,104.2,.6112,69.1,4.20,50.6,48.5,16.4,16.2,30.4,29.5,32.2,30.3,-2.8,.5263,2025-03-02
DePaul,108.1,104.1,.6065,68.0,4.00,51.7,51.6,18.0,15.7,28.0,28.4,27.6,29.0,-7.8,.6423,2025-03-02
Samford,111.2,107.2,.6050,71.6,4.00,54.7,52.5,18.3,21.8,34.7,33.5,29.4,41.3,-3.9,.4104,2025-03-02
Cal St. Northridge,107.1,103.5,.5973,72.8,3.60,52.1,49.8,19.0,20.9,35.6,23.5,35.3,45.6,-3.4,.4063,2025-03-02
Davidson,110.7,107.0,.5960,66.0,3.70,52.4,51.7,14.4,15.2,25.4,27.9,30.1,28.1,-7.1,.4912,2025-03-02
UTEP,106.4,102.9,.5949,69.1,3.50,49.7,51.4,16.6,22.3,24.3,32.6,37.8,39.8,-6.5,.5001,2025-03-02
South Alabama,106.2,102.8,.5928,63.8,3.40,51.1,48.4,14.5,20.7,27.8,32.2,33.2,23.8,-5.5,.3912,2025-03-02
George Washington,105.7,102.3,.5917,67.8,3.40,50.0,47.9,18.3,19.6,31.7,32.4,40.4,26.9,-6.2,.4552,2025-03-02
California,109.9,106.5,.5912,68.4,3.40,48.2,52.6,16.9,16.2,34.9,29.6,38.4,31.5,-6.8,.6285,2025-03-02
North Alabama,110.6,107.2,.5872,67.3,3.40,51.7,50.9,12.7,16.7,33.5,29.4,29.6,26.5,-5.2,.3454,2025-03-02
Loyola Chicago,106.8,103.6,.5869,67.8,3.20,53.0,49.7,17.8,18.1,29.4,27.7,32.7,33.6,-4.8,.5049,2025-03-02
Utah Valley,105.5,102.5,.5838,68.6,3.00,50.8,48.3,16.5,17.2,30.4,26.7,39.2,31.1,-2.9,.4251,2025-03-02
Syracuse,109.6,106.6,.5771,69.2,3.00,51.0,52.8,17.5,13.7,31.0,26.2,32.9,31.6,-7.3,.6539,2025-03-02
Louisiana Tech,108.7,105.8,.5760,65.3,2.90,53.2,48.5,19.2,14.7,29.1,28.4,34.3,30.2,-4.9,.4739,2025-03-02
Cornell,113.6,110.7,.5744,71.6,2.90,58.0,52.2,17.3,15.9,26.6,29.9,28.7,31.3,-6.6,.397,2025-03-02
Northern Colorado,111.9,109.0,.5725,69.8,2.90,57.5,53.1,15.4,15.3,24.6,22.9,33.5,34.2,-3.6,.39,2025-03-02
Duquesne,105.5,103.0,.5677,65.7,2.50,49.8,49.6,17.9,20.1,33.0,30.7,30.6,41.2,-11.0,.5184,2025-03-02
Virginia Tech,108.1,105.6,.5660,66.0,2.50,51.8,52.4,19.6,16.2,31.6,28.4,30.8,31.5,-7.7,.6312,2025-03-02
Jacksonville St.,107.8,105.5,.5603,65.8,2.30,49.7,48.5,15.9,12.9,30.8,26.8,31.6,27.9,-4.3,.5011,2025-03-02
Chattanooga,113.8,111.5,.5577,67.5,2.30,56.7,51.2,15.3,15.8,25.6,29.8,32.1,34.1,-3.2,.429,2025-03-02
Western Kentucky,103.4,101.3,.5575,73.0,2.10,48.4,47.1,15.9,17.1,23.2,27.9,32.6,40.8,-6.6,.5167,2025-03-02
Belmont,112.8,110.6,.5564,71.3,2.20,55.2,54.4,15.7,17.7,27.2,29.9,26.3,26.7,-4.7,.4933,2025-03-02
Wichita St.,106.4,104.5,.5512,69.4,1.90,49.3,50.3,16.5,15.7,32.1,28.1,35.0,27.3,-5.6,.5193,2025-03-02
Kennesaw St.,104.7,102.8,.5510,71.1,1.90,48.8,48.0,20.2,15.5,32.8,27.2,38.3,43.5,-7.2,.5198,2025-03-02
Texas A&M Corpus Chris,107.2,105.5,.5463,68.5,1.70,52.1,50.5,17.8,18.4,32.1,31.6,37.4,40.7,-7.2,.3903,2025-03-02
Seattle,105.2,103.8,.5382,66.6,1.40,47.3,52.7,17.1,20.4,29.7,26.7,41.5,36.9,-11.6,.4547,2025-03-02
Milwaukee,106.9,105.5,.5375,69.4,1.40,51.3,51.3,19.4,18.3,40.6,26.7,38.5,32.9,-5.8,.3964,2025-03-02
Tulane,106.9,105.5,.5372,67.7,1.40,51.5,48.5,16.1,17.8,27.2,31.4,35.8,32.9,-7.6,.4534,2025-03-02
James Madison,110.4,109.0,.5367,65.6,1.40,51.1,50.7,16.0,15.5,32.0,30.3,30.4,33.1,-6.5,.4285,2025-03-02
Furman,107.6,106.2,.5355,66.5,1.40,52.5,48.4,16.8,16.5,30.1,31.0,34.7,28.5,-3.9,.4012,2025-03-02
Loyola Marymount,103.2,102.1,.5329,67.6,1.10,49.5,48.0,15.1,15.5,22.7,30.8,28.3,28.2,-6.2,.5381,2025-03-02
Appalachian St.,101.2,100.2,.5309,64.1,1.00,49.9,46.0,17.0,14.7,27.5,29.3,35.2,22.3,-8.3,.3986,2025-03-02
Rhode Island,107.4,106.2,.5309,71.1,1.20,53.0,49.2,18.0,16.0,28.0,28.4,41.8,28.9,-6.5,.4664,2025-03-02
Nicholls St.,107.5,106.9,.5176,69.0,0.60,48.9,48.5,14.6,16.4,30.5,31.3,32.8,36.5,-5.5,.4314,2025-03-02
Charleston,105.3,104.6,.5170,71.4,0.70,52.5,50.3,16.1,16.7,26.2,28.2,33.8,27.0,-3.8,.4158,2025-03-02
Ohio,107.2,106.6,.5164,71.2,0.60,53.5,52.0,15.1,18.2,23.9,29.0,33.2,36.0,-8.8,.4023,2025-03-02
Montana,110.3,109.8,.5134,67.9,0.50,55.6,52.5,16.4,15.6,22.8,30.2,34.0,32.0,-3.4,.4246,2025-03-02
Purdue Fort Wayne,109.8,109.3,.5126,70.2,0.50,55.1,53.7,13.7,20.1,22.2,32.7,29.0,29.2,-7.3,.3903,2025-03-02
UC Riverside,108.8,108.4,.5100,67.9,0.40,49.4,51.8,16.1,15.9,32.7,28.5,27.8,32.9,-4.0,.4818,2025-03-02
Wofford,109.3,109.0,.5089,64.8,0.30,52.6,51.6,17.4,14.9,35.7,26.6,29.0,35.6,-9.9,.4304,2025-03-02
Illinois Chicago,108.1,107.8,.5074,69.9,0.30,51.7,51.7,17.6,15.9,30.4,27.9,35.2,32.5,-7.1,.4856,2025-03-02
UNC Greensboro,106.1,105.8,.5071,64.5,0.30,51.1,47.9,15.2,16.6,31.1,30.2,29.2,33.9,-6.6,.3754,2025-03-02
Nebraska Omaha,110.7,110.5,.5031,68.2,0.20,53.0,54.2,15.9,15.2,29.4,25.5,35.8,37.7,-6.8,.438,2025-03-02
Murray St.,105.2,105.1,.5025,65.5,0.10,49.3,51.5,16.9,17.4,28.7,26.5,41.7,34.7,-9.5,.5192,2025-03-02
UC Santa Barbara,107.6,107.6,.5015,65.8,0.00,55.5,48.5,18.4,17.2,27.4,28.8,29.1,31.5,-7.0,.3921,2025-03-02
Miami OH,107.7,107.6,.5012,69.8,0.10,55.2,52.2,17.7,19.7,27.8,28.8,28.9,35.0,-3.9,.3653,2025-03-02
San Jose St.,108.1,108.2,.4986,66.9,-0.10,50.5,52.4,16.5,16.6,27.0,32.6,32.2,29.2,-9.6,.5488,2025-03-02
Lamar,103.4,103.6,.4960,66.1,-0.20,48.0,48.3,18.9,17.7,35.3,32.8,28.7,34.8,-6.6,.4342,2025-03-02
Bryant,106.2,106.5,.4930,72.9,-0.30,50.7,48.2,16.2,16.4,33.3,29.8,30.8,29.9,-7.1,.3335,2025-03-02
Radford,109.0,109.3,.4922,63.9,-0.30,51.0,50.8,18.0,16.8,34.1,29.8,41.5,37.8,-6.6,.4044,2025-03-02
Cal Baptist,106.1,106.5,.4906,67.0,-0.40,48.4,50.7,17.5,18.0,33.4,29.2,29.9,33.8,-9.1,.4513,2025-03-02
Temple,109.2,109.7,.4886,69.6,-0.50,49.9,50.7,16.0,15.6,32.2,32.3,44.1,35.5,-9.0,.4701,2025-03-02
Sam Houston St.,109.8,110.3,.4884,68.6,-0.50,50.4,53.3,18.6,17.4,30.7,32.1,35.3,33.5,-11.1,.5233,2025-03-02
East Tennessee St.,105.2,105.8,.4844,65.8,-0.60,50.3,50.1,16.3,18.9,36.3,29.6,32.9,33.4,-8.3,.368,2025-03-02
Robert Morris,103.8,104.5,.4829,68.9,-0.70,51.0,50.1,18.8,19.0,34.9,28.6,38.2,30.3,-4.3,.3709,2025-03-02
Florida Gulf Coast,107.1,107.9,.4799,66.0,-0.80,54.1,50.5,16.1,14.4,29.9,26.5,23.2,28.7,-8.3,.3873,2025-03-02
Cleveland St.,103.0,103.8,.4766,66.6,-0.80,49.4,51.2,18.1,22.3,34.4,33.4,30.8,38.7,-6.6,.377,2025-03-02
Wyoming,104.0,104.8,.4757,65.5,-0.80,50.9,51.3,20.1,15.3,29.6,26.7,31.1,40.5,-9.2,.5675,2025-03-02
Boston College,105.0,105.9,.4752,67.4,-0.90,49.0,51.4,17.5,15.5,29.0,29.2,31.0,37.1,-9.0,.6033,2025-03-02
Norfolk St.,107.9,108.9,.4716,67.4,-1.00,52.5,50.0,18.4,18.7,33.0,33.8,38.9,35.6,-4.6,.3327,2025-03-02
Marshall,105.0,106.1,.4692,69.5,-1.10,50.5,49.5,16.8,17.3,32.3,29.4,34.6,40.6,-7.9,.3795,2025-03-02
Miami FL,113.5,114.8,.4677,68.1,-1.30,52.1,57.6,16.2,14.8,28.1,30.1,26.9,29.0,-13.1,.6354,2025-03-02
Towson,104.4,105.6,.4660,64.1,-1.20,47.7,50.1,14.7,17.5,34.9,28.3,28.4,30.5,-5.0,.428,2025-03-02
Southern Illinois,105.7,107.1,.4630,68.7,-1.40,51.3,52.4,18.2,15.5,30.3,27.9,35.1,33.3,-12.1,.5026,2025-03-02
Portland St.,102.4,103.8,.4616,68.7,-1.40,50.9,50.1,18.3,19.6,33.8,30.4,34.9,34.7,-8.3,.3543,2025-03-02
Rice,106.6,108.0,.4616,66.2,-1.40,49.1,48.2,18.0,14.0,34.0,29.4,43.6,34.8,-11.2,.4357,2025-03-02
East Carolina,106.9,108.6,.4527,67.3,-1.70,48.9,51.8,15.8,17.8,34.8,30.7,36.9,32.2,-7.7,.448,2025-03-02
Dartmouth,101.3,103.1,.4508,71.6,-1.80,50.7,48.8,15.9,13.9,23.0,25.3,30.4,23.0,-8.9,.3622,2025-03-02
Eastern Kentucky,108.7,110.6,.4498,68.6,-1.90,49.9,52.4,13.9,17.9,32.4,32.7,25.8,31.3,-8.0,.3824,2025-03-02
Montana St.,105.6,107.7,.4424,66.8,-2.10,52.7,49.3,15.1,15.4,21.2,29.1,32.3,32.7,-11.3,.4401,2025-03-02
