timestamp,strategy,ticker,side,price_cents,contracts,confidence,imbalance,spread,volume,total_depth,spot_price,strike,cushion_pct,momentum,traded,approved_reason
2026-02-13T16:21:50.179423+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,68,44,0.5949,0.06665652236396068,3,37176,236586,68869.92,68977.16,0.1555,-4.675262373693379e-05,False,Cost 2992¢ > 100% bankroll
2026-02-13T16:22:00.914300+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,65,46,0.6447,0.054560538562249655,2,38481,231431,68893.17,68977.16,0.1218,0.00070390303045785,False,Cost 2990¢ > 100% bankroll
2026-02-13T16:22:11.644789+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,69,21,0.6239,0.09405326041679556,3,38481,242469,68873.04,68977.16,0.1509,0.00042167793537882,False,Cost 1449¢ > 100% bankroll
2026-02-13T16:22:22.425623+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,68,44,0.5886,0.07913029997025019,4,38481,238657,68881.33,68977.16,0.1389,-9.871953504158999e-06,False,Cost 2992¢ > 100% bankroll
2026-02-13T16:22:33.146783+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,70,21,0.5943,0.06019987242185839,3,40481,235150,68868.4,68977.16,0.1577,4.6467591758930344e-05,False,Cost 1470¢ > 100% bankroll
2026-02-13T16:22:43.942114+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,68,44,0.5953,0.04735017720163863,2,40481,231657,68870.44,68977.16,0.1547,7.550466154223419e-06,False,Cost 2992¢ > 100% bankroll
2026-02-13T16:22:54.723110+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,70,21,0.6029,0.04770369342692269,4,40481,230653,68875.34,68977.16,0.1476,-0.00025880649707368304,False,Cost 1470¢ > 100% bankroll
2026-02-13T16:23:05.464624+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,72,20,0.6155,0.07118530324637194,3,42175,238420,68850.0,68977.16,0.1844,-0.00033452857605811506,False,Cost 1440¢ > 100% bankroll
2026-02-13T16:23:16.199767+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,71,21,0.6014,0.0720657126355644,2,42175,233745,68877.17,68977.16,0.1450,-6.039372352426256e-05,False,Cost 1491¢ > 100% bankroll
2026-02-13T16:23:26.932175+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,70,21,0.5950,0.08529056446573631,3,42175,240050,68866.95,68977.16,0.1598,-2.105464915690055e-05,False,Cost 1470¢ > 100% bankroll
2026-02-13T16:23:37.692346+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,74,20,0.6254,0.09028419808876267,1,43064,241205,68849.38,68977.16,0.1852,-0.00030579157037471624,False,Cost 1480¢ > 100% bankroll
2026-02-13T16:23:48.440348+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,78,19,0.6502,0.10054547222688816,2,43064,226226,68826.01,68977.16,0.2191,-0.0007162215097595416,False,Cost 1482¢ > 100% bankroll
2026-02-13T16:23:59.220276+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,80,18,0.6656,0.2089857045609258,1,43064,218881,68801.13,68977.16,0.2552,-0.0007098039215685598,False,Cost 1440¢ > 100% bankroll
2026-02-13T16:24:09.949191+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,77,19,0.6344,0.1158540066488369,3,48141,227709,68839.92,68977.16,0.1990,-0.0005408178065387995,False,Cost 1463¢ > 100% bankroll
2026-02-13T16:24:20.673404+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,75,20,0.6028,0.10324887908333927,4,48141,224816,68854.68,68977.16,0.1776,-0.00017816964451023424,True,APPROVED
2026-02-13T16:24:31.603218+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,76,19,0.6475,0.213781026845606,1,48141,212437,68880.0,68977.16,0.1409,0.00044473893592063344,True,APPROVED
2026-02-13T16:24:42.515771+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,77,19,0.6291,0.1432160055179696,2,51299,234869,68850.34,68977.16,0.1839,0.0003535000794031464,True,APPROVED
2026-02-13T16:24:53.413358+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,79,18,0.6500,0.1627154725536003,3,51299,217023,68848.99,68977.16,0.1858,0.0006956281095964642,True,APPROVED
2026-02-13T16:25:04.362721+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,78,19,0.6267,0.19847945275079562,2,51299,216501,68856.48,68977.16,0.1750,0.00024055809477985552,False,Cost 1482¢ > 100% bankroll
2026-02-13T16:25:15.087373+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,78,19,0.6018,0.09838999796202273,3,53507,225714,68847.8,68977.16,0.1875,-9.992058637103688e-05,False,Cost 1482¢ > 100% bankroll
2026-02-13T16:25:25.818496+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,72,20,0.6027,0.08433151643141543,2,53507,239602,68884.23,68977.16,0.1347,6.141114982572482e-05,False,Cost 1440¢ > 100% bankroll
2026-02-13T16:25:36.605587+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,72,20,0.6419,0.1342581023303997,2,53507,220091,68888.16,68977.16,0.1290,0.0005493073817791893,False,Cost 1440¢ > 100% bankroll
2026-02-13T16:25:47.377336+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,68,44,0.6442,0.044690944109569496,2,55237,224296,68897.87,68977.16,0.1150,0.0007099595796538206,False,Cost 2992¢ > 100% bankroll
2026-02-13T16:26:19.608593+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,68,44,0.6213,-0.03502870702791446,3,59969,211969,68920.0,68977.16,0.0829,0.0005192770536885449,False,Cost 2992¢ > 100% bankroll
2026-02-13T16:26:30.335929+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,no,71,21,0.6214,0.24398116260071442,3,59969,249716,68900.0,68977.16,0.1119,0.00017187278626684915,False,Cost 1491¢ > 100% bankroll
2026-02-13T16:26:51.798416+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131130-30,yes,67,44,0.6896,0.04944726203190615,3,67071,178837,69026.61,68977.16,0.0717,0.0014230684192841584,False,Cost 2948¢ > 100% bankroll
2026-02-13T16:31:32.386965+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,no,57,52,0.6274,0.004749053836117121,1,1350,246786,68965.99,69002.54,0.0530,-0.000455379412067761,False,Cost 2964¢ > 100% bankroll
2026-02-13T16:32:05.020190+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,62,48,0.6710,0.008259205347997197,2,5314,185490,69106.79,69002.54,0.1511,0.0011457719147530123,False,Cost 2976¢ > 100% bankroll
2026-02-13T16:32:15.866023+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,77,19,0.8063,0.06344430389966897,1,8986,185785,69200.0,69002.54,0.2862,0.0029276210904663905,False,Cost 1463¢ > 100% bankroll
2026-02-13T16:32:37.653070+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,85,17,0.8788,0.12043950707217872,2,8986,197676,69292.03,69002.54,0.4195,0.003953976238181996,False,Cost 1445¢ > 100% bankroll
2026-02-13T16:32:48.522006+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,77,19,0.8013,0.0724043271160878,2,12935,184326,69218.46,69002.54,0.3129,0.0029152128032902446,False,Cost 1463¢ > 100% bankroll
2026-02-13T16:32:59.398524+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,85,17,0.8125,0.16860058785917154,2,12935,201749,69309.79,69002.54,0.4453,0.00293748269887807,False,Cost 1445¢ > 100% bankroll
2026-02-13T16:33:21.236366+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,84,17,0.6434,0.14808423175366478,1,15585,206288,69293.14,69002.54,0.4211,0.0004796424829829599,False,Cost 1428¢ > 100% bankroll
2026-02-13T16:34:04.857722+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,84,17,0.6610,0.1264413829465236,2,19128,204838,69270.66,69002.54,0.3886,-0.0008334242051313838,False,Cost 1428¢ > 100% bankroll
2026-02-13T16:34:15.735203+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,80,18,0.6784,0.13914409941481004,1,19128,207454,69224.34,69002.54,0.3214,-0.0009928832782004527,False,Cost 1440¢ > 100% bankroll
2026-02-13T16:34:26.643309+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,77,19,0.7062,0.01924914794918679,3,23668,229153,69193.88,69002.54,0.2773,-0.0017041782086795266,False,Cost 1463¢ > 100% bankroll
2026-02-13T16:34:37.605039+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,75,20,0.7207,0.022184211440280623,3,23668,230344,69188.0,69002.54,0.2688,-0.0019065160842098962,False,Cost 1500¢ > 100% bankroll
2026-02-13T16:34:48.537657+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,68,44,0.7968,0.040456813691014434,1,23668,238872,69120.16,69002.54,0.1705,-0.0028256094334325682,False,Cost 2992¢ > 100% bankroll
2026-02-13T16:34:59.416974+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,71,21,0.7446,0.1139549436795995,3,26853,223720,69124.01,69002.54,0.1760,-0.0021170579289992142,False,Cost 1491¢ > 100% bankroll
2026-02-13T16:35:10.300751+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,76,19,0.6309,0.0893385789119047,3,26853,230035,69187.83,69002.54,0.2685,-0.0005274156459995829,False,Cost 1444¢ > 100% bankroll
2026-02-13T16:35:21.197200+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,75,20,0.6056,0.046455680627272615,1,26853,235687,69188.0,69002.54,0.2688,-8.497861371561554e-05,False,Cost 1500¢ > 100% bankroll
2026-02-13T16:35:32.146692+00:00,CRYPTO_SCALP,KXBTC15M-26FEB131145-45,yes,74,20,0.6228,0.039183840939591576,3,29722,233974,69154.56,69002.54,0.2203,-0.0004833208070764053,False,Cost 1480¢ > 100% bankroll
