"date","type","neutral","home","away","game_id","year"
2024-12-22,"nc",FALSE,"West Virginia","Mercyhurst","MercyhurstWest Virginia12-22",2025
2024-12-22,"nc",FALSE,"South Carolina","Radford","RadfordSouth Carolina12-22",2025
2024-12-23,"nc",FALSE,"Washington","Seattle","SeattleWashington12-23",2025
2024-12-23,"nc",FALSE,"Tennessee","Middle Tennessee","Middle TennesseeTennessee12-23",2025
2024-12-23,"nc",TRUE,"Murray St.","Charlotte","CharlotteMurray St.12-23",2025
2024-12-23,"nc",FALSE,"Hawaii","Nebraska","NebraskaHawaii12-23",2025
2024-12-23,"nc",TRUE,"Loyola Chicago","College of Charleston","CharlestonLoyola Chicago12-23",2025
2024-12-23,"nc",TRUE,"Oregon St.","Oakland","OaklandOregon St.12-23",2025
2024-12-23,"nond1",FALSE,"Bowling Green","Aquinas","AquinasBowling Green12-23",2025
2024-12-23,"nond1",FALSE,"Wagner","Penn St.-Scranton","Penn St.-ScrantonWagner12-23",2025
2024-12-23,"nc",FALSE,"North Dakota St.","Cal St. Bakersfield","Cal St. BakersfieldNorth Dakota St.12-23",2025
2024-12-25,"nc",TRUE,"Charlotte","College of Charleston","CharlestonCharlotte12-25",2025
2024-12-25,"nc",TRUE,"Murray St.","Loyola Chicago","Loyola ChicagoMurray St.12-25",2025
2024-12-25,"nc",TRUE,"Oregon St.","Nebraska","NebraskaOregon St.12-25",2025
2024-12-25,"nc",FALSE,"Hawaii","Oakland","OaklandHawaii12-25",2025
2024-12-27,"nond1",FALSE,"Baylor","Arlington Baptist","Arlington BaptistBaylor12-27",2025
2024-12-27,"nond1",FALSE,"Duquesne","Cleary","ClearyDuquesne12-27",2025
2024-12-28,"nond1",FALSE,"Tulsa","Southwestern Christ.","Southwestern Christ.Tulsa12-28",2025
2024-12-28,"nc",FALSE,"Richmond","Florida Gulf Coast","Florida Gulf CoastRichmond12-28",2025
2024-12-28,"conf",FALSE,"San Diego St.","Utah St.","Utah St.San Diego St.12-28",2025
2024-12-28,"nc",FALSE,"Cal Baptist","Jackson St.","Jackson St.Cal Baptist12-28",2025
2024-12-28,"nond1",FALSE,"Cal St. Fullerton","Nobel","NobelCal St. Fullerton12-28",2025
2024-12-28,"nond1",FALSE,"Sam Houston St.","Dallas","DallasSam Houston St.12-28",2025
2024-12-28,"nc",FALSE,"Georgia Tech","Alabama A&M","Alabama A&MGeorgia Tech12-28",2025
2024-12-28,"conf",FALSE,"Saint Mary's","Pacific","PacificSaint Mary's12-28",2025
2024-12-28,"conf",FALSE,"Colorado St.","New Mexico","New MexicoColorado St.12-28",2025
2024-12-28,"nond1",FALSE,"Cal St. Northridge","La Sierra","La SierraCal St. Northridge12-28",2025
2024-12-28,"nond1",FALSE,"Morehead St.","Alice Lloyd","Alice LloydMorehead St.12-28",2025
2024-12-28,"nc",TRUE,"UCLA","Gonzaga","GonzagaUCLA12-28",2025
2024-12-28,"conf",FALSE,"Wyoming","Nevada","NevadaWyoming12-28",2025
2024-12-28,"nc",FALSE,"Texas A&M","Abilene Christian","Abilene ChristianTexas A&M12-28",2025
2024-12-28,"nc",FALSE,"Columbia","Fairfield","FairfieldColumbia12-28",2025
2024-12-28,"nc",FALSE,"Hampton","Howard","HowardHampton12-28",2025
2024-12-28,"nond1",FALSE,"New Mexico St.","Southwest (NM)","Southwest (NM)New Mexico St.12-28",2025
2024-12-28,"nc",FALSE,"Georgetown","Coppin St.","Coppin St.Georgetown12-28",2025
2024-12-28,"nond1",FALSE,"UTEP","Northern New Mexico","Northern New MexicoUTEP12-28",2025
2024-12-28,"nond1",FALSE,"UC Santa Barbara","Westcliff","WestcliffUC Santa Barbara12-28",2025
2024-12-28,"nc",FALSE,"Louisville","Eastern Kentucky","Eastern KentuckyLouisville12-28",2025
2024-12-28,"nond1",FALSE,"UC Davis","Cal Maritime","Cal MaritimeUC Davis12-28",2025
2024-12-28,"nond1",FALSE,"UNC Wilmington","Spartanburg Meth.","Spartanburg Meth.UNC Wilmington12-28",2025
2024-12-28,"nond1",FALSE,"UC San Diego","Occidental","OccidentalUC San Diego12-28",2025
2024-12-28,"nond1",FALSE,"Eastern Illinois","Blackburn","BlackburnEastern Illinois12-28",2025
2024-12-28,"conf",FALSE,"McNeese St.","New Orleans","New OrleansMcNeese St.12-28",2025
2024-12-28,"nond1",FALSE,"Charleston Southern","Columbia Int'l","Columbia Int'lCharleston Southern12-28",2025
2024-12-28,"nc",FALSE,"Maryland","Maryland Eastern Shore","Maryland Eastern ShoreMaryland12-28",2025
2024-12-28,"nond1",FALSE,"Old Dominion","Va. Wesleyan","Va. WesleyanOld Dominion12-28",2025
2024-12-28,"nond1",FALSE,"Saint Louis","William Woods","William WoodsSaint Louis12-28",2025
2024-12-28,"conf",FALSE,"Santa Clara","Pepperdine","PepperdineSanta Clara12-28",2025
2024-12-28,"nc",FALSE,"North Carolina A&T","North Carolina Central","North Carolina CentralNorth Carolina A&T12-28",2025
2024-12-28,"nond1",FALSE,"UNC Greensboro","Virginia-Lynchburg","Virginia-LynchburgUNC Greensboro12-28",2025
2024-12-28,"conf",FALSE,"Portland","Washington St.","Washington St.Portland12-28",2025
2024-12-28,"nc",FALSE,"George Mason","Mount St. Mary's","Mount St. Mary'sGeorge Mason12-28",2025
2024-12-28,"nc",TRUE,"San Diego","Grand Canyon","Grand CanyonSan Diego12-28",2025
2024-12-28,"nc",FALSE,"Georgia St.","Mercer","MercerGeorgia St.12-28",2025
2024-12-28,"nond1",FALSE,"Texas Southern","Biblical Stud. (TX)","Biblical Stud. (TX)Texas Southern12-28",2025
2024-12-28,"conf",FALSE,"San Jose St.","Boise St.","Boise St.San Jose St.12-28",2025
2024-12-28,"nond1",FALSE,"South Florida","Webber International","Webber InternationalSouth Florida12-28",2025
2024-12-28,"nond1",FALSE,"Nebraska Omaha","Mt. Marty","Mt. MartyNebraska Omaha12-28",2025
2024-12-28,"nond1",FALSE,"Utah Valley","Bethesda (CA)","Bethesda (CA)Utah Valley12-28",2025
2024-12-28,"nc",FALSE,"Elon","Marshall","MarshallElon12-28",2025
2024-12-28,"conf",FALSE,"San Francisco","Loyola Marymount","Loyola MarymountSan Francisco12-28",2025
2024-12-28,"nc",FALSE,"Saint Joseph's","Delaware St.","Delaware St.Saint Joseph's12-28",2025
2024-12-28,"nc",FALSE,"Memphis","Mississippi","MississippiMemphis12-28",2025
2024-12-28,"nc",FALSE,"St. John's","Delaware","DelawareSt. John's12-28",2025
2024-12-28,"nc",FALSE,"Boston College","Fairleigh Dickinson","Fairleigh DickinsonBoston College12-28",2025
2024-12-28,"conf",FALSE,"UNLV","Fresno St.","Fresno St.UNLV12-28",2025
2024-12-28,"nc",FALSE,"DePaul","Loyola MD","Loyola MDDePaul12-28",2025
2024-12-28,"nond1",FALSE,"Wofford","Ky. Christian","Ky. ChristianWofford12-28",2025
2024-12-28,"nc",FALSE,"Davidson","Eastern Michigan","Eastern MichiganDavidson12-28",2025
2024-12-28,"nc",FALSE,"Syracuse","Bucknell","BucknellSyracuse12-28",2025
2024-12-29,"nond1",FALSE,"Central Arkansas","Southwestern Christ.","Southwestern Christ.Central Arkansas12-29",2025
2024-12-29,"nc",FALSE,"Temple","Buffalo","BuffaloTemple12-29",2025
2024-12-29,"nc",FALSE,"Texas St.","UT Arlington","UT ArlingtonTexas St.12-29",2025
2024-12-29,"nc",FALSE,"Washington","NJIT","NJITWashington12-29",2025
2024-12-29,"nc",FALSE,"North Carolina","Campbell","CampbellNorth Carolina12-29",2025
2024-12-29,"nc",FALSE,"Georgia","South Carolina St.","South Carolina St.Georgia12-29",2025
2024-12-29,"nc",FALSE,"William & Mary","Navy","NavyWilliam & Mary12-29",2025
2024-12-29,"nc",FALSE,"Iona","Harvard","HarvardIona12-29",2025
2024-12-29,"nc",FALSE,"UC Riverside","St. Thomas","St. ThomasUC Riverside12-29",2025
2024-12-29,"nond1",FALSE,"James Madison","Midway","MidwayJames Madison12-29",2025
2024-12-29,"nond1",FALSE,"North Dakota","Waldorf","WaldorfNorth Dakota12-29",2025
2024-12-29,"nond1",FALSE,"Kennesaw St.","Brewton-Parker","Brewton-ParkerKennesaw St.12-29",2025
2024-12-29,"nc",FALSE,"Army","UTSA","UTSAArmy12-29",2025
2024-12-29,"nc",FALSE,"High Point","Norfolk St.","Norfolk St.High Point12-29",2025
2024-12-29,"conf",FALSE,"Youngstown St.","Detroit","Detroit MercyYoungstown St.12-29",2025
2024-12-29,"nc",FALSE,"Maine","Boston University","Boston UniversityMaine12-29",2025
2024-12-29,"nc",FALSE,"Northwestern","Northeastern","NortheasternNorthwestern12-29",2025
2024-12-29,"nond1",FALSE,"Lehigh","Neumann","NeumannLehigh12-29",2025
2024-12-29,"nc",FALSE,"Quinnipiac","Hofstra","HofstraQuinnipiac12-29",2025
2024-12-29,"conf",FALSE,"Drake","Belmont","BelmontDrake12-29",2025
2024-12-29,"conf",FALSE,"Robert Morris","Northern Kentucky","Northern KentuckyRobert Morris12-29",2025
2024-12-29,"nc",FALSE,"Marist","Binghamton","BinghamtonMarist12-29",2025
2024-12-29,"nc",FALSE,"Alabama","South Dakota St.","South Dakota St.Alabama12-29",2025
2024-12-29,"nc",FALSE,"American","UMBC","UMBCAmerican12-29",2025
2024-12-29,"conf",FALSE,"Illinois St.","Illinois Chicago","Illinois ChicagoIllinois St.12-29",2025
2024-12-29,"nond1",FALSE,"Texas A&M Corpus Chris","Schreiner","SchreinerTexas A&M Corpus Chris12-29",2025
2024-12-29,"nc",FALSE,"Lafayette","Stonehill","StonehillLafayette12-29",2025
2024-12-29,"nond1",FALSE,"Coastal Carolina","Warner","WarnerCoastal Carolina12-29",2025
2024-12-29,"nc",FALSE,"Texas","Northwestern St.","Northwestern St.Texas12-29",2025
2024-12-29,"nond1",FALSE,"Tennessee Tech","Milligan","MilliganTennessee Tech12-29",2025
2024-12-29,"nc",FALSE,"Indiana","Winthrop","WinthropIndiana12-29",2025
2024-12-29,"nc",FALSE,"Illinois","Chicago St.","Chicago St.Illinois12-29",2025
2024-12-29,"conf",FALSE,"Green Bay","Fort Wayne","Purdue Fort WayneGreen Bay12-29",2025
2024-12-29,"nond1",FALSE,"Sacred Heart","Manhattanville","ManhattanvilleSacred Heart12-29",2025
2024-12-29,"nond1",FALSE,"Southeast Missouri St.","Westminster (MO)","Westminster (MO)Southeast Missouri St.12-29",2025
2024-12-29,"nc",FALSE,"Oregon","Weber St.","Weber St.Oregon12-29",2025
2024-12-29,"nc",FALSE,"Penn St.","Penn","PennPenn St.12-29",2025
2024-12-29,"conf",FALSE,"Bradley","Valparaiso","ValparaisoBradley12-29",2025
2024-12-29,"nc",FALSE,"LSU","Mississippi Valley St.","Mississippi Valley St.LSU12-29",2025
2024-12-29,"nc",FALSE,"SMU","Longwood","LongwoodSMU12-29",2025
2024-12-29,"conf",FALSE,"Cleveland St.","Wright St.","Wright St.Cleveland St.12-29",2025
2024-12-29,"nond1",FALSE,"Incarnate Word","Texas Lutheran","Texas LutheranIncarnate Word12-29",2025
2024-12-29,"nc",FALSE,"Florida","Stetson","StetsonFlorida12-29",2025
2024-12-29,"nc",FALSE,"Minnesota","Morgan St.","Morgan St.Minnesota12-29",2025
2024-12-29,"nc",FALSE,"Niagara","Le Moyne","Le MoyneNiagara12-29",2025
2024-12-29,"conf",FALSE,"Evansville","Missouri St.","Missouri St.Evansville12-29",2025
2024-12-29,"nond1",FALSE,"Austin Peay","Brescia","BresciaAustin Peay12-29",2025
2024-12-29,"nond1",FALSE,"Lipscomb","Asbury","AsburyLipscomb12-29",2025
2024-12-29,"nc",FALSE,"Albany","Stony Brook","Stony BrookAlbany12-29",2025
2024-12-29,"nond1",FALSE,"Wichita St.","Friends","FriendsWichita St.12-29",2025
2024-12-29,"conf",FALSE,"Milwaukee","IUPUI","IU IndyMilwaukee12-29",2025
2024-12-29,"nc",FALSE,"Oklahoma","Prairie View A&M","Prairie View A&MOklahoma12-29",2025
2024-12-29,"nond1",FALSE,"Holy Cross","Regis (MA)","Regis (MA)Holy Cross12-29",2025
2024-12-29,"nc",FALSE,"Ohio St.","Indiana St.","Indiana St.Ohio St.12-29",2025
2024-12-29,"nc",FALSE,"Michigan","Western Kentucky","Western KentuckyMichigan12-29",2025
2024-12-29,"nond1",FALSE,"Central Connecticut","JWU (Providence)","JWU (Providence)Central Connecticut12-29",2025
2024-12-29,"conf",FALSE,"Northern Iowa","Southern Illinois","Southern IllinoisNorthern Iowa12-29",2025
2024-12-29,"nond1",FALSE,"Kent St.","Heidelberg","HeidelbergKent St.12-29",2025
2024-12-29,"nc",FALSE,"Tarleton St.","Florida A&M","Florida A&MTarleton St.12-29",2025
2024-12-29,"nc",FALSE,"Purdue","Toledo","ToledoPurdue12-29",2025
2024-12-30,"conf",FALSE,"San Diego","Pacific","PacificSan Diego12-30",2025
2024-12-30,"nond1",FALSE,"Lamar","TAMU-San Antonio","TAMU-San AntonioLamar12-30",2025
2024-12-30,"conf",FALSE,"Kansas St.","Cincinnati","CincinnatiKansas St.12-30",2025
2024-12-30,"nond1",FALSE,"Eastern Washington","Eastern Oregon","Eastern OregonEastern Washington12-30",2025
2024-12-30,"nond1",FALSE,"Northern Arizona","Benedictine Mesa","Benedictine MesaNorthern Arizona12-30",2025
2024-12-30,"nc",FALSE,"Mississippi St.","Bethune Cookman","Bethune CookmanMississippi St.12-30",2025
2024-12-30,"nond1",FALSE,"Ohio","Muskingum","MuskingumOhio12-30",2025
2024-12-30,"nond1",FALSE,"Miami OH","Defiance","DefianceMiami OH12-30",2025
2024-12-30,"nc",FALSE,"Cornell","Siena","SienaCornell12-30",2025
2024-12-30,"nc",FALSE,"Rutgers","Columbia","ColumbiaRutgers12-30",2025
2024-12-30,"nond1",FALSE,"Jacksonville St.","Fort Valley St.","Fort Valley St.Jacksonville St.12-30",2025
2024-12-30,"nond1",FALSE,"Grambling St.","Biblical Stud. (TX)","Biblical Stud. (TX)Grambling St.12-30",2025
2024-12-30,"conf",FALSE,"Arizona","TCU","TCUArizona12-30",2025
2024-12-30,"nond1",FALSE,"UNC Asheville","Columbia Int'l","Columbia Int'lUNC Asheville12-30",2025
2024-12-30,"nond1",FALSE,"Central Michigan","Cleary","ClearyCentral Michigan12-30",2025
2024-12-30,"nc",FALSE,"Missouri","Alabama St.","Alabama St.Missouri12-30",2025
2024-12-30,"nc",FALSE,"Michigan St.","Western Michigan","Western MichiganMichigan St.12-30",2025
2024-12-30,"nc",FALSE,"Princeton","Akron","AkronPrinceton12-30",2025
2024-12-30,"nond1",FALSE,"UMass Lowell","Emerson","EmersonUMass Lowell12-30",2025
2024-12-30,"nc",FALSE,"Seattle","Nicholls St.","Nicholls St.Seattle12-30",2025
2024-12-30,"nond1",FALSE,"Oral Roberts","Tex. A&M-Texarkana","Tex. A&M-TexarkanaOral Roberts12-30",2025
2024-12-30,"conf",FALSE,"San Francisco","Santa Clara","Santa ClaraSan Francisco12-30",2025
2024-12-30,"nc",FALSE,"Arkansas","Oakland","OaklandArkansas12-30",2025
2024-12-30,"conf",FALSE,"Oklahoma St.","Houston","HoustonOklahoma St.12-30",2025
2024-12-30,"conf",FALSE,"Oregon St.","Portland","PortlandOregon St.12-30",2025
2024-12-30,"nond1",FALSE,"UT Rio Grande Valley","Dallas Christian","Dallas ChristianUT Rio Grande Valley12-30",2025
2024-12-30,"nond1",FALSE,"Sacramento St.","Bethesda (CA)","Bethesda (CA)Sacramento St.12-30",2025
2024-12-30,"nc",FALSE,"Vanderbilt","New Orleans","New OrleansVanderbilt12-30",2025
2024-12-30,"nc",FALSE,"Cal Baptist","UC Irvine","UC IrvineCal Baptist12-30",2025
2024-12-30,"nond1",FALSE,"Vermont","Elms","ElmsVermont12-30",2025
2024-12-30,"conf",FALSE,"McNeese St.","Southeastern Louisiana","Southeastern LouisianaMcNeese St.12-30",2025
2024-12-30,"nc",FALSE,"Grand Canyon","Bryant","BryantGrand Canyon12-30",2025
2024-12-30,"conf",FALSE,"Pepperdine","Gonzaga","GonzagaPepperdine12-30",2025
2024-12-30,"nond1",FALSE,"Northern Illinois","East-West U.","East-West U.Northern Illinois12-30",2025
2024-12-30,"nc",FALSE,"Iowa","New Hampshire","New HampshireIowa12-30",2025
2024-12-30,"conf",FALSE,"Colorado","Iowa St.","Iowa St.Colorado12-30",2025
2024-12-30,"conf",FALSE,"Washington St.","Loyola Marymount","Loyola MarymountWashington St.12-30",2025
2024-12-30,"nc",FALSE,"Nebraska","Southern","SouthernNebraska12-30",2025
2024-12-30,"nond1",FALSE,"South Alabama","Mobile","MobileSouth Alabama12-30",2025
2024-12-30,"nc",FALSE,"FIU","Utah Tech","Utah TechFIU12-30",2025
2024-12-30,"nond1",FALSE,"Southern Miss","William Carey","William CareySouthern Miss12-30",2025
2024-12-30,"nc",FALSE,"Auburn","Monmouth","MonmouthAuburn12-30",2025
2024-12-30,"nc",FALSE,"South Carolina","Presbyterian","PresbyterianSouth Carolina12-30",2025
2024-12-31,"conf",FALSE,"South Florida","East Carolina","East CarolinaSouth Florida12-31",2025
2024-12-31,"conf",FALSE,"Wyoming","Boise St.","Boise St.Wyoming12-31",2025
2024-12-31,"conf",FALSE,"Saint Joseph's","Massachusetts","MassachusettsSaint Joseph's12-31",2025
2024-12-31,"conf",FALSE,"San Jose St.","Colorado St.","Colorado St.San Jose St.12-31",2025
2024-12-31,"conf",FALSE,"Air Force","UNLV","UNLVAir Force12-31",2025
2024-12-31,"nc",FALSE,"Abilene Christian","Stephen F. Austin","Stephen F. AustinAbilene Christian12-31",2025
2024-12-31,"conf",FALSE,"Nevada","Utah St.","Utah St.Nevada12-31",2025
2024-12-31,"nc",FALSE,"Tennessee","Norfolk St.","Norfolk St.Tennessee12-31",2025
2024-12-31,"conf",FALSE,"Xavier","Seton Hall","Seton HallXavier12-31",2025
2024-12-31,"conf",FALSE,"Kansas","West Virginia","West VirginiaKansas12-31",2025
2024-12-31,"conf",FALSE,"Virginia","North Carolina St.","N.C. StateVirginia12-31",2025
2024-12-31,"conf",FALSE,"Duke","Virginia Tech","Virginia TechDuke12-31",2025
2024-12-31,"conf",FALSE,"Providence","Marquette","MarquetteProvidence12-31",2025
2024-12-31,"conf",FALSE,"Dayton","La Salle","La SalleDayton12-31",2025
2024-12-31,"conf",FALSE,"St. Bonaventure","VCU","VCUSt. Bonaventure12-31",2025
2024-12-31,"conf",FALSE,"Richmond","George Washington","George WashingtonRichmond12-31",2025
2024-12-31,"conf",FALSE,"BYU","Arizona St.","Arizona St.BYU12-31",2025
2024-12-31,"conf",FALSE,"Georgia Tech","Notre Dame","Notre DameGeorgia Tech12-31",2025
2024-12-31,"conf",FALSE,"Creighton","St. John's","St. John'sCreighton12-31",2025
2024-12-31,"nond1",FALSE,"Portland St.","Walla Walla","Walla WallaPortland St.12-31",2025
2024-12-31,"conf",FALSE,"Syracuse","Wake Forest","Wake ForestSyracuse12-31",2025
2024-12-31,"conf",FALSE,"Southern Indiana","Morehead St.","Morehead St.Southern Indiana12-31",2025
2024-12-31,"conf",FALSE,"Baylor","Utah","UtahBaylor12-31",2025
2024-12-31,"conf",FALSE,"North Texas","UAB","UABNorth Texas12-31",2025
2024-12-31,"conf",FALSE,"Duquesne","Rhode Island","Rhode IslandDuquesne12-31",2025
2024-12-31,"nc",FALSE,"Kentucky","Brown","BrownKentucky12-31",2025
2024-12-31,"conf",FALSE,"George Mason","Davidson","DavidsonGeorge Mason12-31",2025
2024-12-31,"conf",FALSE,"Charlotte","Tulane","TulaneCharlotte12-31",2025
2024-12-31,"conf",FALSE,"Fordham","Saint Louis","Saint LouisFordham12-31",2025
2024-12-31,"conf",FALSE,"Fresno St.","New Mexico","New MexicoFresno St.12-31",2025
2024-12-31,"nond1",FALSE,"Ball St.","Anderson (IN)","Anderson (IN)Ball St.12-31",2025
2024-12-31,"conf",FALSE,"Texas Tech","UCF","UCFTexas Tech12-31",2025
2024-12-31,"nond1",FALSE,"North Carolina Central","St. Andrews","St. AndrewsNorth Carolina Central12-31",2025
2025-01-01,"conf",FALSE,"Pittsburgh","California","CaliforniaPittsburgh1-1",2025
2025-01-01,"conf",FALSE,"Northern Iowa","Belmont","BelmontNorthern Iowa1-1",2025
2025-01-01,"conf",FALSE,"DePaul","Connecticut","ConnecticutDePaul1-1",2025
2025-01-01,"conf",FALSE,"Samford","The Citadel","The CitadelSamford1-1",2025
2025-01-01,"conf",FALSE,"Boston College","Miami FL","Miami FLBoston College1-1",2025
2025-01-01,"conf",FALSE,"Southern Illinois","Evansville","EvansvilleSouthern Illinois1-1",2025
2025-01-01,"conf",FALSE,"Illinois Chicago","Drake","DrakeIllinois Chicago1-1",2025
2025-01-01,"conf",FALSE,"Western Carolina","Furman","FurmanWestern Carolina1-1",2025
2025-01-01,"conf",FALSE,"East Tennessee St.","VMI","VMIEast Tennessee St.1-1",2025
2025-01-01,"conf",FALSE,"Indiana St.","Bradley","BradleyIndiana St.1-1",2025
2025-01-01,"conf",FALSE,"Butler","Villanova","VillanovaButler1-1",2025
2025-01-01,"conf",FALSE,"Mercer","Chattanooga","ChattanoogaMercer1-1",2025
2025-01-01,"conf",FALSE,"Missouri St.","Valparaiso","ValparaisoMissouri St.1-1",2025
2025-01-01,"conf",FALSE,"Tulsa","Rice","RiceTulsa1-1",2025
2025-01-01,"conf",FALSE,"Wofford","UNC Greensboro","UNC GreensboroWofford1-1",2025
2025-01-01,"conf",FALSE,"Northern Kentucky","Fort Wayne","Purdue Fort WayneNorthern Kentucky1-1",2025
2025-01-01,"nond1",FALSE,"Dartmouth","Colby-Sawyer","Colby-SawyerDartmouth1-1",2025
2025-01-01,"conf",FALSE,"Clemson","Stanford","StanfordClemson1-1",2025
2025-01-01,"conf",FALSE,"Louisville","North Carolina","North CarolinaLouisville1-1",2025
2025-01-01,"conf",FALSE,"IUPUI","Youngstown St.","Youngstown St.IU Indy1-1",2025
2025-01-01,"nc",FALSE,"Yale","Howard","HowardYale1-1",2025
2025-01-02,"conf",FALSE,"North Florida","Austin Peay","Austin PeayNorth Florida1-2",2025
2025-01-02,"conf",FALSE,"San Diego","Santa Clara","Santa ClaraSan Diego1-2",2025
2025-01-02,"conf",FALSE,"Wright St.","Green Bay","Green BayWright St.1-2",2025
2025-01-02,"conf",FALSE,"Queens","Stetson","StetsonQueens1-2",2025
2025-01-02,"conf",FALSE,"Central Arkansas","Eastern Kentucky","Eastern KentuckyCentral Arkansas1-2",2025
2025-01-02,"conf",FALSE,"Florida Atlantic","Memphis","MemphisFlorida Atlantic1-2",2025
2025-01-02,"conf",FALSE,"Idaho","Montana St.","Montana St.Idaho1-2",2025
2025-01-02,"conf",FALSE,"Murray St.","Illinois St.","Illinois St.Murray St.1-2",2025
2025-01-02,"conf",FALSE,"Eastern Illinois","Lindenwood","LindenwoodEastern Illinois1-2",2025
2025-01-02,"conf",FALSE,"Hawaii","UC Santa Barbara","UC Santa BarbaraHawaii1-2",2025
2025-01-02,"conf",FALSE,"North Dakota St.","St. Thomas","St. ThomasNorth Dakota St.1-2",2025
2025-01-02,"conf",FALSE,"Colgate","Army","ArmyColgate1-2",2025
2025-01-02,"conf",FALSE,"Presbyterian","Longwood","LongwoodPresbyterian1-2",2025
2025-01-02,"conf",FALSE,"Georgia St.","South Alabama","South AlabamaGeorgia St.1-2",2025
2025-01-02,"conf",FALSE,"Cal St. Fullerton","Cal St. Northridge","Cal St. NorthridgeCal St. Fullerton1-2",2025
2025-01-02,"conf",FALSE,"College of Charleston","Hampton","HamptonCharleston1-2",2025
2025-01-02,"conf",FALSE,"North Carolina A&T","Elon","ElonNorth Carolina A&T1-2",2025
2025-01-02,"conf",FALSE,"Winthrop","USC Upstate","USC UpstateWinthrop1-2",2025
2025-01-02,"conf",FALSE,"Appalachian St.","Troy","TroyAppalachian St.1-2",2025
2025-01-02,"conf",FALSE,"Pacific","San Francisco","San FranciscoPacific1-2",2025
2025-01-02,"conf",FALSE,"Charleston Southern","Gardner Webb","Gardner WebbCharleston Southern1-2",2025
2025-01-02,"conf",FALSE,"Cal St. Bakersfield","UC Davis","UC DavisCal St. Bakersfield1-2",2025
2025-01-02,"conf",FALSE,"James Madison","Southern Miss","Southern MissJames Madison1-2",2025
2025-01-02,"conf",FALSE,"Penn St.","Northwestern","NorthwesternPenn St.1-2",2025
2025-01-02,"conf",FALSE,"Coastal Carolina","Louisiana Lafayette","LouisianaCoastal Carolina1-2",2025
2025-01-02,"conf",FALSE,"UNC Wilmington","Towson","TowsonUNC Wilmington1-2",2025
2025-01-02,"conf",FALSE,"Lafayette","Boston University","Boston UniversityLafayette1-2",2025
2025-01-02,"conf",FALSE,"Washington","Maryland","MarylandWashington1-2",2025
2025-01-02,"conf",FALSE,"Long Beach St.","UC Riverside","UC RiversideLong Beach St.1-2",2025
2025-01-02,"conf",FALSE,"Northern Colorado","Weber St.","Weber St.Northern Colorado1-2",2025
2025-01-02,"conf",FALSE,"North Alabama","Bellarmine","BellarmineNorth Alabama1-2",2025
2025-01-02,"conf",FALSE,"West Georgia","Florida Gulf Coast","Florida Gulf CoastWest Georgia1-2",2025
2025-01-02,"conf",FALSE,"Georgia Southern","Louisiana Monroe","Louisiana MonroeGeorgia Southern1-2",2025
2025-01-02,"conf",FALSE,"Tennessee St.","Southeast Missouri St.","Southeast Missouri St.Tennessee St.1-2",2025
2025-01-02,"conf",FALSE,"Oregon","Illinois","IllinoisOregon1-2",2025
2025-01-02,"conf",FALSE,"Jacksonville","Lipscomb","LipscombJacksonville1-2",2025
2025-01-02,"conf",FALSE,"Marshall","Texas St.","Texas St.Marshall1-2",2025
2025-01-02,"conf",FALSE,"New Mexico St.","Sam Houston St.","Sam Houston St.New Mexico St.1-2",2025
2025-01-02,"conf",FALSE,"Cal Poly","UC Irvine","UC IrvineCal Poly1-2",2025
2025-01-02,"conf",FALSE,"High Point","Radford","RadfordHigh Point1-2",2025
2025-01-02,"conf",FALSE,"Navy","American","AmericanNavy1-2",2025
2025-01-02,"conf",FALSE,"Hofstra","William & Mary","William & MaryHofstra1-2",2025
2025-01-02,"conf",FALSE,"Liberty","Western Kentucky","Western KentuckyLiberty1-2",2025
2025-01-02,"conf",FALSE,"Detroit","Robert Morris","Robert MorrisDetroit Mercy1-2",2025
2025-01-02,"conf",FALSE,"Oakland","Milwaukee","MilwaukeeOakland1-2",2025
2025-01-02,"conf",FALSE,"Gonzaga","Portland","PortlandGonzaga1-2",2025
2025-01-02,"conf",FALSE,"Monmouth","Stony Brook","Stony BrookMonmouth1-2",2025
2025-01-02,"conf",FALSE,"North Dakota","Nebraska Omaha","Nebraska OmahaNorth Dakota1-2",2025
2025-01-02,"conf",FALSE,"Minnesota","Purdue","PurdueMinnesota1-2",2025
2025-01-02,"conf",FALSE,"Saint Mary's","Pepperdine","PepperdineSaint Mary's1-2",2025
2025-01-02,"conf",FALSE,"Northeastern","Delaware","DelawareNortheastern1-2",2025
2025-01-02,"conf",FALSE,"Tennessee Martin","Little Rock","Little RockTennessee Martin1-2",2025
2025-01-02,"conf",FALSE,"Loyola Marymount","Oregon St.","Oregon St.Loyola Marymount1-2",2025
2025-01-02,"conf",FALSE,"Indiana","Rutgers","RutgersIndiana1-2",2025
2025-01-02,"conf",FALSE,"UTEP","Louisiana Tech","Louisiana TechUTEP1-2",2025
2025-01-02,"conf",FALSE,"Northern Arizona","Idaho St.","Idaho St.Northern Arizona1-2",2025
2025-01-02,"conf",FALSE,"Old Dominion","Arkansas St.","Arkansas St.Old Dominion1-2",2025
2025-01-02,"conf",FALSE,"Campbell","Drexel","DrexelCampbell1-2",2025
2025-01-02,"conf",FALSE,"SIU Edwardsville","Western Illinois","Western IllinoisSIU Edwardsville1-2",2025
