"date","type","neutral","home","away","game_id","year"
2024-11-04,"nond1",FALSE,"Tulsa","Northeastern St.","Northeastern St.Tulsa11-4",2025
2024-11-04,"nc",FALSE,"Tennessee","Gardner Webb","Gardner WebbTennessee11-4",2025
2024-11-04,"nond1",FALSE,"Houston Christian","Avila","AvilaHouston Christian11-4",2025
2024-11-04,"nond1",FALSE,"Stonehill","Framingham St.","Framingham St.Stonehill11-4",2025
2024-11-04,"nc",FALSE,"North Carolina","Elon","ElonNorth Carolina11-4",2025
2024-11-04,"nond1",FALSE,"Drake","York (NE)","York (NE)Drake11-4",2025
2024-11-04,"nond1",FALSE,"William & Mary","Dickinson","DickinsonWilliam & Mary11-4",2025
2024-11-04,"nc",FALSE,"Clemson","Charleston Southern","Charleston SouthernClemson11-4",2025
2024-11-04,"nond1",FALSE,"New Mexico St.","N.M. Highlands","N.M. HighlandsNew Mexico St.11-4",2025
2024-11-04,"nond1",FALSE,"Oakland","Defiance","DefianceOakland11-4",2025
2024-11-04,"nc",FALSE,"Mississippi St.","West Georgia","West GeorgiaMississippi St.11-4",2025
2024-11-04,"nc",FALSE,"Seton Hall","Saint Peter's","Saint Peter'sSeton Hall11-4",2025
2024-11-04,"nc",FALSE,"Western Kentucky","Wichita St.","Wichita St.Western Kentucky11-4",2025
2024-11-04,"nond1",FALSE,"Lamar","Paul Quinn","Paul QuinnLamar11-4",2025
2024-11-04,"nond1",FALSE,"Grambling St.","Southern-N.O.","Southern-N.O.Grambling St.11-4",2025
2024-11-04,"nond1",FALSE,"UTSA","Trinity (TX)","Trinity (TX)UTSA11-4",2025
2024-11-04,"nond1",FALSE,"Abilene Christian","Howard Payne","Howard PayneAbilene Christian11-4",2025
2024-11-04,"nond1",FALSE,"Illinois Chicago","St. Francis (IL)","St. Francis (IL)Illinois Chicago11-4",2025
2024-11-04,"nc",FALSE,"Harvard","Marist","MaristHarvard11-4",2025
2024-11-04,"nond1",FALSE,"Furman","Columbia Int'l","Columbia Int'lFurman11-4",2025
2024-11-04,"nond1",FALSE,"Southern Utah","Western New Mexico","Western New MexicoSouthern Utah11-4",2025
2024-11-04,"nc",FALSE,"UNLV","Alabama St.","Alabama St.UNLV11-4",2025
2024-11-04,"nond1",FALSE,"Marshall","Davis & Elkins","Davis & ElkinsMarshall11-4",2025
2024-11-04,"nond1",FALSE,"Loyola Marymount","LIFE Pacific","LIFE PacificLoyola Marymount11-4",2025
2024-11-04,"nond1",FALSE,"Samford","Mississippi Col.","Mississippi Col.Samford11-4",2025
2024-11-04,"nc",FALSE,"Maryland","Manhattan","ManhattanMaryland11-4",2025
2024-11-04,"nc",FALSE,"Georgia","Tennessee Tech","Tennessee TechGeorgia11-4",2025
2024-11-04,"nc",FALSE,"New Mexico","Nicholls St.","Nicholls St.New Mexico11-4",2025
2024-11-04,"nond1",FALSE,"Wyoming","Concordia-M'head","Concordia-M'headWyoming11-4",2025
2024-11-04,"nc",FALSE,"James Madison","Ohio","OhioJames Madison11-4",2025
2024-11-04,"nond1",FALSE,"Jacksonville","Trinity Baptist","Trinity BaptistJacksonville11-4",2025
2024-11-04,"nond1",FALSE,"Weber St.","Northwest Indian","Northwest IndianWeber St.11-4",2025
2024-11-04,"nc",FALSE,"TCU","Florida A&M","Florida A&MTCU11-4",2025
2024-11-04,"nc",FALSE,"Gonzaga","Baylor","BaylorGonzaga11-4",2025
2024-11-04,"nc",FALSE,"South Dakota","Southern","SouthernSouth Dakota11-4",2025
2024-11-04,"nc",FALSE,"Virginia Tech","Delaware St.","Delaware St.Virginia Tech11-4",2025
2024-11-04,"nc",FALSE,"Duke","Maine","MaineDuke11-4",2025
2024-11-04,"nc",FALSE,"Boston University","Northeastern","NortheasternBoston University11-4",2025
2024-11-04,"nond1",FALSE,"Detroit","Cleary","ClearyDetroit Mercy11-4",2025
2024-11-04,"nond1",FALSE,"SIU Edwardsville","Westminster (MO)","Westminster (MO)SIU Edwardsville11-4",2025
2024-11-04,"nc",FALSE,"Iowa","Texas A&M Commerce","Texas A&M CommerceIowa11-4",2025
2024-11-04,"nond1",FALSE,"Tennessee St.","Fisk","FiskTennessee St.11-4",2025
2024-11-04,"nond1",FALSE,"Northern Colorado","Colorado Col.","Colorado Col.Northern Colorado11-4",2025
2024-11-04,"nc",FALSE,"Army","Albany","AlbanyArmy11-4",2025
2024-11-04,"nond1",FALSE,"Prairie View A&M","Biblical Stud. (TX)","Biblical Stud. (TX)Prairie View A&M11-4",2025
2024-11-04,"nond1",FALSE,"UMKC","Hannibal-La Grange","Hannibal-La GrangeUMKC11-4",2025
2024-11-04,"nond1",FALSE,"Queens","Lynchburg","LynchburgQueens11-4",2025
2024-11-04,"nond1",FALSE,"IUPUI","IU Columbus","IU ColumbusIU Indy11-4",2025
2024-11-04,"nond1",FALSE,"Tulane","La. Christian","La. ChristianTulane11-4",2025
2024-11-04,"nc",FALSE,"USC","Chattanooga","ChattanoogaUSC11-4",2025
2024-11-04,"nc",FALSE,"South Alabama","Central Michigan","Central MichiganSouth Alabama11-4",2025
2024-11-04,"nc",FALSE,"San Jose St.","Western Illinois","Western IllinoisSan Jose St.11-4",2025
2024-11-04,"nc",FALSE,"Dayton","St. Francis PA","Saint FrancisDayton11-4",2025
2024-11-04,"nc",FALSE,"Penn St.","Binghamton","BinghamtonPenn St.11-4",2025
2024-11-04,"nond1",FALSE,"Bryant","Dean","DeanBryant11-4",2025
2024-11-04,"nc",FALSE,"Illinois","Eastern Illinois","Eastern IllinoisIllinois11-4",2025
2024-11-04,"nc",FALSE,"Stanford","Denver","DenverStanford11-4",2025
2024-11-04,"nc",FALSE,"Oklahoma St.","Green Bay","Green BayOklahoma St.11-4",2025
2024-11-04,"nond1",FALSE,"Stetson","New College (FL)","New College (FL)Stetson11-4",2025
2024-11-04,"nc",FALSE,"DePaul","Southern Indiana","Southern IndianaDePaul11-4",2025
2024-11-04,"nond1",FALSE,"Idaho","Northwest (WA)","Northwest (WA)Idaho11-4",2025
2024-11-04,"nond1",FALSE,"Little Rock","Arkansas Baptist","Arkansas BaptistLittle Rock11-4",2025
2024-11-04,"nc",FALSE,"Nebraska","UT Rio Grande Valley","UT Rio Grande ValleyNebraska11-4",2025
2024-11-04,"nond1",FALSE,"North Dakota St.","Jamestown","JamestownNorth Dakota St.11-4",2025
2024-11-04,"nc",FALSE,"Massachusetts","New Hampshire","New HampshireMassachusetts11-4",2025
2024-11-04,"nc",FALSE,"Arkansas St.","Akron","AkronArkansas St.11-4",2025
2024-11-04,"nc",FALSE,"Georgia St.","Ball St.","Ball St.Georgia St.11-4",2025
2024-11-04,"nond1",FALSE,"UT Arlington","UNT Dallas","UNT DallasUT Arlington11-4",2025
2024-11-04,"nond1",FALSE,"Winthrop","Piedmont","PiedmontWinthrop11-4",2025
2024-11-04,"nc",FALSE,"Charlotte","Presbyterian","PresbyterianCharlotte11-4",2025
2024-11-04,"nc",FALSE,"Yale","Quinnipiac","QuinnipiacYale11-4",2025
2024-11-04,"nc",FALSE,"Cincinnati","Arkansas Pine Bluff","Arkansas Pine BluffCincinnati11-4",2025
2024-11-04,"nc",FALSE,"Washington St.","Portland St.","Portland St.Washington St.11-4",2025
2024-11-04,"nc",FALSE,"Rhode Island","Fairfield","FairfieldRhode Island11-4",2025
2024-11-04,"nc",FALSE,"Duquesne","Lipscomb","LipscombDuquesne11-4",2025
2024-11-04,"nond1",FALSE,"Mount St. Mary's","Notre Dame (MD)","Notre Dame (MD)Mount St. Mary's11-4",2025
2024-11-04,"nc",FALSE,"Grand Canyon","Cal St. Fullerton","Cal St. FullertonGrand Canyon11-4",2025
2024-11-04,"nc",TRUE,"Southern Illinois","College of Charleston","CharlestonSouthern Illinois11-4",2025
2024-11-04,"nc",FALSE,"Alabama","UNC Asheville","UNC AshevilleAlabama11-4",2025
2024-11-04,"nond1",FALSE,"Western Carolina","Bob Jones","Bob JonesWestern Carolina11-4",2025
2024-11-04,"nc",FALSE,"Northwestern","Lehigh","LehighNorthwestern11-4",2025
2024-11-04,"nond1",FALSE,"Southeastern Louisiana","William Carey","William CareySoutheastern Louisiana11-4",2025
2024-11-04,"nc",FALSE,"Southern Miss","Bowling Green","Bowling GreenSouthern Miss11-4",2025
2024-11-04,"nc",FALSE,"Iowa St.","Mississippi Valley St.","Mississippi Valley St.Iowa St.11-4",2025
2024-11-04,"nc",FALSE,"North Carolina St.","USC Upstate","USC UpstateN.C. State11-4",2025
2024-11-04,"nond1",FALSE,"Middle Tennessee","Oglethorpe","OglethorpeMiddle Tennessee11-4",2025
2024-11-04,"nond1",FALSE,"Louisiana Monroe","Champion Chris.","Champion Chris.Louisiana Monroe11-4",2025
2024-11-04,"nc",FALSE,"Delaware","Bucknell","BucknellDelaware11-4",2025
2024-11-04,"nond1",FALSE,"Niagara","Houghton","HoughtonNiagara11-4",2025
2024-11-04,"nc",FALSE,"Butler","Missouri St.","Missouri St.Butler11-4",2025
2024-11-04,"nc",FALSE,"NJIT","Penn","PennNJIT11-4",2025
2024-11-04,"nc",FALSE,"UCF","Texas A&M","Texas A&MUCF11-4",2025
2024-11-04,"nc",FALSE,"Coastal Carolina","Western Michigan","Western MichiganCoastal Carolina11-4",2025
2024-11-04,"nc",FALSE,"Marquette","Stony Brook","Stony BrookMarquette11-4",2025
2024-11-04,"nond1",FALSE,"North Carolina A&T","Cheyney","CheyneyNorth Carolina A&T11-4",2025
2024-11-04,"nond1",FALSE,"Fort Wayne","Bluffton","BlufftonPurdue Fort Wayne11-4",2025
2024-11-04,"nc",TRUE,"Texas","Ohio St.","Ohio St.Texas11-4",2025
2024-11-04,"nc",FALSE,"Kentucky","Wright St.","Wright St.Kentucky11-4",2025
2024-11-04,"nond1",FALSE,"Wofford","Erskine","ErskineWofford11-4",2025
2024-11-04,"nc",FALSE,"Georgia Southern","Northern Illinois","Northern IllinoisGeorgia Southern11-4",2025
2024-11-04,"nc",FALSE,"Michigan St.","Monmouth","MonmouthMichigan St.11-4",2025
2024-11-04,"nc",FALSE,"Oregon","UC Riverside","UC RiversideOregon11-4",2025
2024-11-04,"nc",FALSE,"Villanova","Lafayette","LafayetteVillanova11-4",2025
2024-11-04,"nc",TRUE,"Indiana St.","Florida Atlantic","Florida AtlanticIndiana St.11-4",2025
2024-11-04,"nond1",FALSE,"UMass Lowell","Rivier","RivierUMass Lowell11-4",2025
2024-11-04,"nc",FALSE,"Michigan","Cleveland St.","Cleveland St.Michigan11-4",2025
2024-11-04,"nc",FALSE,"UNC Greensboro","Florida Gulf Coast","Florida Gulf CoastUNC Greensboro11-4",2025
2024-11-04,"nc",FALSE,"St. John's","Fordham","FordhamSt. John's11-4",2025
2024-11-04,"nc",FALSE,"Louisiana Lafayette","Kent St.","Kent St.Louisiana11-4",2025
2024-11-04,"nc",FALSE,"Cal Baptist","Incarnate Word","Incarnate WordCal Baptist11-4",2025
2024-11-04,"nc",TRUE,"Valparaiso","Liberty","LibertyValparaiso11-4",2025
2024-11-04,"nond1",FALSE,"South Carolina St.","Morris","MorrisSouth Carolina St.11-4",2025
2024-11-04,"nc",FALSE,"Princeton","Iona","IonaPrinceton11-4",2025
2024-11-04,"nond1",FALSE,"Louisiana Tech","LSU-Alexandria","LSU-AlexandriaLouisiana Tech11-4",2025
2024-11-04,"nc",TRUE,"South Dakota St.","McNeese St.","McNeese St.South Dakota St.11-4",2025
2024-11-04,"nc",FALSE,"Temple","Sacred Heart","Sacred HeartTemple11-4",2025
2024-11-04,"nc",FALSE,"Oregon St.","Utah Tech","Utah TechOregon St.11-4",2025
2024-11-04,"nc",FALSE,"Troy","Toledo","ToledoTroy11-4",2025
2024-11-04,"nc",FALSE,"Saint Mary's","Towson","TowsonSaint Mary's11-4",2025
2024-11-04,"nond1",FALSE,"Belmont","Maryville TN","Maryville TNBelmont11-4",2025
2024-11-04,"nond1",FALSE,"UMBC","Penn State York","Penn State YorkUMBC11-4",2025
2024-11-04,"nond1",FALSE,"Morgan St.","Frostburg St.","Frostburg St.Morgan St.11-4",2025
2024-11-04,"nond1",FALSE,"Murray St.","Bethel (TN)","Bethel (TN)Murray St.11-4",2025
2024-11-04,"nc",FALSE,"Wisconsin","Holy Cross","Holy CrossWisconsin11-4",2025
2024-11-04,"nond1",FALSE,"Stephen F. Austin","Dallas","DallasStephen F. Austin11-4",2025
2024-11-04,"nond1",FALSE,"Eastern Kentucky","Alice Lloyd","Alice LloydEastern Kentucky11-4",2025
2024-11-04,"nond1",FALSE,"UNC Wilmington","Mount Olive","Mount OliveUNC Wilmington11-4",2025
2024-11-04,"nc",FALSE,"Arizona","Canisius","CanisiusArizona11-4",2025
2024-11-04,"nond1",FALSE,"Davidson","William Peace","William PeaceDavidson11-4",2025
2024-11-04,"nc",FALSE,"Saint Joseph's","Navy","NavySaint Joseph's11-4",2025
2024-11-04,"nond1",FALSE,"Longwood","Randolph","RandolphLongwood11-4",2025
2024-11-04,"nc",FALSE,"Air Force","North Alabama","North AlabamaAir Force11-4",2025
2024-11-04,"nond1",FALSE,"VMI","Washington Col.","Washington Col.VMI11-4",2025
2024-11-04,"nond1",FALSE,"Utah Valley","Western Colo.","Western Colo.Utah Valley11-4",2025
2024-11-04,"nond1",FALSE,"East Carolina","N.C. Wesleyan","N.C. WesleyanEast Carolina11-4",2025
2024-11-04,"nc",TRUE,"Santa Clara","Saint Louis","Saint LouisSanta Clara11-4",2025
2024-11-04,"nond1",FALSE,"Campbell","Pfeiffer","PfeifferCampbell11-4",2025
2024-11-04,"nc",FALSE,"SMU","Tarleton St.","Tarleton St.SMU11-4",2025
2024-11-04,"nond1",FALSE,"Northwestern St.","Dallas Christian","Dallas ChristianNorthwestern St.11-4",2025
2024-11-04,"nc",FALSE,"Syracuse","Le Moyne","Le MoyneSyracuse11-4",2025
2024-11-04,"nc",FALSE,"Nevada","Sam Houston St.","Sam Houston St.Nevada11-4",2025
2024-11-04,"nc",FALSE,"Colorado St.","North Dakota","North DakotaColorado St.11-4",2025
2024-11-04,"nond1",FALSE,"St. Thomas","North Central (MN)","North Central (MN)St. Thomas11-4",2025
2024-11-04,"nc",FALSE,"Utah","Alcorn St.","Alcorn St.Utah11-4",2025
2024-11-04,"nc",FALSE,"Siena","Brown","BrownSiena11-4",2025
2024-11-04,"nond1",FALSE,"Northern Iowa","Dubuque","DubuqueNorthern Iowa11-4",2025
2024-11-04,"nc",FALSE,"Florida St.","Northern Kentucky","Northern KentuckyFlorida St.11-4",2025
2024-11-04,"nond1",FALSE,"Hampton","Mid-Atlantic Christ.","Mid-Atlantic Christ.Hampton11-4",2025
2024-11-04,"nond1",FALSE,"Cornell","Marywood","MarywoodCornell11-4",2025
2024-11-04,"nc",FALSE,"Loyola MD","Columbia","ColumbiaLoyola MD11-4",2025
2024-11-04,"nc",FALSE,"Memphis","Missouri","MissouriMemphis11-4",2025
2024-11-04,"nc",FALSE,"George Washington","Mercyhurst","MercyhurstGeorge Washington11-4",2025
2024-11-04,"nc",FALSE,"La Salle","American","AmericanLa Salle11-4",2025
2024-11-04,"nc",FALSE,"Colorado","Eastern Washington","Eastern WashingtonColorado11-4",2025
2024-11-04,"nc",FALSE,"St. Bonaventure","Cal St. Northridge","Cal St. NorthridgeSt. Bonaventure11-4",2025
2024-11-04,"nond1",FALSE,"Montana","Hawaii Hilo","Hawaii HiloMontana11-4",2025
2024-11-04,"nc",FALSE,"Miami FL","Fairleigh Dickinson","Fairleigh DickinsonMiami FL11-4",2025
2024-11-04,"nc",FALSE,"Illinois St.","Tennessee Martin","Tennessee MartinIllinois St.11-4",2025
2024-11-04,"nc",FALSE,"Providence","Central Connecticut","Central ConnecticutProvidence11-4",2025
2024-11-04,"nc",FALSE,"West Virginia","Robert Morris","Robert MorrisWest Virginia11-4",2025
2024-11-04,"nc",FALSE,"Oklahoma","Lindenwood","LindenwoodOklahoma11-4",2025
2024-11-04,"nc",FALSE,"UCLA","Rider","RiderUCLA11-4",2025
2024-11-04,"nc",TRUE,"South Florida","Florida","FloridaSouth Florida11-4",2025
2024-11-04,"nc",FALSE,"Old Dominion","Buffalo","BuffaloOld Dominion11-4",2025
2024-11-04,"nc",FALSE,"Louisville","Morehead St.","Morehead St.Louisville11-4",2025
2024-11-04,"nc",FALSE,"Wake Forest","Coppin St.","Coppin St.Wake Forest11-4",2025
2024-11-04,"nc",FALSE,"Bradley","Southeast Missouri St.","Southeast Missouri St.Bradley11-4",2025
2024-11-04,"nond1",FALSE,"UTEP","Sul Ross St.","Sul Ross St.UTEP11-4",2025
2024-11-04,"nond1",FALSE,"Austin Peay","Union TN","Union TNAustin Peay11-4",2025
2024-11-04,"nond1",FALSE,"UC Santa Barbara","San Francisco St.","San Francisco St.UC Santa Barbara11-4",2025
2024-11-04,"nc",FALSE,"Texas St.","Eastern Michigan","Eastern MichiganTexas St.11-4",2025
2024-11-04,"nc",FALSE,"George Mason","North Carolina Central","North Carolina CentralGeorge Mason11-4",2025
2024-11-04,"nc",FALSE,"Xavier","Texas Southern","Texas SouthernXavier11-4",2025
2024-11-04,"nond1",FALSE,"Milwaukee","Lakeland","LakelandMilwaukee11-4",2025
2024-11-04,"nond1",FALSE,"Jacksonville St.","LaGrange","LaGrangeJacksonville St.11-4",2025
2024-11-04,"nc",FALSE,"VCU","Bellarmine","BellarmineVCU11-4",2025
2024-11-04,"nond1",FALSE,"Pacific","Jessup","JessupPacific11-4",2025
2024-11-04,"nond1",FALSE,"UC Irvine","Chapman","ChapmanUC Irvine11-4",2025
2024-11-04,"nond1",FALSE,"Nebraska Omaha","Mid-Amer. Christian","Mid-Amer. ChristianNebraska Omaha11-4",2025
2024-11-04,"nc",FALSE,"Boston College","The Citadel","The CitadelBoston College11-4",2025
2024-11-04,"nc",FALSE,"Purdue","Texas A&M Corpus Chris","Texas A&M Corpus ChrisPurdue11-4",2025
2024-11-04,"nc",FALSE,"Vanderbilt","Maryland Eastern Shore","Maryland Eastern ShoreVanderbilt11-4",2025
2024-11-04,"nc",FALSE,"South Carolina","North Florida","North FloridaSouth Carolina11-4",2025
2024-11-04,"nc",FALSE,"UAB","Vermont","VermontUAB11-4",2025
2024-11-04,"nond1",FALSE,"Drexel","Georgian Court","Georgian CourtDrexel11-4",2025
2024-11-04,"nond1",FALSE,"Dartmouth","VTSU Lyndon","VTSU LyndonDartmouth11-4",2025
2024-11-04,"nc",FALSE,"California","Cal St. Bakersfield","Cal St. BakersfieldCalifornia11-4",2025
2024-11-04,"nc",FALSE,"Kansas","Howard","HowardKansas11-4",2025
2024-11-04,"nond1",FALSE,"Norfolk St.","Penn St.-Wilkes Barre","Penn St.-Wilkes BarreNorfolk St.11-4",2025
2024-11-04,"nond1",FALSE,"East Tennessee St.","Newberry","NewberryEast Tennessee St.11-4",2025
2024-11-04,"nc",FALSE,"Loyola Chicago","Chicago St.","Chicago St.Loyola Chicago11-4",2025
2024-11-04,"nc",FALSE,"Appalachian St.","Miami OH","Miami OHAppalachian St.11-4",2025
2024-11-04,"nond1",FALSE,"Long Beach St.","La Verne","La VerneLong Beach St.11-4",2025
2024-11-04,"nond1",FALSE,"Northern Arizona","Park (AZ)","Park (AZ)Northern Arizona11-4",2025
2024-11-04,"nc",FALSE,"Mississippi","LIU Brooklyn","LIUMississippi11-4",2025
2024-11-04,"nc",FALSE,"Pittsburgh","Radford","RadfordPittsburgh11-4",2025
2024-11-04,"nc",FALSE,"Houston","Jackson St.","Jackson St.Houston11-4",2025
2024-11-04,"nond1",FALSE,"Hofstra","Old Westbury","Old WestburyHofstra11-4",2025
2024-11-05,"nc",FALSE,"Washington","UC Davis","UC DavisWashington11-5",2025
2024-11-05,"nc",FALSE,"Arizona St.","Idaho St.","Idaho St.Arizona St.11-5",2025
2024-11-05,"nc",FALSE,"North Texas","Evansville","EvansvilleNorth Texas11-5",2025
2024-11-05,"nc",FALSE,"Kansas St.","New Orleans","New OrleansKansas St.11-5",2025
2024-11-05,"nond1",FALSE,"Kennesaw St.","Toccoa Falls","Toccoa FallsKennesaw St.11-5",2025
2024-11-05,"nc",FALSE,"Texas Tech","Bethune Cookman","Bethune CookmanTexas Tech11-5",2025
2024-11-05,"nc",FALSE,"Rice","FIU","FIURice11-5",2025
2024-11-05,"nond1",FALSE,"Sacramento St.","Cal Maritime","Cal MaritimeSacramento St.11-5",2025
2024-11-05,"nc",FALSE,"San Francisco","Cal Poly","Cal PolySan Francisco11-5",2025
2024-11-05,"nc",FALSE,"BYU","Central Arkansas","Central ArkansasBYU11-5",2025
2024-11-05,"nond1",FALSE,"Colgate","SUNY Canton","SUNY CantonColgate11-5",2025
2024-11-06,"nc",FALSE,"Notre Dame","Stonehill","StonehillNotre Dame11-6",2025
2024-11-06,"nc",FALSE,"Georgetown","Lehigh","LehighGeorgetown11-6",2025
2024-11-06,"nc",FALSE,"Boise St.","Oakland","OaklandBoise St.11-6",2025
2024-11-06,"nond1",FALSE,"Wright St.","Ohio Christian","Ohio ChristianWright St.11-6",2025
2024-11-06,"nc",FALSE,"San Diego St.","UC San Diego","UC San DiegoSan Diego St.11-6",2025
2024-11-06,"nc",FALSE,"Morgan St.","Mercyhurst","MercyhurstMorgan St.11-6",2025
2024-11-06,"nond1",FALSE,"Eastern Illinois","Earlham","EarlhamEastern Illinois11-6",2025
2024-11-06,"nond1",FALSE,"Morehead St.","Boyce","BoyceMorehead St.11-6",2025
2024-11-06,"nc",FALSE,"San Diego","Rider","RiderSan Diego11-6",2025
2024-11-06,"nond1",FALSE,"Arkansas Pine Bluff","Champion Chris.","Champion Chris.Arkansas Pine Bluff11-6",2025
2024-11-06,"nc",FALSE,"Minnesota","Oral Roberts","Oral RobertsMinnesota11-6",2025
2024-11-06,"nc",FALSE,"Pepperdine","Western Illinois","Western IllinoisPepperdine11-6",2025
2024-11-06,"nond1",FALSE,"Cleveland St.","Baldwin Wallace","Baldwin WallaceCleveland St.11-6",2025
2024-11-06,"nc",FALSE,"Virginia","Campbell","CampbellVirginia11-6",2025
2024-11-06,"nond1",FALSE,"Presbyterian","Carolina Christian","Carolina ChristianPresbyterian11-6",2025
2024-11-06,"nc",FALSE,"Georgia Tech","West Georgia","West GeorgiaGeorgia Tech11-6",2025
2024-11-06,"nond1",FALSE,"Portland","Lewis & Clark","Lewis & ClarkPortland11-6",2025
2024-11-06,"nc",FALSE,"Utah St.","Alcorn St.","Alcorn St.Utah St.11-6",2025
2024-11-06,"nc",FALSE,"Connecticut","Sacred Heart","Sacred HeartConnecticut11-6",2025
2024-11-06,"nc",FALSE,"Eastern Washington","Seattle","SeattleEastern Washington11-6",2025
2024-11-06,"nc",FALSE,"Le Moyne","Cal St. Northridge","Cal St. NorthridgeLe Moyne11-6",2025
2024-11-06,"nc",FALSE,"Indiana","SIU Edwardsville","SIU EdwardsvilleIndiana11-6",2025
2024-11-06,"nc",FALSE,"South Dakota","Texas A&M Commerce","Texas A&M CommerceSouth Dakota11-6",2025
2024-11-06,"nc",FALSE,"High Point","Coppin St.","Coppin St.High Point11-6",2025
2024-11-06,"nc",FALSE,"Rutgers","Wagner","WagnerRutgers11-6",2025
2024-11-06,"nond1",FALSE,"USC Upstate","Piedmont","PiedmontUSC Upstate11-6",2025
2024-11-06,"nond1",FALSE,"New Hampshire","UMass Boston","UMass BostonNew Hampshire11-6",2025
2024-11-06,"nond1",FALSE,"Richmond","Mount Olive","Mount OliveRichmond11-6",2025
2024-11-06,"nc",FALSE,"LSU","Louisiana Monroe","Louisiana MonroeLSU11-6",2025
2024-11-06,"nc",FALSE,"Creighton","UT Rio Grande Valley","UT Rio Grande ValleyCreighton11-6",2025
2024-11-06,"nc",FALSE,"Auburn","Vermont","VermontAuburn11-6",2025
2024-11-06,"nond1",FALSE,"Appalachian St.","St. Andrews","St. AndrewsAppalachian St.11-6",2025
2024-11-06,"nond1",FALSE,"Maine","Me.-Fort Kent","Me.-Fort KentMaine11-6",2025
2024-11-06,"nc",FALSE,"Villanova","Columbia","ColumbiaVillanova11-6",2025
2024-11-06,"nond1",FALSE,"Norfolk St.","Virginia-Lynchburg","Virginia-LynchburgNorfolk St.11-6",2025
2024-11-06,"nond1",FALSE,"Texas Southern","TAMU-San Antonio","TAMU-San AntonioTexas Southern11-6",2025
2024-11-06,"nc",FALSE,"Arkansas","Lipscomb","LipscombArkansas11-6",2025
2024-11-07,"nond1",FALSE,"Mercer","Virginia-Lynchburg","Virginia-LynchburgMercer11-7",2025
2024-11-07,"nc",FALSE,"Stetson","Nebraska Omaha","Nebraska OmahaStetson11-7",2025
2024-11-07,"nc",FALSE,"Saint Mary's","Chattanooga","ChattanoogaSaint Mary's11-7",2025
2024-11-07,"nond1",FALSE,"Northern Illinois","Holy Cross IN","Holy Cross INNorthern Illinois11-7",2025
2024-11-07,"nc",FALSE,"Iowa","Southern","SouthernIowa11-7",2025
2024-11-07,"nond1",FALSE,"North Alabama","Point","PointNorth Alabama11-7",2025
2024-11-07,"nond1",FALSE,"Tennessee Martin","Ky. Christian","Ky. ChristianTennessee Martin11-7",2025
2024-11-07,"nond1",FALSE,"Quinnipiac","WPI","WPIQuinnipiac11-7",2025
2024-11-07,"nc",FALSE,"North Florida","Charleston Southern","Charleston SouthernNorth Florida11-7",2025
2024-11-07,"nc",FALSE,"Southern Indiana","Bucknell","BucknellSouthern Indiana11-7",2025
2024-11-07,"nc",FALSE,"UAB","Southern Miss","Southern MissUAB11-7",2025
2024-11-07,"nc",FALSE,"USC","Idaho St.","Idaho St.USC11-7",2025
2024-11-07,"nc",FALSE,"North Dakota St.","Illinois St.","Illinois St.North Dakota St.11-7",2025
2024-11-07,"nond1",FALSE,"The Citadel","Erskine","ErskineThe Citadel11-7",2025
2024-11-07,"nond1",FALSE,"Western Michigan","Davenport","DavenportWestern Michigan11-7",2025
2024-11-07,"nc",FALSE,"Wisconsin","Montana St.","Montana St.Wisconsin11-7",2025
2024-11-07,"nc",FALSE,"Michigan St.","Niagara","NiagaraMichigan St.11-7",2025
2024-11-07,"nond1",FALSE,"Louisiana Lafayette","Texas-Dallas","Texas-DallasLouisiana11-7",2025
2024-11-07,"nc",FALSE,"Wake Forest","North Carolina A&T","North Carolina A&TWake Forest11-7",2025
2024-11-07,"nond1",FALSE,"Tennessee Tech","Bryan","BryanTennessee Tech11-7",2025
2024-11-07,"nond1",FALSE,"Indiana St.","Eureka","EurekaIndiana St.11-7",2025
2024-11-07,"nond1",FALSE,"Portland St.","Evergreen St.","Evergreen St.Portland St.11-7",2025
2024-11-07,"nond1",FALSE,"Alabama A&M","Oakwood","OakwoodAlabama A&M11-7",2025
2024-11-07,"nc",FALSE,"Loyola Chicago","Detroit","Detroit MercyLoyola Chicago11-7",2025
2024-11-07,"nc",FALSE,"Utah","Central Arkansas","Central ArkansasUtah11-7",2025
2024-11-07,"nond1",FALSE,"Mississippi Valley St.","MUW","MUWMississippi Valley St.11-7",2025
2024-11-07,"nc",FALSE,"Northern Iowa","Milwaukee","MilwaukeeNorthern Iowa11-7",2025
2024-11-07,"nc",FALSE,"California","Cal Poly","Cal PolyCalifornia11-7",2025
2024-11-07,"nc",FALSE,"DePaul","Prairie View A&M","Prairie View A&MDePaul11-7",2025
2024-11-07,"nond1",FALSE,"Fairleigh Dickinson","Purchase","PurchaseFairleigh Dickinson11-7",2025
2024-11-07,"nond1",FALSE,"Lindenwood","UHSP","UHSPLindenwood11-7",2025
2024-11-07,"nond1",FALSE,"Binghamton","SUNY Oneonta","SUNY OneontaBinghamton11-7",2025
2024-11-07,"nc",FALSE,"Florida","Jacksonville","JacksonvilleFlorida11-7",2025
2024-11-07,"nc",FALSE,"Idaho","UC Davis","UC DavisIdaho11-7",2025
2024-11-07,"nond1",FALSE,"North Texas","Wayland Baptist","Wayland BaptistNorth Texas11-7",2025
