team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
DePaul,107.69,100.81,0.681292,66.53,6.88,50.9,49.3,17.8,18.2,30.0,31.1,36.6,37.7,-3.963,0,2026-02-13
UT Rio Grande Valley,109.11,105.19,0.603629,67.15,3.92,54.3,48.6,18.4,17.2,29.1,31.4,28.6,38.2,-6.456,0,2026-02-13
Chicago St.,99.57,118.84,0.115661,66.28,-19.27,45.1,57.2,16.2,20.0,28.6,35.3,31.0,37.7,-14.456,0,2026-02-13
South Dakota,105.15,114.93,0.264614,70.31,-9.77,50.3,55.8,17.2,16.5,30.3,30.5,43.6,30.0,-9.197,0,2026-02-13
Montana St.,108.69,106.34,0.562454,65.92,2.35,52.2,51.4,15.3,16.2,28.2,29.3,30.9,30.6,-6.523,0,2026-02-13
Oklahoma St.,114.88,103.97,0.75909,72.56,10.91,52.8,51.8,16.6,17.2,30.5,30.1,39.3,33.0,0.324,0,2026-02-13
Wagner,102.61,119.13,0.152352,65.59,-16.52,50.4,52.4,18.6,15.2,31.7,30.7,31.4,44.7,-12.261,0,2026-02-13
Bethune Cookman,103.19,107.25,0.390822,68.63,-4.06,50.0,49.9,18.5,15.8,29.2,31.5,39.7,39.3,-4.924,0,2026-02-13
Wofford,109.33,114.77,0.363906,68.01,-5.44,52.1,53.2,13.7,15.3,29.8,29.9,36.7,34.4,-5.937,0,2026-02-13
Cal Poly,106.38,113.37,0.324772,73.82,-6.99,51.5,54.5,21.5,16.8,30.6,30.5,36.2,33.5,-11.034,0,2026-02-13
Towson,101.35,104.18,0.421311,63.79,-2.84,45.8,50.2,16.4,15.9,36.0,26.9,30.3,30.6,-7.065,0,2026-02-13
Delaware St.,87.81,111.76,0.058751,66.49,-23.95,42.4,54.2,19.8,20.3,26.2,30.9,33.0,38.7,-14.336,0,2026-02-13
Norfolk St.,97.58,114.82,0.133426,68.31,-17.24,47.9,51.5,19.5,18.7,31.4,32.7,44.1,43.3,-10.747,0,2026-02-13
Vermont,106.09,113.68,0.311227,64.86,-7.59,53.5,51.5,14.6,14.4,26.8,22.5,30.6,37.5,-7.887,0,2026-02-13
Liberty,117.81,108.73,0.715595,64.1,9.08,60.0,51.5,13.4,17.8,19.3,32.2,30.4,25.7,0.524,0,2026-02-13
UNC Wilmington,110.06,107.08,0.578393,64.53,2.98,51.1,47.4,15.1,15.1,34.9,27.0,42.5,29.3,-1.616,0,2026-02-13
Le Moyne,101.28,112.07,0.237792,69.3,-10.8,52.7,49.5,19.7,15.4,26.3,30.7,40.6,33.8,-10.033,0,2026-02-13
Presbyterian,102.6,113.42,0.239844,63.77,-10.83,50.5,51.8,19.8,15.5,34.4,30.5,40.1,36.4,-10.694,0,2026-02-13
Michigan,127.16,89.91,0.981773,72.74,37.25,58.5,43.2,16.6,16.6,36.8,27.8,39.5,27.2,9.051,0,2026-02-13
Bellarmine,112.12,124.53,0.230278,64.71,-12.41,59.1,58.8,16.1,15.0,21.1,34.2,35.2,32.8,-10.21,0,2026-02-13
East Carolina,100.64,110.5,0.254476,68.67,-9.86,45.3,52.1,17.0,16.6,32.5,32.6,38.9,33.5,-11.289,0,2026-02-13
Northwestern,116.41,104.12,0.782927,66.14,12.29,51.1,49.7,12.3,16.2,27.8,34.2,35.1,36.3,-4.517,0,2026-02-13
Eastern Illinois,93.58,108.75,0.150786,65.81,-15.18,45.5,50.6,19.3,19.5,26.5,35.2,32.8,37.3,-11.799,0,2026-02-13
Buffalo,111.63,115.1,0.412872,66.54,-3.47,55.6,54.0,16.3,17.6,28.0,31.0,40.9,30.9,-7.091,0,2026-02-13
Northern Kentucky,107.18,109.95,0.427019,69.41,-2.78,52.9,54.5,16.5,19.3,31.9,33.2,35.3,37.3,-7.654,0,2026-02-13
Valparaiso,105.88,105.11,0.52087,65.36,0.77,46.6,49.8,15.9,16.9,32.4,30.2,37.7,36.4,-7.389,0,2026-02-13
Mercyhurst,98.94,109.11,0.245165,63.57,-10.17,48.6,49.6,15.1,19.6,26.9,32.0,23.9,40.5,-10.576,0,2026-02-13
Elon,111.52,116.44,0.378383,67.13,-4.92,53.7,53.8,15.8,16.3,33.2,33.6,34.0,34.8,-9.293,0,2026-02-13
Appalachian St.,104.52,104.08,0.512054,62.7,0.44,50.1,46.3,15.2,14.3,30.8,28.9,35.8,31.0,-5.796,0,2026-02-13
West Georgia,102.36,116.08,0.190573,68.73,-13.72,48.8,55.0,15.6,15.2,31.8,29.9,29.8,36.6,-9.331,0,2026-02-13
Cleveland St.,109.94,121.19,0.245898,68.95,-11.25,53.9,55.3,18.6,14.6,28.9,38.1,41.9,33.6,-12.067,0,2026-02-13
Mississippi St.,110.17,101.74,0.714129,68.99,8.43,50.1,48.9,16.2,13.0,31.3,29.6,31.5,31.5,-3.873,0,2026-02-13
Utah Tech,109.7,110.11,0.48929,66.55,-0.41,52.8,50.9,17.8,17.8,29.3,34.4,29.1,33.9,-5.407,0,2026-02-13
St. John's,121.37,96.96,0.929736,70.14,24.41,52.2,48.5,15.2,19.8,37.4,31.4,44.0,32.2,3.49,0,2026-02-13
Long Beach St.,105.98,111.54,0.357128,67.89,-5.56,50.7,54.3,17.7,17.8,26.4,28.7,30.7,42.6,-11.866,0,2026-02-13
Samford,107.23,114.44,0.32121,66.68,-7.21,52.0,51.8,13.0,12.9,25.5,26.7,43.0,33.3,-8.483,0,2026-02-13
Eastern Washington,110.44,113.32,0.426574,68.19,-2.88,52.1,56.0,18.1,16.7,31.3,32.4,33.9,37.8,-11.368,0,2026-02-13
Kansas St.,113.18,106.72,0.662911,71.7,6.46,53.9,52.0,17.1,17.1,31.4,33.7,25.3,35.7,-5.057,0,2026-02-13
Pepperdine,100.53,109.8,0.265999,67.69,-9.28,46.1,53.8,18.9,16.9,27.2,34.0,34.2,28.0,-13.173,0,2026-02-13
Charleston,105.24,107.99,0.426265,68.41,-2.75,50.5,49.3,16.2,14.2,29.8,31.4,42.9,27.1,-6.222,0,2026-02-13
UC San Diego,106.04,102.58,0.594181,67.87,3.46,53.1,48.2,16.7,16.7,26.4,28.0,31.3,31.1,-5.117,0,2026-02-13
Grambling St.,98.26,106.66,0.280263,66.78,-8.4,49.4,50.2,21.6,20.5,30.1,33.2,44.9,41.0,-8.748,0,2026-02-13
Texas Southern,102.07,114.57,0.209483,68.8,-12.5,49.1,54.0,18.9,16.3,27.8,32.5,39.4,46.2,-10.195,0,2026-02-13
Central Connecticut,106.33,118.89,0.216758,65.14,-12.57,52.3,50.6,16.5,14.1,27.4,30.8,32.8,26.7,-7.727,0,2026-02-13
VMI,98.46,123.39,0.069419,67.03,-24.93,47.5,56.6,16.2,16.7,26.2,38.8,31.1,36.3,-16.849,0,2026-02-13
Auburn,125.75,103.55,0.903219,67.5,22.2,52.7,52.5,14.4,17.2,38.4,31.9,46.5,35.3,1.552,0,2026-02-13
New Orleans,110.5,113.6,0.421073,70.12,-3.1,50.4,49.6,21.0,14.6,34.6,34.8,46.2,40.6,-7.731,0,2026-02-13
Idaho St.,109.92,117.47,0.317809,64.0,-7.55,52.9,54.0,17.5,15.2,33.1,29.9,39.3,35.8,-11.144,0,2026-02-13
Columbia,107.69,111.03,0.413135,67.1,-3.34,54.1,51.0,19.6,14.2,36.7,27.8,30.7,33.1,-4.737,0,2026-02-13
IU Indy,106.64,116.64,0.262891,74.01,-10.0,51.8,57.9,15.7,19.9,29.0,37.0,21.9,47.3,-15.875,0,2026-02-13
Western Carolina,108.68,116.23,0.315941,68.35,-7.55,50.1,55.2,17.5,14.8,34.1,27.9,29.5,40.8,-10.225,0,2026-02-13
Eastern Kentucky,108.14,118.91,0.251289,67.38,-10.77,51.6,55.3,17.4,15.1,33.1,31.7,29.6,37.2,-12.891,0,2026-02-13
Penn,107.97,108.62,0.482619,68.77,-0.66,50.6,52.2,15.9,16.1,31.2,30.8,36.1,28.2,-6.352,0,2026-02-13
South Carolina St.,95.2,117.91,0.07865,68.82,-22.71,45.9,54.8,20.7,17.8,30.6,39.0,39.4,52.7,-12.877,0,2026-02-13
Idaho,107.27,108.91,0.456545,67.4,-1.64,51.4,52.0,15.2,15.7,27.2,25.8,35.3,40.2,-8.322,0,2026-02-13
Stony Brook,104.22,108.26,0.392274,65.44,-4.04,50.4,49.6,17.0,16.5,28.4,31.9,28.9,33.6,-7.635,0,2026-02-13
Evansville,100.38,111.4,0.231896,67.16,-11.02,49.0,54.5,19.5,16.2,23.2,30.3,31.3,32.1,-14.35,0,2026-02-13
Saint Peter's,103.25,108.39,0.36371,65.83,-5.15,45.5,48.5,16.9,20.4,37.3,33.6,37.1,47.2,-5.224,0,2026-02-13
Virginia,121.2,95.54,0.939147,65.31,25.67,54.6,44.8,15.8,16.2,39.8,28.9,34.1,35.7,4.426,0,2026-02-13
UCF,120.92,106.01,0.819551,68.88,14.91,53.9,53.1,16.0,16.2,36.1,27.0,30.5,34.4,2.854,0,2026-02-13
Drexel,102.4,106.15,0.397887,64.21,-3.76,50.8,47.5,18.7,16.8,31.0,31.2,30.0,37.1,-9.995,0,2026-02-13
Charleston Southern,103.67,111.03,0.312412,71.36,-7.36,53.3,47.1,18.9,12.7,30.8,29.6,30.4,44.2,-10.915,0,2026-02-13
Northern Iowa,105.33,96.47,0.73332,62.08,8.87,52.0,46.9,14.6,17.7,21.7,25.1,26.0,30.6,-4.713,0,2026-02-13
South Carolina,111.73,104.78,0.676691,66.36,6.95,51.0,50.3,14.5,14.8,27.7,31.8,37.3,34.4,-4.907,0,2026-02-13
Lamar,106.27,109.8,0.407251,65.1,-3.53,48.9,51.3,17.6,17.3,35.9,28.6,27.7,44.5,-8.962,0,2026-02-13
Kentucky,119.34,100.39,0.879571,67.79,18.95,54.0,47.8,14.6,16.0,34.0,28.9,38.2,35.1,3.009,0,2026-02-13
Lafayette,98.41,113.16,0.167075,66.93,-14.75,48.0,52.7,15.6,15.6,26.6,30.0,31.7,31.5,-14.613,0,2026-02-13
VCU,118.58,105.3,0.796657,69.52,13.28,54.7,48.9,15.8,17.5,33.9,30.4,45.1,34.9,0.231,0,2026-02-13
Wisconsin,123.01,101.57,0.900459,69.2,21.44,53.8,51.0,13.2,14.6,29.9,26.1,34.4,32.6,2.249,0,2026-02-13
Alabama,129.06,101.96,0.937631,73.59,27.1,55.1,48.4,13.0,12.4,31.5,32.8,36.6,35.9,4.594,0,2026-02-13
Tennessee Tech,100.7,119.17,0.126049,67.28,-18.47,49.5,52.5,19.7,15.6,32.2,32.4,34.0,32.3,-13.176,0,2026-02-13
NJIT,99.61,111.36,0.217293,68.44,-11.74,47.3,49.4,16.8,15.5,26.2,32.5,34.1,39.0,-7.967,0,2026-02-13
North Alabama,100.2,120.15,0.110263,65.26,-19.95,48.2,55.4,17.1,14.5,30.1,33.3,36.3,30.3,-13.52,0,2026-02-13
Alabama A&M,101.04,112.84,0.219121,65.84,-11.81,47.6,51.9,17.1,17.0,27.1,29.3,43.8,39.1,-8.047,0,2026-02-13
Cal Baptist,107.07,101.67,0.64433,65.75,5.39,48.3,46.6,18.3,16.5,38.7,26.5,37.8,36.8,-1.771,0,2026-02-13
