team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
Houston,124.6,87.4,.9833,61.9,37.20,52.6,44.4,14.3,22.4,38.8,28.6,26.8,34.9,+4.8,.7741,2025-02-09
Auburn,129.9,92.4,.9805,69.4,37.50,56.1,45.2,13.5,17.6,36.5,29.1,31.6,37.5,+9.1,.8034,2025-02-09
Duke,124.1,90.0,.9758,66.2,34.10,56.6,44.3,15.2,18.2,34.3,26.2,32.5,25.3,+5.3,.7025,2025-02-09
Tennessee,115.7,86.3,.9666,65.0,29.40,52.6,42.3,16.8,19.7,38.0,29.6,31.8,27.4,+6.0,.7569,2025-02-09
Florida,123.0,93.3,.9600,70.2,29.70,53.9,43.9,15.7,17.7,39.8,29.1,31.8,29.3,+5.5,.7453,2025-02-09
Alabama,125.5,95.6,.9581,75.1,29.90,55.7,46.0,17.4,13.8,36.7,29.9,41.9,31.1,+7.8,.8319,2025-02-09
Texas Tech,123.0,95.2,.9498,66.6,27.80,55.7,47.1,15.8,19.0,35.8,29.4,29.1,33.5,+3.5,.7274,2025-02-09
Illinois,120.8,93.7,.9491,72.9,27.10,52.3,44.2,16.0,13.1,37.1,25.1,35.8,27.2,+2.3,.7618,2025-02-09
Arizona,120.7,94.0,.9463,70.8,26.70,53.3,47.1,16.4,18.1,36.6,28.1,35.7,27.6,+4.2,.78,2025-02-09
Purdue,123.2,96.1,.9453,66.6,27.10,56.7,50.3,16.0,19.5,31.0,30.0,37.8,28.3,+5.4,.7976,2025-02-09
Iowa St.,118.6,92.8,.9438,69.8,25.80,54.2,47.9,15.7,22.2,33.7,28.2,38.4,27.0,+3.9,.7326,2025-02-09
Kansas,115.8,90.8,.9426,69.4,25.00,53.5,44.5,16.3,16.1,30.8,26.8,23.4,28.2,+3.6,.7851,2025-02-09
Maryland,118.7,93.7,.9384,70.9,25.00,54.6,47.3,14.7,20.5,32.4,27.1,32.5,27.9,+2.3,.6956,2025-02-09
Gonzaga,122.7,97.4,.9342,71.0,25.30,55.5,47.7,13.6,18.1,33.7,26.1,31.8,29.3,+0.37,.6567,2025-02-09
Michigan,118.8,94.4,.9338,70.8,24.40,57.3,46.4,20.5,17.4,33.6,29.2,36.3,28.5,+3.9,.7877,2025-02-09
Wisconsin,122.2,97.6,.9299,68.3,24.60,54.8,47.6,14.6,15.2,28.4,26.9,35.1,28.2,+4.5,.7414,2025-02-09
UCLA,115.8,92.5,.9296,66.1,23.30,52.9,49.5,15.8,24.2,32.2,29.2,34.0,36.9,+3.4,.7122,2025-02-09
Kentucky,124.8,100.1,.9269,71.7,24.70,56.5,48.9,14.4,13.3,30.0,26.4,33.7,30.6,+3.3,.7705,2025-02-09
St. John's,110.9,89.0,.9262,70.9,21.90,49.4,46.0,15.8,22.3,37.1,28.5,30.7,30.2,+4.3,.6834,2025-02-09
Michigan St.,116.9,93.8,.9261,69.3,23.10,51.7,45.6,17.5,16.3,37.1,25.8,39.3,31.5,+4.1,.748,2025-02-09
Saint Mary's,115.5,93.3,.9208,63.0,22.20,51.4,45.8,14.9,17.7,40.1,25.8,31.5,25.7,+2.7,.617,2025-02-09
Texas A&M,115.0,93.0,.9197,67.1,22.00,48.5,47.3,17.9,20.9,42.5,28.3,41.6,33.8,+5.2,.7835,2025-02-09
Missouri,121.9,98.7,.9189,68.6,23.20,55.8,48.8,15.6,21.1,32.7,31.4,48.9,32.2,+2.3,.6884,2025-02-09
Mississippi,116.1,94.3,.9157,68.7,21.80,52.0,48.4,12.5,21.7,25.6,30.1,35.1,37.2,+4.1,.7517,2025-02-09
Louisville,117.6,96.0,.9117,69.6,21.60,52.3,50.4,15.8,19.0,33.8,25.9,34.2,26.8,+2.9,.6978,2025-02-09
Baylor,120.9,99.0,.9081,65.9,21.90,52.8,52.0,16.0,19.9,36.4,31.1,30.0,33.7,+2.2,.7624,2025-02-09
Marquette,116.6,95.6,.9076,68.6,21.00,51.8,51.0,12.8,23.3,30.5,31.2,26.8,30.7,+3.8,.717,2025-02-09
BYU,119.7,99.1,.8979,67.7,20.60,57.0,50.7,17.5,18.1,33.4,24.9,29.2,30.4,-0.25,.7164,2025-02-09
Mississippi St.,118.4,98.0,.8975,68.0,20.40,52.7,50.8,14.9,19.9,35.2,30.4,31.2,34.2,+3.3,.7429,2025-02-09
West Virginia,110.9,92.3,.8916,64.9,18.60,50.7,45.3,16.2,20.1,26.0,31.5,27.2,30.6,+1.8,.7337,2025-02-09
Clemson,117.9,98.2,.8913,64.8,19.70,54.3,49.6,15.6,19.9,33.2,30.4,28.8,27.4,+2.4,.6621,2025-02-09
New Mexico,113.6,94.7,.8897,74.4,18.90,51.3,48.0,15.4,20.1,31.7,25.7,37.0,35.1,+2.9,.622,2025-02-09
Creighton,115.4,96.5,.8872,68.8,18.90,56.3,45.7,18.4,12.4,25.5,27.2,28.8,16.5,+3.0,.7207,2025-02-09
Texas,116.5,97.5,.8849,67.9,19.00,53.9,47.1,14.0,17.3,29.9,28.7,36.0,33.7,+0.27,.7132,2025-02-09
Ohio St.,115.5,97.0,.8824,68.3,18.50,54.2,46.7,15.4,16.6,28.3,28.9,34.6,40.8,+0.9,.7481,2025-02-09
Connecticut,121.0,101.7,.8805,64.9,19.30,57.0,48.3,16.9,16.4,33.9,27.8,31.1,41.1,+1.1,.6903,2025-02-09
VCU,112.4,95.4,.8677,67.9,17.00,52.1,45.1,16.7,22.1,36.3,29.2,31.5,37.2,-0.21,.5253,2025-02-09
Boise St.,116.7,99.1,.8673,66.9,17.60,53.6,48.5,16.9,15.9,33.0,22.8,39.3,30.8,-0.8,.6123,2025-02-09
Georgia,112.4,95.6,.8661,67.4,16.80,52.4,46.3,19.1,19.1,37.1,30.9,39.7,28.4,+1.1,.7024,2025-02-09
Oregon,115.0,98.1,.8618,69.4,16.90,52.1,49.3,16.4,17.9,30.3,29.8,35.4,29.3,+2.6,.7641,2025-02-09
Nebraska,112.9,96.4,.8606,68.6,16.50,52.5,49.7,16.5,18.0,27.1,27.8,36.8,26.7,+1.6,.7184,2025-02-09
Cincinnati,109.1,93.3,.8584,66.0,15.80,51.6,46.8,15.2,19.5,33.1,29.3,24.6,25.4,-0.24,.7119,2025-02-09
Vanderbilt,116.7,99.9,.8570,70.9,16.80,52.7,52.0,14.2,21.7,31.9,29.8,32.4,36.4,+1.7,.6933,2025-02-09
SMU,117.0,101.1,.8430,70.5,15.90,54.8,46.9,16.4,17.6,37.1,30.5,36.0,31.5,+0.9,.6195,2025-02-09
