team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
UCLA,113.0,93.3,.9008,66.9,19.70,52.7,49.9,17.1,24.5,33.1,28.6,34.7,38.6,+1.4,.7122,2025-01-26
Clemson,117.7,98.1,.8904,65.2,19.60,54.6,49.8,15.8,20.3,33.7,29.3,28.6,28.2,+2.0,.6621,2025-01-26
West Virginia,110.8,92.6,.8872,65.4,18.20,50.1,45.2,15.9,19.8,26.7,30.9,28.1,31.5,+1.6,.7337,2025-01-26
Oregon,115.0,96.3,.8858,69.7,18.70,53.1,47.9,16.6,18.0,30.6,29.6,37.0,27.3,+3.9,.7641,2025-01-26
Texas,115.7,97.3,.8805,67.8,18.40,55.0,46.9,14.1,18.2,29.3,29.8,37.1,32.1,+1.0,.7132,2025-01-26
Creighton,114.5,96.5,.8767,69.1,18.00,56.4,45.6,18.7,12.6,25.2,27.1,28.5,16.8,+1.2,.7207,2025-01-26
Connecticut,121.6,102.9,.8714,64.9,18.70,57.2,48.8,15.4,16.8,33.7,27.3,29.7,42.7,+0.7,.6903,2025-01-26
New Mexico,113.3,95.9,.8711,74.5,17.40,50.6,49.3,15.7,20.5,31.8,26.3,36.6,34.8,+1.8,.622,2025-01-26
Pittsburgh,118.1,100.3,.8672,68.6,17.80,54.5,49.1,14.6,18.0,29.2,30.6,33.7,31.3,+0.6,.6684,2025-01-26
San Diego St.,108.7,92.4,.8656,66.9,16.30,49.4,43.3,16.5,19.9,31.6,31.5,29.9,39.8,+1.3,.6431,2025-01-26
Ohio St.,114.1,97.3,.8620,68.7,16.80,55.3,45.6,16.3,17.2,28.3,29.9,36.4,39.3,-0.02,.7481,2025-01-26
McNeese St.,114.1,97.3,.8613,66.2,16.80,52.3,47.3,16.8,22.5,36.1,32.3,37.7,37.2,-1.1,.4709,2025-01-26
Vanderbilt,115.9,98.9,.8602,71.2,17.00,53.2,50.4,14.0,22.4,32.2,29.1,33.6,35.5,+1.8,.6933,2025-01-26
Georgia,111.7,95.5,.8594,67.5,16.20,52.8,44.9,19.9,18.8,38.1,31.3,41.9,27.7,+1.3,.7024,2025-01-26
Cincinnati,107.9,92.2,.8591,65.9,15.70,51.2,45.0,15.2,18.8,34.2,29.2,24.1,25.8,-0.30,.7119,2025-01-26
VCU,110.8,95.0,.8536,67.9,15.80,51.8,45.1,16.9,22.3,35.0,29.8,33.2,34.7,-0.10,.5253,2025-01-26
Memphis,112.8,97.1,.8483,71.7,15.70,54.3,48.3,20.4,20.0,32.4,34.5,43.6,33.8,+3.4,.6327,2025-01-26
Boise St.,117.4,101.2,.8469,67.1,16.20,53.5,49.9,16.7,15.9,33.2,23.1,39.1,30.0,-1.5,.6123,2025-01-26
Utah St.,119.1,102.7,.8468,69.7,16.40,56.6,51.1,16.7,21.3,34.6,30.0,35.7,30.0,+2.8,.5966,2025-01-26
Oklahoma,117.3,101.3,.8432,68.4,16.00,56.2,49.1,17.4,19.6,28.7,32.3,36.4,31.8,+2.3,.7187,2025-01-26
North Carolina,115.3,99.8,.8402,73.0,15.50,52.9,48.6,14.8,15.4,27.8,27.8,36.6,29.6,+0.18,.7094,2025-01-26
Nebraska,110.9,96.3,.8352,69.1,14.60,52.2,50.1,17.4,18.5,27.5,27.4,36.5,26.7,-0.44,.7184,2025-01-26
Xavier,112.7,98.3,.8291,69.3,14.40,52.6,48.1,16.5,17.4,26.5,27.4,39.0,30.5,-0.6,.6769,2025-01-26
Penn St.,114.5,99.9,.8269,72.2,14.60,54.7,50.7,16.2,21.8,30.7,29.5,38.1,29.8,-1.0,.6562,2025-01-26
SMU,116.4,101.6,.8265,70.8,14.80,54.6,47.7,16.5,17.7,37.6,29.2,36.7,32.6,+0.35,.6195,2025-01-26
Arizona St.,110.0,96.1,.8248,68.7,13.90,52.2,47.5,19.4,16.3,28.2,29.3,36.2,28.2,+0.5,.7866,2025-01-26
North Texas,111.5,97.6,.8209,62.2,13.90,52.7,48.2,17.1,21.4,33.7,27.0,40.2,39.1,-0.03,.5117,2025-01-26
Indiana,112.7,98.8,.8200,69.8,13.90,51.6,49.7,17.2,16.1,33.0,28.9,34.3,27.3,+0.44,.749,2025-01-26
USC,113.3,99.5,.8165,69.5,13.80,53.8,50.7,16.7,18.6,26.8,27.3,38.1,34.3,-0.9,.7217,2025-01-26
Villanova,121.3,106.6,.8165,64.4,14.70,56.2,50.9,15.9,15.6,34.0,27.9,27.7,33.9,-2.6,.6454,2025-01-26
Northwestern,110.7,97.7,.8083,66.2,13.00,50.0,49.2,14.6,20.8,31.1,30.0,33.0,35.4,-0.6,.7294,2025-01-26
Drake,111.7,98.6,.8077,60.2,13.10,54.0,51.4,19.5,22.6,37.2,26.3,42.6,37.9,+1.2,.4992,2025-01-26
Oregon St.,115.5,101.9,.8076,65.1,13.60,56.3,48.8,16.8,18.3,30.7,27.0,37.2,31.4,-1.3,.514,2025-01-26
Santa Clara,114.7,101.6,.8012,69.4,13.10,54.6,50.5,17.3,16.8,33.7,28.1,29.4,32.1,-2.0,.5871,2025-01-26
Iowa,118.4,104.9,.8005,72.4,13.50,58.7,53.6,14.1,20.0,25.0,32.8,28.5,25.8,-0.6,.7086,2025-01-26
Liberty,110.4,98.0,.7979,66.8,12.40,57.8,45.6,15.9,17.7,20.7,28.0,31.3,27.3,-1.1,.4795,2025-01-26
Arkansas,108.1,96.0,.7948,70.0,12.10,52.5,47.6,16.4,18.7,29.1,27.8,30.9,29.2,-1.1,.7278,2025-01-26
TCU,105.9,94.2,.7938,67.5,11.70,48.1,49.7,16.5,19.3,32.1,29.7,32.3,27.9,-1.2,.7495,2025-01-26
Florida St.,110.4,98.3,.7919,71.0,12.10,51.9,47.6,17.3,20.7,31.3,31.1,39.9,38.6,-1.9,.6198,2025-01-26
Dayton,117.3,104.4,.7916,66.7,12.90,54.6,50.8,15.3,18.0,29.0,27.8,38.4,29.1,-0.9,.5916,2025-01-26
Stanford,115.4,102.8,.7909,67.7,12.60,52.0,49.5,15.2,17.5,32.5,26.6,33.0,36.3,-0.7,.6114,2025-01-26
UCF,114.1,101.7,.7895,71.9,12.40,49.4,50.5,17.1,18.8,33.1,34.4,37.6,29.3,+1.0,.7357,2025-01-26
George Mason,105.0,93.9,.7851,66.2,11.10,52.4,43.3,20.9,17.6,34.5,28.5,45.7,29.6,-1.2,.502,2025-01-26
Bradley,112.0,100.1,.7846,66.8,11.90,57.4,45.8,17.9,16.6,27.3,28.7,34.8,35.9,+0.6,.51,2025-01-26
UC Irvine,102.8,91.9,.7839,70.5,10.90,50.6,44.2,18.4,17.7,28.1,25.1,37.3,21.2,+1.2,.482,2025-01-26
San Francisco,110.9,99.2,.7831,68.2,11.70,54.5,48.1,17.6,18.9,29.3,28.8,36.1,35.0,-0.8,.5618,2025-01-26
Washington St.,113.6,102.2,.7724,71.9,11.40,57.1,50.2,20.9,17.5,33.1,31.4,34.6,31.1,-1.4,.5864,2025-01-26
UC San Diego,109.2,98.2,.7723,67.4,11.00,53.6,50.0,14.5,23.9,26.4,27.9,36.6,32.3,-1.0,.4159,2025-01-26
LSU,108.4,97.7,.7676,69.7,10.70,52.7,45.2,19.4,17.6,34.3,32.7,34.2,29.2,-0.8,.6954,2025-01-26
Notre Dame,115.1,103.8,.7662,65.8,11.30,53.8,50.6,15.7,15.0,30.4,25.8,29.9,29.5,-3.7,.6377,2025-01-26
Utah,109.1,98.6,.7625,70.6,10.50,53.3,46.4,17.8,16.3,33.9,30.1,36.4,31.3,-1.4,.6868,2025-01-26
Yale,113.8,103.1,.7571,68.9,10.70,53.3,49.0,15.6,16.6,36.0,23.9,34.2,35.1,-3.2,.4267,2025-01-26
Colorado St.,109.8,99.5,.7563,67.6,10.30,53.9,48.3,17.9,17.3,25.3,25.3,27.5,33.2,-1.9,.6265,2025-01-26
St. Bonaventure,108.8,98.6,.7561,65.0,10.20,51.1,49.2,16.4,18.3,30.2,25.4,33.8,24.0,-2.0,.5049,2025-01-26
Wake Forest,104.9,95.1,.7556,67.9,9.80,49.4,45.9,16.9,21.1,27.3,31.3,34.7,29.0,+1.7,.6405,2025-01-26
South Carolina,107.7,97.7,.7537,66.0,10.00,49.9,48.9,19.1,16.0,32.4,28.1,43.5,29.2,-2.9,.7247,2025-01-26
North Dakota St.,119.5,108.5,.7529,66.2,11.00,59.3,50.2,15.4,10.3,27.0,28.5,35.8,27.6,-2.9,.4002,2025-01-26
Kansas St.,112.0,102.2,.7416,68.1,9.80,52.2,49.9,17.8,17.6,31.2,32.7,29.2,26.6,-3.8,.7327,2025-01-26
Saint Joseph's,109.4,99.8,.7400,69.9,9.60,52.8,46.7,16.5,16.1,28.8,26.4,29.7,26.0,-3.7,.523,2025-01-26
Butler,113.8,104.0,.7388,67.9,9.80,52.5,47.6,16.6,11.4,27.1,29.3,44.2,23.6,-3.6,.704,2025-01-26
Lipscomb,108.1,98.7,.7387,67.3,9.40,54.5,47.9,16.1,17.6,25.7,28.4,29.2,21.9,-3.1,.3833,2025-01-26
Minnesota,109.7,100.6,.7300,63.7,9.10,50.5,49.4,15.8,16.5,30.0,29.1,33.2,30.8,-2.3,.7119,2025-01-26
Georgetown,105.9,97.2,.7286,68.9,8.70,51.4,45.5,19.2,20.4,34.9,30.5,25.6,28.0,-1.5,.6143,2025-01-26
Rutgers,113.3,104.1,.7265,70.2,9.20,50.5,51.4,15.3,17.0,31.0,30.4,35.9,29.7,-2.5,.7207,2025-01-26
Nevada,112.4,103.6,.7184,64.0,8.80,54.5,51.0,17.2,18.6,31.9,26.1,38.1,35.6,-3.7,.6129,2025-01-26
Arkansas St.,107.3,99.1,.7151,70.1,8.20,48.3,44.8,14.6,17.6,31.8,32.1,34.9,37.8,-1.2,.4412,2025-01-26
Grand Canyon,107.0,98.9,.7114,72.5,8.10,49.9,47.1,17.7,21.2,32.0,27.2,44.7,31.0,-2.3,.4181,2025-01-26
Akron,111.8,103.7,.7046,72.7,8.10,53.8,49.1,17.3,18.5,33.3,29.9,24.4,32.6,-2.2,.395,2025-01-26
South Dakota St.,111.3,103.2,.7032,70.3,8.10,54.3,49.3,18.2,13.4,32.9,21.9,29.1,32.0,-3.5,.4382,2025-01-26
Colorado,107.4,100.2,.6887,68.8,7.20,52.3,49.8,21.6,16.8,28.5,27.8,37.8,31.2,-2.8,.7466,2025-01-26
UNLV,110.5,103.5,.6785,66.2,7.00,51.3,51.0,15.7,19.5,28.3,33.7,35.1,31.1,-3.1,.6137,2025-01-26
Samford,112.8,106.0,.6727,70.7,6.80,56.4,51.6,19.1,21.6,33.8,34.6,30.1,37.1,-0.34,.4104,2025-01-26
High Point,116.8,109.7,.6722,67.2,7.10,55.8,48.9,15.6,16.0,33.1,30.4,40.7,36.9,-2.9,.3592,2025-01-26
Providence,110.5,103.8,.6718,66.2,6.70,51.7,47.2,18.3,13.4,34.8,28.4,32.6,33.0,-3.8,.6761,2025-01-26
Middle Tennessee,109.5,103.2,.6639,69.6,6.30,50.9,48.5,16.5,17.2,31.1,29.7,31.2,33.5,-1.8,.5263,2025-01-26
N.C. State,108.1,101.9,.6633,65.0,6.20,49.3,49.8,14.3,20.3,30.4,33.8,34.9,29.8,-4.9,.6215,2025-01-26
St. Thomas,114.7,108.2,.6616,69.3,6.50,58.2,51.5,14.7,18.1,21.1,33.0,34.7,37.1,-2.5,.3993,2025-01-26
UTEP,108.0,101.9,.6591,69.0,6.10,51.2,51.5,17.3,24.7,24.0,35.2,38.0,41.0,-1.7,.5001,2025-01-26
South Alabama,105.9,100.3,.6516,64.3,5.60,51.6,47.3,15.5,21.3,27.0,32.2,31.1,23.5,-2.9,.3912,2025-01-26
Washington,105.9,100.3,.6505,69.6,5.60,49.5,50.0,17.2,18.0,28.7,29.2,36.9,35.0,-2.4,.7045,2025-01-26
Davidson,112.6,107.0,.6420,66.9,5.60,54.5,52.2,14.2,15.0,24.4,26.2,31.3,29.7,-3.2,.4912,2025-01-26
Oklahoma St.,106.5,101.2,.6417,71.2,5.30,48.2,55.0,19.0,21.0,33.7,25.4,43.6,36.7,-2.4,.7153,2025-01-26
Appalachian St.,102.0,97.3,.6311,64.8,4.70,50.6,44.9,18.2,15.5,27.4,29.9,35.7,23.0,-4.3,.3986,2025-01-26
Troy,105.5,100.8,.6283,66.7,4.70,50.3,49.0,22.2,19.9,39.6,32.8,34.5,26.3,-3.0,.424,2025-01-26
Northern Iowa,110.8,105.9,.6274,65.8,4.90,56.7,51.7,15.6,17.7,24.6,25.3,36.7,29.1,-4.8,.5146,2025-01-26
DePaul,109.9,105.3,.6201,68.5,4.60,53.2,51.6,18.1,15.9,29.4,27.7,30.4,28.9,-4.8,.6423,2025-01-26
Illinois St.,112.9,108.4,.6148,65.8,4.50,56.2,53.6,16.4,16.5,25.5,24.0,32.7,31.0,-5.0,.4923,2025-01-26
UAB,114.5,110.1,.6118,70.8,4.40,51.1,51.1,15.1,15.7,38.7,29.0,33.1,30.0,-4.9,.4945,2025-01-26
California,111.7,107.5,.6078,68.5,4.20,49.8,52.7,17.1,15.8,36.1,30.1,39.3,30.9,-3.1,.6285,2025-01-26
Virginia,104.9,101.2,.6018,61.5,3.70,51.1,48.7,17.8,15.7,22.3,29.4,26.1,25.7,-4.3,.6443,2025-01-26
Illinois Chicago,111.2,107.5,.5957,70.0,3.70,53.0,51.5,18.6,15.0,32.9,26.9,36.6,34.0,-3.3,.4856,2025-01-26
UNC Wilmington,110.6,107.3,.5874,66.7,3.30,50.4,50.5,15.8,17.9,35.0,29.7,42.9,31.9,-2.6,.3788,2025-01-26
Louisiana Tech,109.6,106.4,.5847,65.8,3.20,53.7,47.8,19.7,14.3,31.3,29.8,34.2,28.6,-2.7,.4739,2025-01-26
New Mexico St.,105.2,102.1,.5842,66.7,3.10,47.5,46.4,16.9,14.1,32.9,30.2,31.8,40.3,-5.0,.4946,2025-01-26
Western Kentucky,101.9,99.0,.5822,74.2,2.90,47.2,46.5,16.2,17.7,23.1,27.9,35.4,40.4,-3.4,.5167,2025-01-26
Georgia Tech,104.7,101.8,.5820,71.0,2.90,50.5,49.0,17.1,16.3,29.1,28.3,33.6,31.0,-5.2,.6067,2025-01-26
Florida Atlantic,110.7,107.7,.5792,71.3,3.00,52.3,52.1,16.4,17.8,29.6,32.3,32.4,32.7,-5.1,.5293,2025-01-26
Milwaukee,106.7,103.8,.5783,69.7,2.90,51.7,50.5,20.1,18.1,40.8,25.8,38.7,32.9,-3.8,.3964,2025-01-26
Charleston,105.6,102.9,.5739,72.9,2.70,51.7,49.8,16.6,16.9,26.3,28.3,34.0,28.7,-2.0,.4158,2025-01-26
George Washington,105.1,102.4,.5737,69.2,2.70,50.0,46.6,17.5,19.5,31.8,32.9,41.6,28.7,-3.4,.4552,2025-01-26
Cornell,114.1,111.2,.5735,71.7,2.90,59.5,51.9,17.9,15.9,25.1,31.2,31.5,32.5,-4.1,.397,2025-01-26
Kent St.,99.0,96.5,.5735,66.1,2.50,45.0,47.3,17.1,21.1,35.3,27.8,27.2,43.4,-3.5,.427,2025-01-26
Rhode Island,105.2,102.5,.5725,71.9,2.70,51.3,46.9,17.9,16.0,29.6,27.3,42.5,31.5,-3.1,.4664,2025-01-26
Purdue Fort Wayne,113.2,110.4,.5713,69.7,2.80,56.7,54.3,13.3,20.2,22.6,33.8,29.3,27.4,-3.6,.3903,2025-01-26
North Alabama,109.1,106.5,.5666,68.0,2.60,50.7,51.6,13.5,16.9,33.3,28.2,27.8,27.2,-4.1,.3454,2025-01-26
Saint Louis,106.7,104.3,.5647,68.2,2.40,55.5,47.9,18.3,14.7,23.9,28.5,31.7,24.5,-3.9,.5481,2025-01-26
Tulane,106.1,104.0,.5585,68.5,2.10,51.7,47.8,16.2,19.1,27.3,31.6,34.9,35.3,-6.2,.4534,2025-01-26
Temple,108.7,106.5,.5581,70.9,2.20,49.9,49.0,16.6,15.9,33.6,31.2,44.7,34.1,-4.6,.4701,2025-01-26
Utah Valley,103.9,101.9,.5551,69.4,2.00,49.6,49.7,17.5,17.4,31.6,25.7,38.8,31.0,-2.7,.4251,2025-01-26
Belmont,112.6,110.5,.5544,72.2,2.10,54.9,54.3,16.0,17.6,28.4,28.4,28.0,26.5,-2.5,.4933,2025-01-26
Texas A&M Corpus Chris,107.6,105.7,.5520,70.2,1.90,53.3,50.5,17.5,18.2,32.1,31.3,39.1,43.8,-3.1,.3903,2025-01-26
Loyola Marymount,103.0,101.3,.5486,67.9,1.70,49.2,48.2,16.1,15.3,24.4,29.8,28.6,26.7,-3.0,.5381,2025-01-26
Northern Colorado,110.4,108.6,.5484,69.9,1.80,55.6,54.2,15.7,15.8,25.5,22.8,31.6,36.1,-2.4,.39,2025-01-26
James Madison,108.6,107.0,.5437,67.1,1.60,50.8,51.5,18.0,15.6,31.9,26.7,28.5,32.1,-5.4,.4285,2025-01-26
Jacksonville St.,108.6,107.0,.5431,66.2,1.60,50.5,48.7,16.0,11.1,32.6,26.9,31.9,25.4,-3.3,.5011,2025-01-26
Duquesne,104.6,103.1,.5421,65.2,1.50,49.7,49.1,18.0,19.2,33.0,31.6,29.6,39.2,-8.1,.5184,2025-01-26
Bryant,107.1,105.6,.5387,73.9,1.50,50.9,47.8,17.1,16.8,32.8,31.4,30.7,31.9,-5.8,.3335,2025-01-26
Cal St. Northridge,104.1,102.8,.5365,73.4,1.30,51.3,49.3,18.6,21.3,34.1,23.0,36.6,49.0,-3.9,.4063,2025-01-26
Syracuse,107.6,106.4,.5317,70.3,1.20,50.5,52.4,17.4,13.8,30.0,25.2,33.3,30.2,-4.6,.6539,2025-01-26
San Jose St.,109.2,108.0,.5305,66.1,1.20,50.3,51.9,15.7,16.1,28.3,32.1,33.6,28.6,-6.4,.5488,2025-01-26
Murray St.,106.4,105.4,.5271,65.9,1.00,51.4,51.7,17.4,17.5,27.9,26.3,43.5,34.7,-5.7,.5192,2025-01-26
Virginia Tech,107.2,106.3,.5247,65.8,0.90,50.9,52.6,20.5,16.4,33.5,29.1,31.2,32.6,-6.4,.6312,2025-01-26
Florida Gulf Coast,105.9,105.0,.5235,66.4,0.90,53.8,48.9,16.8,15.4,27.4,28.4,22.0,29.6,-6.3,.3873,2025-01-26
Jacksonville,100.7,100.0,.5221,68.9,0.70,50.0,50.0,21.6,19.7,35.1,30.2,28.6,34.8,-2.9,.3957,2025-01-26
Ohio,106.6,105.8,.5215,71.6,0.80,53.4,52.3,16.3,19.1,26.0,29.8,34.1,36.2,-5.1,.4023,2025-01-26
Kennesaw St.,104.3,103.5,.5207,71.9,0.80,48.1,46.9,20.3,15.1,34.6,30.6,39.3,40.2,-4.2,.5198,2025-01-26
Wofford,109.9,109.1,.5205,64.5,0.80,53.0,52.3,17.3,14.3,34.3,26.9,26.5,35.4,-5.8,.4304,2025-01-26
Elon,107.4,106.8,.5183,65.7,0.60,50.0,46.2,18.4,13.1,37.8,31.2,40.9,22.8,-4.2,.3679,2025-01-26
Seattle,105.6,105.0,.5149,66.9,0.60,48.2,53.9,17.8,18.6,30.7,25.8,41.1,32.3,-8.0,.4547,2025-01-26
Wichita St.,106.9,106.4,.5138,70.7,0.50,49.9,51.8,15.7,16.5,30.0,29.1,34.0,27.0,-5.0,.5193,2025-01-26
Chattanooga,110.7,110.2,.5129,67.7,0.50,55.2,52.3,16.4,16.1,25.2,29.1,31.3,33.8,-4.3,.429,2025-01-26
Cal Baptist,108.3,107.9,.5098,67.0,0.40,48.4,50.6,16.5,16.6,33.6,28.6,30.0,32.2,-6.3,.4513,2025-01-26
Merrimack,100.1,100.0,.5039,65.4,0.10,50.0,46.4,15.2,21.6,20.0,38.4,23.7,31.1,-4.6,.3713,2025-01-26
UC Riverside,107.0,107.0,.5019,68.4,0.00,48.2,51.5,16.5,15.1,31.6,28.2,28.3,34.1,-2.3,.4818,2025-01-26
UNC Greensboro,104.9,104.9,.5018,64.7,0.00,50.6,47.7,16.1,17.0,31.7,31.5,29.8,31.2,-4.7,.3754,2025-01-26
Princeton,106.9,106.9,.4999,68.4,0.00,52.9,52.0,15.1,17.7,27.4,25.6,28.8,34.4,-2.1,.4457,2025-01-26
Norfolk St.,107.9,108.0,.4967,67.5,-0.10,52.4,50.2,18.3,18.8,31.3,34.3,37.4,35.0,-4.0,.3327,2025-01-26
Wyoming,103.4,103.6,.4949,65.3,-0.20,50.6,50.6,20.1,15.5,30.5,26.7,32.8,37.2,-4.5,.5675,2025-01-26
Loyola Chicago,105.8,106.1,.4910,68.3,-0.30,52.9,51.2,17.6,19.2,30.5,28.0,35.4,34.2,-4.2,.5049,2025-01-26
Oakland,105.4,105.9,.4880,62.9,-0.50,47.9,51.9,17.8,17.1,34.8,34.9,26.8,27.8,-7.1,.4644,2025-01-26
Wright St.,108.6,109.1,.4878,68.0,-0.50,54.9,51.6,16.7,14.0,26.5,26.7,27.1,33.0,-7.8,.3872,2025-01-26
UC Santa Barbara,106.5,107.1,.4859,65.5,-0.60,54.6,47.7,18.9,16.0,28.8,26.9,28.2,31.6,-4.4,.3921,2025-01-26
Nicholls St.,105.1,105.6,.4853,69.8,-0.50,46.8,48.1,15.6,16.0,30.2,32.5,30.4,40.9,-4.6,.4314,2025-01-26
East Tennessee St.,105.3,106.0,.4822,67.0,-0.70,50.8,50.4,16.9,19.6,38.6,29.9,31.4,39.6,-6.6,.368,2025-01-26
Furman,106.9,107.7,.4795,66.3,-0.80,51.8,49.4,17.3,17.1,30.9,31.8,32.6,30.9,-2.2,.4012,2025-01-26
Miami OH,108.2,109.0,.4786,69.8,-0.80,55.8,54.0,17.9,20.3,27.3,27.2,25.3,34.7,-2.0,.3653,2025-01-26
Southeastern Louisiana,102.0,102.9,.4768,68.6,-0.90,50.0,50.1,19.7,19.7,29.5,30.3,32.9,39.1,-4.6,.4032,2025-01-26
Quinnipiac,101.4,102.3,.4758,71.3,-0.90,46.7,48.3,17.2,18.3,33.8,29.0,28.2,29.2,-5.1,.3197,2025-01-26
Northeastern,103.9,104.8,.4757,69.2,-0.90,51.2,49.9,19.2,17.3,32.3,29.3,28.4,31.5,-6.2,.3823,2025-01-26
Nebraska Omaha,108.4,109.5,.4715,68.5,-1.10,51.7,53.7,16.6,15.6,28.3,25.3,36.0,39.3,-5.0,.438,2025-01-26
Montana St.,105.3,106.4,.4684,67.2,-1.10,52.2,49.7,15.6,15.7,21.4,28.6,29.9,33.4,-8.3,.4401,2025-01-26
Radford,108.4,109.7,.4666,64.6,-1.30,50.2,50.7,18.5,16.3,35.0,29.6,40.7,37.8,-3.6,.4044,2025-01-26
Marshall,103.4,104.8,.4611,69.4,-1.40,49.5,49.1,17.2,17.5,32.7,30.6,39.5,41.1,-6.0,.3795,2025-01-26
East Carolina,105.1,106.6,.4595,67.3,-1.50,47.1,50.8,16.3,18.7,35.3,31.1,35.4,31.3,-5.9,.448,2025-01-26
Boston College,107.0,108.6,.4591,67.4,-1.60,49.7,53.0,17.7,15.2,31.0,28.2,32.9,37.9,-5.6,.6033,2025-01-26
Miami FL,114.4,116.1,.4582,68.2,-1.70,52.5,57.4,15.8,15.0,28.7,29.7,27.7,28.3,-9.8,.6354,2025-01-26
La Salle,102.4,104.0,.4571,71.7,-1.60,46.7,51.6,15.7,17.1,30.8,27.2,30.6,29.3,-5.0,.5201,2025-01-26
Hofstra,97.6,99.2,.4551,64.8,-1.60,48.9,45.0,19.0,16.1,23.5,29.2,26.3,35.3,-6.4,.3873,2025-01-26
