team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
Houston,123.6,86.0,.9848,62.7,37.60,53.1,42.1,14.3,22.4,38.1,28.4,26.1,33.7,+2.8,.7741,2025-01-19
Auburn,131.5,91.9,.9840,69.1,39.60,58.3,44.4,13.5,17.1,35.0,29.1,30.4,35.6,+7.1,.8034,2025-01-19
Duke,123.7,88.8,.9784,66.6,34.90,57.4,42.9,15.1,17.9,34.7,25.4,31.3,25.3,+4.1,.7025,2025-01-19
Illinois,119.9,89.6,.9660,73.6,30.30,52.7,43.1,15.5,14.5,36.1,23.6,36.1,27.5,+2.3,.7618,2025-01-19
Tennessee,116.3,88.0,.9610,65.7,28.30,53.6,42.2,16.9,20.8,39.8,30.2,33.0,25.1,+4.2,.7569,2025-01-19
Florida,122.9,93.3,.9596,70.8,29.60,54.1,42.5,15.3,17.7,40.8,27.5,32.8,30.8,+3.4,.7453,2025-01-19
Iowa St.,120.8,92.0,.9581,70.3,28.80,55.1,46.9,14.7,21.8,34.0,27.2,39.2,24.7,+4.0,.7326,2025-01-19
Alabama,124.9,95.2,.9578,75.2,29.70,54.9,46.1,16.9,13.9,37.3,29.0,42.8,32.2,+5.4,.8319,2025-01-19
Kansas,114.7,89.0,.9484,69.0,25.70,53.2,43.4,15.3,17.2,31.6,25.5,20.8,28.7,+3.1,.7851,2025-01-19
Michigan,121.3,94.4,.9473,71.2,26.90,58.9,45.1,20.2,17.8,35.6,29.5,37.1,29.5,+2.2,.7877,2025-01-19
Texas Tech,123.2,96.4,.9440,66.7,26.80,57.1,46.9,15.9,19.0,37.8,28.6,27.9,31.6,+1.2,.7274,2025-01-19
Arizona,119.3,93.8,.9408,71.2,25.50,53.2,46.4,16.3,18.4,36.8,28.7,37.3,29.3,+0.9,.78,2025-01-19
Purdue,121.5,95.8,.9387,66.2,25.70,56.5,49.2,16.7,18.5,30.0,29.7,37.1,26.3,+4.3,.7976,2025-01-19
Kentucky,125.3,99.0,.9373,72.3,26.30,56.3,48.0,13.6,14.7,31.3,27.6,34.3,31.4,+3.4,.7705,2025-01-19
Maryland,117.5,93.4,.9331,71.1,24.10,55.3,47.4,15.0,21.9,32.6,26.2,31.2,25.8,+0.38,.6956,2025-01-19
Gonzaga,122.9,98.6,.9269,71.9,24.30,55.6,48.9,14.0,17.7,33.6,24.7,31.3,28.1,+0.10,.6567,2025-01-19
Michigan St.,117.2,94.1,.9253,69.9,23.10,52.1,45.9,16.9,17.5,36.8,25.9,39.1,31.8,+3.5,.748,2025-01-19
Marquette,116.3,93.7,.9229,69.0,22.60,52.5,50.1,13.1,23.0,30.1,29.5,26.0,28.3,+3.8,.717,2025-01-19
West Virginia,112.8,91.0,.9221,65.6,21.80,51.7,44.4,16.3,19.8,26.6,30.0,28.9,31.0,+2.7,.7337,2025-01-19
St. John's,112.7,91.2,.9197,71.4,21.50,50.2,46.2,15.6,22.0,38.3,28.8,30.6,30.3,+2.2,.6834,2025-01-19
Mississippi,115.0,93.4,.9162,68.4,21.60,52.5,47.0,13.1,22.8,27.6,29.4,34.7,37.0,+3.6,.7517,2025-01-19
Texas A&M,114.7,93.4,.9140,67.6,21.30,48.4,46.3,17.2,21.8,42.9,30.4,42.9,35.5,+3.2,.7835,2025-01-19
Mississippi St.,119.6,97.5,.9134,68.9,22.10,53.2,50.0,14.3,20.0,36.6,28.0,31.7,34.8,+3.0,.7429,2025-01-19
Wisconsin,120.7,98.6,.9112,69.1,22.10,54.9,47.4,14.8,15.9,28.9,28.0,36.6,29.2,+3.0,.7414,2025-01-19
Baylor,119.7,98.4,.9055,66.5,21.30,53.3,52.3,15.7,21.3,35.8,30.4,26.9,35.6,+0.9,.7624,2025-01-19
Oregon,115.3,94.8,.9053,69.7,20.50,52.9,47.3,16.6,18.5,31.3,30.3,37.1,26.9,+4.3,.7641,2025-01-19
Missouri,121.9,100.2,.9053,68.9,21.70,57.0,48.7,15.5,22.1,33.4,31.7,49.6,28.9,+2.0,.6884,2025-01-19
Saint Mary's,115.4,95.2,.9014,63.8,20.20,50.7,45.9,14.9,18.1,42.4,26.6,33.0,25.7,+0.8,.617,2025-01-19
UCLA,111.6,92.3,.8989,67.1,19.30,52.7,49.2,17.4,24.9,33.5,28.5,34.4,38.9,+0.44,.7122,2025-01-19
Louisville,115.9,96.4,.8930,69.8,19.50,51.4,50.6,16.2,19.5,34.2,26.1,36.5,27.6,+2.4,.6978,2025-01-19
BYU,116.9,97.8,.8858,68.1,19.10,55.7,49.6,17.1,18.3,35.5,22.0,29.4,30.5,-1.3,.7164,2025-01-19
