team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
Tennessee,123.6,85.3,.9862,66.9,38.30,60.5,41.9,18.2,21.4,42.7,27.3,34.1,25.1,+2.0,.7569,2024-12-08
Auburn,134.2,95.0,.9815,69.8,39.20,59.4,45.0,13.3,15.5,34.5,25.9,29.5,32.5,+3.0,.8034,2024-12-08
Duke,120.3,85.7,.9802,68.2,34.60,55.1,43.0,14.9,20.6,32.7,25.7,28.3,27.5,+2.0,.7025,2024-12-08
Houston,122.4,89.3,.9740,63.8,33.10,52.7,43.8,13.9,22.2,37.2,28.0,27.3,38.0,-0.30,.7741,2024-12-08
Gonzaga,128.1,94.4,.9711,71.4,33.70,54.8,45.8,12.4,17.7,35.3,24.1,33.7,30.0,+1.3,.6567,2024-12-08
Alabama,124.1,94.3,.9593,74.8,29.80,55.2,45.4,16.9,13.6,34.1,29.1,42.9,36.3,+2.7,.8319,2024-12-08
Kentucky,121.8,92.8,.9582,74.0,29.00,57.0,43.5,13.2,14.6,31.4,25.4,31.3,25.9,+1.9,.7705,2024-12-08
Iowa St.,127.4,97.1,.9578,71.8,30.30,57.2,47.6,12.9,23.8,31.9,25.6,42.5,27.4,+1.1,.7326,2024-12-08
Maryland,118.5,90.7,.9559,71.9,27.80,55.8,44.3,13.7,22.2,33.2,25.0,32.1,27.7,+0.31,.6956,2024-12-08
Illinois,116.4,89.2,.9552,72.8,27.20,53.6,40.6,14.9,14.6,35.9,22.9,37.0,24.9,+0.20,.7618,2024-12-08
Marquette,120.1,93.3,.9481,71.0,26.80,55.5,49.6,13.3,24.4,30.0,28.6,28.5,28.9,+2.8,.717,2024-12-08
Kansas,114.7,89.7,.9439,70.9,25.00,54.7,47.0,15.1,18.2,28.0,23.0,20.9,35.0,+1.9,.7851,2024-12-08
Michigan,114.9,89.9,.9437,70.8,25.00,57.3,42.4,21.4,21.2,37.2,32.5,33.5,25.1,+1.6,.7877,2024-12-08
Florida,123.0,97.6,.9343,70.9,25.40,54.7,43.4,14.1,19.7,40.6,29.9,33.2,26.2,+1.4,.7453,2024-12-08
Mississippi,121.1,96.2,.9337,69.4,24.90,54.1,48.6,11.5,23.1,29.5,28.8,35.3,38.6,+2.0,.7517,2024-12-08
St. John's,116.3,93.9,.9213,71.4,22.40,53.0,45.6,17.1,20.4,37.7,28.9,32.5,29.4,+0.28,.6834,2024-12-08
Cincinnati,115.7,93.6,.9200,66.6,22.10,59.2,42.1,14.2,18.1,37.2,27.9,21.2,22.7,+0.33,.7119,2024-12-08
Saint Mary's,115.0,93.5,.9155,65.3,21.50,51.4,45.2,17.2,17.2,42.2,28.2,38.8,27.3,+1.3,.617,2024-12-08
Oregon,115.2,93.7,.9151,69.3,21.50,52.0,46.4,15.7,18.4,34.4,29.7,37.1,25.9,+2.9,.7641,2024-12-08
UCLA,111.3,90.7,.9132,67.5,20.60,53.0,43.5,15.8,26.9,36.0,28.8,31.7,30.5,+0.6,.7122,2024-12-08
Purdue,122.1,99.6,.9120,66.2,22.50,57.7,49.2,17.8,15.7,29.6,28.8,43.6,26.4,+2.0,.7976,2024-12-08
Penn St.,117.6,96.2,.9093,73.4,21.40,58.9,48.9,16.9,24.5,33.9,27.6,42.9,32.8,+0.6,.6562,2024-12-08
Texas Tech,120.1,98.3,.9091,68.4,21.80,59.2,47.5,16.5,20.7,36.2,28.1,29.4,31.5,-0.37,.7274,2024-12-08
West Virginia,112.4,92.2,.9069,67.3,20.20,52.7,44.7,17.4,20.3,27.7,31.9,30.7,30.5,+1.0,.7337,2024-12-08
Pittsburgh,116.8,96.3,.9026,69.9,20.50,53.5,47.3,14.3,18.6,30.8,28.5,32.8,30.1,+1.3,.6684,2024-12-08
San Diego St.,109.9,91.0,.8975,67.4,18.90,51.0,41.5,16.1,16.3,27.0,30.6,25.4,36.4,+1.2,.6431,2024-12-08
Michigan St.,117.1,97.1,.8966,69.5,20.00,52.9,47.3,16.9,17.2,35.9,22.0,40.3,29.6,+0.9,.748,2024-12-08
Texas A&M,112.3,93.5,.8923,68.1,18.80,46.9,44.9,17.8,20.5,43.3,30.6,41.9,31.9,+1.7,.7835,2024-12-08
Clemson,111.3,92.7,.8908,66.5,18.60,53.2,46.8,15.6,21.5,35.7,28.6,30.7,26.3,+1.5,.6621,2024-12-08
Ohio St.,114.3,95.3,.8893,69.3,19.00,58.4,43.3,16.4,17.6,30.0,26.9,32.5,37.8,-0.22,.7481,2024-12-08
Baylor,123.7,103.4,.8868,67.0,20.30,54.8,55.9,16.2,22.0,39.5,31.3,27.2,34.9,+0.7,.7624,2024-12-08
Dayton,122.7,102.9,.8831,67.5,19.80,58.1,49.5,13.3,16.1,28.4,23.6,42.9,30.1,+0.5,.5916,2024-12-08
Georgia,116.0,97.4,.8822,68.1,18.60,56.4,44.4,19.8,18.0,42.4,26.4,43.3,25.0,+1.0,.7024,2024-12-08
San Francisco,111.8,94.2,.8775,68.3,17.60,56.7,45.3,19.1,22.0,32.2,28.3,35.7,24.3,-0.40,.5618,2024-12-08
Arizona,116.5,98.3,.8761,73.9,18.20,51.8,48.3,15.7,19.9,40.8,26.7,36.4,32.4,-1.1,.78,2024-12-08
UC Irvine,104.6,88.8,.8678,70.4,15.80,51.8,42.2,19.4,16.5,29.7,22.2,34.6,22.1,+1.4,.482,2024-12-08
Arizona St.,113.6,96.7,.8647,69.6,16.90,55.6,46.4,17.7,15.5,27.6,26.9,42.7,26.8,+2.1,.7866,2024-12-08
Mississippi St.,118.4,100.8,.8636,70.0,17.60,54.5,50.0,13.3,20.7,36.3,27.1,32.8,36.9,+1.0,.7429,2024-12-08
Creighton,113.8,97.0,.8627,71.3,16.80,55.9,43.8,19.5,12.2,27.2,26.4,31.1,17.8,-0.47,.7207,2024-12-08
North Texas,104.5,89.4,.8576,64.8,15.10,47.1,49.7,17.5,24.9,30.7,26.8,35.1,49.4,-0.6,.5117,2024-12-08
Indiana,113.3,96.9,.8574,71.5,16.40,55.8,46.2,19.6,17.0,31.9,30.1,35.6,24.6,+0.23,.749,2024-12-08
Louisville,110.1,94.2,.8565,70.3,15.90,50.2,48.8,18.9,22.0,35.4,29.7,36.5,30.6,-0.33,.6978,2024-12-08
Wisconsin,119.2,102.3,.8532,69.1,16.90,53.1,47.8,14.3,16.3,29.4,28.0,38.8,29.9,+0.8,.7414,2024-12-08
Liberty,112.1,96.4,.8502,65.0,15.70,60.3,47.2,18.6,18.8,24.6,24.8,32.9,28.3,+0.8,.4795,2024-12-08
Memphis,117.4,101.1,.8480,70.7,16.30,54.0,51.3,19.4,19.2,32.7,33.1,48.5,34.9,+2.0,.6327,2024-12-08
Connecticut,120.4,103.8,.8467,65.8,16.60,59.1,46.4,15.5,18.8,36.4,25.0,33.7,45.0,-0.7,.6903,2024-12-08
Utah St.,114.4,98.9,.8426,71.4,15.50,53.0,49.2,16.6,21.4,42.5,28.0,40.2,24.4,+1.3,.5966,2024-12-08
VCU,105.2,90.9,.8423,68.7,14.30,53.3,41.6,19.1,22.9,31.3,30.4,39.5,39.7,-1.2,.5253,2024-12-08
BYU,116.2,100.9,.8364,69.4,15.30,55.1,50.6,15.0,19.5,38.8,18.6,29.4,33.1,-0.6,.7164,2024-12-08
Nevada,113.9,98.9,.8354,64.7,15.00,55.4,46.4,16.6,17.9,31.3,29.4,43.9,38.4,-0.6,.6129,2024-12-08
DePaul,114.9,99.9,.8334,69.5,15.00,59.8,43.4,18.4,16.0,33.6,26.0,32.2,27.2,+0.13,.6423,2024-12-08
St. Bonaventure,106.2,92.5,.8313,65.7,13.70,52.8,46.7,18.3,21.5,31.0,27.9,36.2,24.8,+0.33,.5049,2024-12-08
Washington St.,111.0,96.8,.8286,73.4,14.20,55.4,47.3,20.1,17.0,32.8,29.8,32.0,32.4,+0.33,.5864,2024-12-08
Vanderbilt,116.3,101.5,.8279,72.9,14.80,54.2,49.5,13.3,22.0,31.0,29.4,36.0,29.9,+0.7,.6933,2024-12-08
Oklahoma,115.3,100.7,.8265,68.8,14.60,56.2,48.7,16.3,22.4,30.8,31.4,36.7,27.1,+1.9,.7187,2024-12-08
Boise St.,113.6,99.4,.8231,69.0,14.20,51.8,48.6,14.8,16.2,32.1,24.8,41.1,26.8,-1.2,.6123,2024-12-08
Oregon St.,112.4,98.4,.8211,65.2,14.00,55.0,44.9,17.6,18.3,35.2,25.8,33.9,30.1,-0.9,.514,2024-12-08
Utah,113.0,99.3,.8160,72.8,13.70,57.3,42.6,15.7,18.0,35.9,26.1,36.0,32.9,-0.8,.6868,2024-12-08
North Carolina,115.8,101.8,.8158,74.9,14.00,52.0,49.7,14.3,15.2,27.7,27.0,39.3,27.9,-0.21,.7094,2024-12-08
Missouri,117.3,103.1,.8152,70.3,14.20,58.6,46.6,15.5,23.6,35.4,31.5,55.5,28.0,+0.33,.6884,2024-12-08
Bradley,115.9,101.9,.8139,67.2,14.00,61.2,46.6,18.6,16.4,28.2,28.7,33.7,32.8,+0.16,.51,2024-12-08
Iowa,113.0,99.5,.8129,73.0,13.50,56.9,51.0,14.3,22.6,26.4,32.1,27.0,22.7,+0.02,.7086,2024-12-08
Lipscomb,106.8,94.1,.8110,69.2,12.70,51.7,49.4,16.6,18.4,25.1,26.2,22.1,18.5,-1.3,.3833,2024-12-08
Drake,107.4,94.7,.8108,63.2,12.70,54.1,48.9,22.6,22.4,37.9,23.9,50.1,40.9,+1.2,.4992,2024-12-08
TCU,104.1,91.7,.8108,69.3,12.40,50.4,47.6,16.4,21.5,30.5,29.7,35.9,28.3,-1.1,.7495,2024-12-08
New Mexico,115.0,101.3,.8101,75.7,13.70,50.5,51.8,15.7,22.4,33.8,30.2,40.4,36.4,-0.16,.622,2024-12-08
Butler,112.3,99.1,.8082,68.4,13.20,54.7,42.5,20.9,12.6,31.6,30.4,50.7,22.8,+0.5,.704,2024-12-08
SMU,115.2,101.8,.8068,71.5,13.40,54.2,45.8,15.9,17.9,40.3,27.6,41.0,33.4,-0.37,.6195,2024-12-08
Nebraska,108.7,96.0,.8067,71.1,12.70,50.4,49.2,15.4,22.3,28.7,28.1,43.2,28.8,+0.39,.7184,2024-12-08
Arkansas,105.6,93.9,.7957,71.5,11.70,56.8,47.2,17.4,21.3,26.5,22.9,30.7,21.3,-0.05,.7278,2024-12-08
Florida St.,107.9,96.0,.7925,72.1,11.90,50.8,47.1,18.1,23.3,32.1,31.4,44.4,42.4,-0.9,.6198,2024-12-08
Villanova,119.2,106.3,.7889,64.6,12.90,57.4,50.0,17.6,17.5,38.5,29.0,26.3,32.1,-1.9,.6454,2024-12-08
Texas,109.4,97.9,.7819,68.5,11.50,55.6,45.1,13.6,19.3,28.8,28.7,37.8,28.5,-0.09,.7132,2024-12-08
Stanford,115.0,103.3,.7754,67.9,11.70,51.7,48.8,13.9,19.1,34.4,27.2,37.0,36.2,-0.35,.6114,2024-12-08
