team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
Marquette,119.0,94.1,.9369,70.3,24.90,55.0,49.8,13.9,23.3,30.2,30.0,28.5,28.6,+2.2,.717,2024-12-15
UCLA,108.9,88.0,.9200,67.0,20.90,52.7,43.8,16.3,27.6,34.8,29.3,31.7,31.7,+1.3,.7122,2024-12-15
St. John's,117.0,95.1,.9153,71.5,21.90,53.3,46.4,17.1,20.8,39.2,29.0,31.5,30.6,+0.37,.6834,2024-12-15
Cincinnati,113.9,92.7,.9141,66.8,21.20,57.4,42.2,14.2,18.4,36.2,27.8,23.6,23.4,+0.7,.7119,2024-12-15
Oregon,115.2,93.8,.9138,69.4,21.40,52.5,46.0,16.7,19.6,35.1,31.4,39.2,25.1,+2.9,.7641,2024-12-15
Texas Tech,120.1,98.3,.9091,68.4,21.80,59.2,47.5,16.5,20.7,36.2,28.1,29.4,31.5,-0.37,.7274,2024-12-15
West Virginia,112.3,91.9,.9090,67.0,20.40,52.9,43.4,16.5,20.3,29.0,31.0,29.6,31.3,+1.1,.7337,2024-12-15
Pittsburgh,116.9,95.8,.9082,69.9,21.10,54.9,46.3,14.3,18.6,30.4,28.8,33.9,27.6,+1.4,.6684,2024-12-15
Purdue,121.2,99.5,.9059,66.2,21.70,57.3,49.5,18.4,16.8,29.5,30.3,41.4,28.0,+1.6,.7976,2024-12-15
Texas A&M,112.6,92.7,.9039,68.0,19.90,47.4,45.7,18.7,20.8,43.7,30.4,42.4,30.8,+2.4,.7835,2024-12-15
Saint Mary's,113.9,93.8,.9023,64.7,20.10,50.5,45.2,16.6,17.4,40.7,28.9,37.5,29.6,+0.8,.617,2024-12-15
Baylor,125.0,103.1,.9013,67.1,21.90,56.6,54.2,15.5,22.0,39.0,30.1,27.4,36.4,+0.9,.7624,2024-12-15
Penn St.,116.2,96.3,.8967,73.5,19.90,58.7,48.4,16.1,23.9,31.6,26.6,38.1,31.4,+0.19,.6562,2024-12-15
Michigan St.,117.1,97.1,.8966,69.5,20.00,52.9,47.3,16.9,17.2,35.9,22.0,40.3,29.6,+0.9,.748,2024-12-15
Dayton,122.3,102.5,.8839,66.9,19.80,57.3,49.5,13.1,16.5,30.0,24.5,41.1,29.9,+0.9,.5916,2024-12-15
Georgia,115.4,96.9,.8818,68.0,18.50,56.4,44.1,20.3,18.1,40.8,27.3,42.2,25.2,+1.3,.7024,2024-12-15
Arizona,113.7,95.5,.8814,73.1,18.20,51.5,48.4,17.5,20.1,40.4,26.5,37.0,32.3,-1.4,.78,2024-12-15
San Diego St.,113.0,95.1,.8785,66.8,17.90,52.3,43.3,15.6,16.9,27.5,32.7,26.9,32.6,+1.3,.6431,2024-12-15
Connecticut,120.9,102.0,.8761,65.8,18.90,58.3,46.7,15.2,18.4,35.2,24.8,33.9,43.8,+0.02,.6903,2024-12-15
BYU,116.1,98.3,.8714,69.0,17.80,56.7,49.5,16.4,19.1,37.6,18.5,27.2,29.3,-0.42,.7164,2024-12-15
San Francisco,110.7,93.8,.8709,69.0,16.90,56.6,45.1,19.2,21.2,30.6,27.7,36.4,27.4,-0.13,.5618,2024-12-15
Clemson,111.8,94.8,.8691,66.2,17.00,53.1,48.2,15.8,21.5,35.5,28.9,29.8,26.5,+0.7,.6621,2024-12-15
Memphis,118.9,100.8,.8690,70.6,18.10,54.8,51.4,19.6,19.0,32.6,33.1,46.4,33.6,+2.8,.6327,2024-12-15
Wisconsin,119.6,101.6,.8661,69.1,18.00,52.8,48.3,13.7,15.8,28.4,28.4,38.9,33.1,+1.0,.7414,2024-12-15
Creighton,113.3,96.6,.8624,70.9,16.70,55.5,44.1,19.3,12.4,26.0,27.6,30.7,19.1,-0.6,.7207,2024-12-15
Mississippi St.,117.1,99.9,.8615,69.7,17.20,53.4,50.0,13.2,20.9,35.4,27.5,35.3,36.5,+1.4,.7429,2024-12-15
Oklahoma,116.3,99.2,.8609,68.6,17.10,56.1,48.2,16.4,22.4,30.5,31.8,36.1,28.9,+2.2,.7187,2024-12-15
VCU,106.3,90.7,.8607,68.2,15.60,52.1,42.9,18.3,23.1,32.9,28.6,37.2,36.0,-0.6,.5253,2024-12-15
Texas,114.1,97.5,.8584,69.1,16.60,58.5,45.5,13.2,20.5,30.3,27.0,37.0,28.4,+0.07,.7132,2024-12-15
North Texas,104.5,89.4,.8576,64.8,15.10,47.1,49.7,17.5,24.9,30.7,26.8,35.1,49.4,-0.6,.5117,2024-12-15
Indiana,114.3,98.1,.8533,71.4,16.20,54.7,48.2,19.1,17.3,33.0,29.0,36.7,26.9,+0.03,.749,2024-12-15
Arizona St.,112.1,96.3,.8517,69.9,15.80,54.2,47.3,17.5,15.8,26.0,27.7,41.4,25.6,+2.0,.7866,2024-12-15
Boise St.,114.5,98.4,.8507,68.3,16.10,51.2,47.9,15.2,15.6,32.6,25.1,42.3,26.8,-0.5,.6123,2024-12-15
Iowa,116.0,100.2,.8442,72.1,15.80,58.1,50.1,13.7,21.7,26.3,33.6,25.5,22.1,-0.35,.7086,2024-12-15
Utah St.,115.0,99.4,.8426,71.2,15.60,53.2,49.6,16.6,22.5,42.3,28.9,39.4,24.8,+1.3,.5966,2024-12-15
Oregon St.,111.0,96.0,.8422,65.7,15.00,54.6,44.6,19.2,19.1,34.7,25.1,33.8,29.1,-0.7,.514,2024-12-15
Nevada,117.0,101.3,.8405,64.6,15.70,58.4,47.8,16.0,18.0,29.8,28.3,39.1,34.2,-0.43,.6129,2024-12-15
Nebraska,111.1,96.3,.8376,70.7,14.80,52.2,48.2,16.0,21.3,28.2,28.9,44.2,29.1,+0.7,.7184,2024-12-15
Utah,113.0,98.0,.8374,72.9,15.00,57.0,43.1,15.3,18.6,34.4,26.4,35.9,31.7,-0.7,.6868,2024-12-15
Ohio St.,112.3,97.4,.8367,68.8,14.90,56.9,44.7,16.0,16.7,27.9,28.4,32.9,35.6,-0.35,.7481,2024-12-15
St. Bonaventure,108.1,93.9,.8352,65.4,14.20,52.0,46.5,17.7,20.8,33.1,29.0,37.3,26.6,+0.6,.5049,2024-12-15
Louisville,111.9,97.3,.8316,70.1,14.60,50.1,51.4,17.7,21.3,34.7,28.8,36.7,31.4,-0.43,.6978,2024-12-15
UC Irvine,101.6,88.5,.8314,70.9,13.10,50.8,43.1,19.9,18.0,28.5,22.9,33.3,23.1,+0.8,.482,2024-12-15
North Carolina,115.9,101.0,.8289,74.9,14.90,53.0,49.0,14.3,15.2,28.4,27.2,38.8,26.5,-0.15,.7094,2024-12-15
Missouri,118.5,103.4,.8280,70.1,15.10,59.6,46.3,15.9,23.5,35.9,32.4,53.4,26.0,+0.36,.6884,2024-12-15
Vanderbilt,116.3,101.5,.8279,72.9,14.80,54.2,49.5,13.3,22.0,31.0,29.4,36.0,29.9,+0.7,.6933,2024-12-15
Arkansas,108.8,95.0,.8260,71.3,13.80,57.8,48.2,17.6,20.8,27.5,22.7,29.8,23.1,+0.6,.7278,2024-12-15
Washington St.,112.6,99.0,.8147,73.4,13.60,56.7,48.1,20.1,17.2,32.9,31.1,33.8,31.6,+0.40,.5864,2024-12-15
Florida St.,108.4,95.4,.8139,71.9,13.00,51.1,46.1,17.9,23.0,30.4,32.0,46.9,42.4,-0.8,.6198,2024-12-15
SMU,114.2,100.5,.8132,71.5,13.70,53.8,45.9,16.4,18.4,39.8,27.0,40.8,33.4,-0.06,.6195,2024-12-15
Liberty,111.8,98.4,.8118,65.5,13.40,59.7,47.2,17.4,18.1,24.3,24.8,31.6,26.9,+0.8,.4795,2024-12-15
Lipscomb,106.8,94.1,.8110,69.2,12.70,51.7,49.4,16.6,18.4,25.1,26.2,22.1,18.5,-1.3,.3833,2024-12-15
Drake,107.4,94.7,.8108,63.2,12.70,54.1,48.9,22.6,22.4,37.9,23.9,50.1,40.9,+1.2,.4992,2024-12-15
TCU,104.1,91.7,.8108,69.3,12.40,50.4,47.6,16.4,21.5,30.5,29.7,35.9,28.3,-1.1,.7495,2024-12-15
New Mexico,115.0,101.3,.8101,75.7,13.70,50.5,51.8,15.7,22.4,33.8,30.2,40.4,36.4,-0.16,.622,2024-12-15
DePaul,112.7,99.5,.8080,69.4,13.20,58.3,45.3,17.9,17.3,31.1,25.8,30.0,27.2,-0.6,.6423,2024-12-15
Northwestern,106.6,94.6,.7977,65.9,12.00,48.7,47.9,13.7,20.1,30.4,24.9,34.3,30.1,-0.34,.7294,2024-12-15
Bradley,116.1,103.9,.7810,66.8,12.20,60.3,47.9,18.6,16.3,28.3,29.7,33.1,33.8,-0.34,.51,2024-12-15
Xavier,110.8,99.4,.7788,69.7,11.40,54.3,47.6,16.6,17.9,29.5,23.4,35.8,32.2,-0.39,.6769,2024-12-15
Stanford,115.0,103.3,.7754,67.9,11.70,51.7,48.8,13.9,19.1,34.4,27.2,37.0,36.2,-0.35,.6114,2024-12-15
McNeese St.,109.2,98.1,.7732,65.5,11.10,49.7,49.9,17.8,20.5,30.2,32.1,39.7,42.1,-2.1,.4709,2024-12-15
Villanova,120.0,107.9,.7727,64.4,12.10,57.8,50.3,17.6,17.2,39.1,28.3,27.5,32.4,-1.9,.6454,2024-12-15
South Carolina,110.1,99.2,.7688,66.7,10.90,53.1,45.4,16.1,15.8,28.8,29.3,43.2,30.5,-1.2,.7247,2024-12-15
Santa Clara,111.4,100.6,.7630,69.5,10.80,51.3,49.3,17.9,17.7,34.6,29.9,28.8,34.1,-2.0,.5871,2024-12-15
George Mason,104.8,94.8,.7588,67.6,10.00,54.0,41.8,21.1,18.2,34.9,32.3,50.5,29.7,-1.6,.502,2024-12-15
Butler,111.8,101.3,.7576,67.8,10.50,53.0,44.3,18.6,12.3,30.7,29.5,49.7,24.5,-0.6,.704,2024-12-15
LSU,108.1,98.0,.7549,70.1,10.10,52.2,43.7,19.4,18.5,35.2,35.2,37.0,28.4,+0.14,.6954,2024-12-15
Kansas St.,111.3,101.3,.7464,69.9,10.00,55.1,48.0,17.6,20.3,35.0,31.3,30.5,25.6,-1.2,.7327,2024-12-15
Colorado,108.9,99.2,.7453,68.9,9.70,54.6,47.5,20.7,16.0,29.2,25.4,39.1,25.5,+0.8,.7466,2024-12-15
USC,109.6,100.0,.7420,69.4,9.60,53.0,50.0,16.3,19.4,25.8,29.1,35.7,34.6,-1.5,.7217,2024-12-15
Notre Dame,111.8,102.0,.7414,66.5,9.80,54.3,48.4,15.9,14.3,27.7,26.9,27.3,25.8,-1.7,.6377,2024-12-15
UTEP,108.4,99.0,.7395,69.8,9.40,50.9,51.6,18.8,26.5,25.8,35.5,35.7,53.4,-1.2,.5001,2024-12-15
Virginia,103.9,95.3,.7316,61.4,8.60,52.0,46.8,20.1,15.8,24.2,27.5,25.8,21.4,-0.36,.6443,2024-12-15
North Dakota St.,117.0,107.3,.7294,65.3,9.70,59.1,49.6,16.7,9.2,24.6,27.4,25.7,25.6,-1.7,.4002,2024-12-15
Samford,116.6,107.2,.7235,72.2,9.40,57.3,52.6,18.5,22.2,35.2,37.1,28.3,35.5,+0.01,.4104,2024-12-15
UC San Diego,108.3,99.6,.7223,67.7,8.70,53.2,52.7,13.4,24.1,26.0,24.7,35.6,33.8,-0.5,.4159,2024-12-15
Rutgers,113.8,104.7,.7213,71.2,9.10,51.9,50.4,15.7,17.2,29.6,30.2,41.6,28.8,-0.8,.7207,2024-12-15
Yale,114.9,105.9,.7177,69.2,9.00,54.0,49.8,15.2,15.5,32.5,26.3,34.9,41.2,-3.0,.4267,2024-12-15
Wichita St.,108.9,100.5,.7148,72.7,8.40,50.6,48.8,14.4,15.5,24.9,29.3,39.3,24.7,+0.31,.5193,2024-12-15
Western Kentucky,102.8,95.1,.7113,74.8,7.70,48.6,43.9,16.6,18.4,24.3,26.0,36.1,38.9,-1.1,.5167,2024-12-15
James Madison,113.2,104.7,.7102,67.6,8.50,53.5,52.0,18.3,15.1,33.7,23.6,29.2,38.4,-2.3,.4285,2024-12-15
Northern Iowa,111.2,102.9,.7095,66.0,8.30,59.1,47.6,16.5,17.3,20.9,28.2,34.5,27.3,-2.5,.5146,2024-12-15
Davidson,115.6,107.3,.7031,67.6,8.30,54.5,51.9,14.5,14.9,26.8,28.8,32.6,31.9,+0.04,.4912,2024-12-15
Rhode Island,109.2,101.5,.6995,72.8,7.70,53.8,44.7,16.1,16.1,29.6,26.9,45.8,28.3,-0.13,.4664,2024-12-15
Elon,109.0,101.3,.6979,66.5,7.70,53.7,44.1,19.8,12.0,35.0,29.1,35.4,19.4,-1.4,.3679,2024-12-15
N.C. State,106.9,99.7,.6901,66.0,7.20,50.7,47.6,14.8,21.7,30.2,33.6,37.5,32.5,-1.1,.6215,2024-12-15
South Dakota St.,109.4,102.3,.6842,70.6,7.10,52.4,49.6,18.3,14.5,31.1,20.9,29.4,30.1,-2.3,.4382,2024-12-15
UCF,109.1,102.1,.6824,70.7,7.00,48.8,48.9,16.3,19.8,35.1,32.5,40.0,28.2,+0.09,.7357,2024-12-15
Kent St.,101.6,95.3,.6777,65.2,6.30,44.7,45.9,16.0,20.1,35.4,25.8,29.3,40.1,-0.03,.427,2024-12-15
Oklahoma St.,109.4,102.8,.6703,73.0,6.60,50.4,54.6,16.3,22.0,33.9,27.6,42.6,36.8,-1.3,.7153,2024-12-15
Murray St.,108.9,102.5,.6671,66.9,6.40,53.3,46.8,17.4,14.9,27.1,26.3,44.6,33.0,-1.6,.5192,2024-12-15
St. Thomas,113.4,106.9,.6637,69.6,6.50,57.5,52.2,16.4,18.6,22.6,32.0,30.6,35.8,-1.9,.3993,2024-12-15
UNLV,110.3,104.2,.6590,67.2,6.10,51.4,51.2,16.3,20.0,28.0,34.1,37.4,35.3,-1.5,.6137,2024-12-15
Florida Atlantic,113.3,107.1,.6570,72.5,6.20,55.7,52.2,16.2,19.3,26.0,29.8,38.1,31.9,-2.5,.5293,2024-12-15
Arkansas St.,103.3,97.7,.6551,71.2,5.60,46.2,46.2,17.2,18.4,32.9,30.8,41.0,41.8,-0.50,.4412,2024-12-15
Miami FL,120.4,113.9,.6546,67.2,6.50,56.6,53.7,15.4,14.3,30.8,27.2,28.2,29.5,-3.8,.6354,2024-12-15
Saint Joseph's,106.5,101.1,.6458,70.6,5.40,51.3,47.9,16.8,17.7,28.7,28.4,30.6,25.2,-2.0,.523,2024-12-15
Providence,106.0,100.8,.6409,64.9,5.20,51.3,44.4,18.4,15.0,34.5,27.3,34.8,34.9,-2.3,.6761,2024-12-15
Furman,105.8,100.6,.6391,66.0,5.20,52.9,47.1,18.8,17.1,27.0,31.3,31.0,27.6,+0.8,.4012,2024-12-15
Georgetown,104.5,99.5,.6381,70.9,5.00,51.5,46.4,17.0,22.3,34.6,28.6,24.2,24.8,-0.6,.6143,2024-12-15
Colorado St.,104.0,99.1,.6351,69.0,4.90,50.9,49.1,17.0,19.5,23.7,26.1,26.5,35.1,-2.4,.6265,2024-12-15
California,113.3,108.1,.6315,70.0,5.20,54.8,54.0,19.3,16.8,38.0,27.4,41.3,33.8,-1.4,.6285,2024-12-15
Wake Forest,100.7,96.2,.6293,67.3,4.50,47.2,45.5,17.9,22.2,28.0,31.6,35.1,27.4,+0.41,.6405,2024-12-15
Milwaukee,109.9,105.0,.6291,69.9,4.90,52.9,51.8,20.8,17.8,41.9,26.0,36.8,31.1,-1.9,.3964,2024-12-15
Cornell,113.0,108.0,.6283,72.7,5.00,57.4,49.2,17.4,17.1,26.6,34.3,30.1,31.9,-1.6,.397,2024-12-15
Montana St.,109.1,104.4,.6250,67.4,4.70,53.3,48.4,16.5,16.8,22.5,29.4,30.9,35.7,-3.0,.4401,2024-12-15
Akron,115.2,110.4,.6200,73.4,4.80,52.2,54.7,16.6,19.5,34.0,33.2,26.2,32.7,-1.4,.395,2024-12-15
Illinois St.,112.6,108.0,.6183,67.0,4.60,56.8,53.0,16.0,15.8,23.3,26.0,33.9,28.9,-2.2,.4923,2024-12-15
Middle Tennessee,111.3,106.9,.6141,69.4,4.40,51.1,49.3,17.2,16.6,34.5,31.2,32.3,36.6,-1.4,.5263,2024-12-15
Washington,102.7,99.1,.6010,70.1,3.60,48.4,48.7,18.1,18.6,33.2,27.4,41.8,31.2,-0.28,.7045,2024-12-15
Loyola Chicago,105.8,102.5,.5906,69.9,3.30,51.9,46.4,15.3,19.9,32.5,26.1,39.6,38.3,-0.24,.5049,2024-12-15
Troy,103.6,100.4,.5902,68.2,3.20,50.4,51.3,23.7,20.8,38.0,32.7,35.4,23.9,-1.3,.424,2024-12-15
Purdue Fort Wayne,114.7,111.1,.5901,69.7,3.60,56.7,54.2,13.6,20.5,26.2,33.4,31.8,27.8,-2.2,.3903,2024-12-15
Minnesota,103.0,99.9,.5852,63.5,3.10,48.6,48.7,16.1,19.2,28.9,30.7,33.4,28.5,-2.5,.7119,2024-12-15
Louisiana Tech,108.6,105.5,.5842,66.8,3.10,56.2,47.0,19.6,16.7,29.7,32.3,33.2,27.8,-0.7,.4739,2024-12-15
Eastern Kentucky,109.8,106.7,.5827,70.0,3.10,49.0,53.8,16.3,21.0,33.1,35.0,21.6,37.2,-2.7,.3824,2024-12-15
High Point,112.2,109.0,.5816,67.0,3.20,54.5,47.2,17.3,17.2,29.9,33.3,43.2,31.9,-0.9,.3592,2024-12-15
Southern Utah,107.0,104.1,.5769,70.0,2.90,51.0,48.6,22.5,14.0,30.5,34.5,42.1,31.1,-0.6,.4208,2024-12-15
Temple,107.0,104.3,.5730,70.6,2.70,48.0,46.0,14.9,15.2,31.3,33.2,44.9,32.3,-2.4,.4701,2024-12-15
Seattle,109.6,106.9,.5717,67.4,2.70,49.8,57.0,19.7,18.4,32.1,26.4,45.6,33.6,-3.3,.4547,2024-12-15
Grand Canyon,106.3,103.8,.5676,73.7,2.50,50.2,52.6,18.1,21.8,30.3,26.8,44.3,34.4,-1.5,.4181,2024-12-15
Kennesaw St.,105.2,102.9,.5650,71.6,2.30,49.4,44.7,21.6,15.6,33.0,34.2,43.5,40.3,-1.6,.5198,2024-12-15
Columbia,110.3,107.8,.5648,70.7,2.50,57.5,50.2,17.6,18.7,31.9,28.7,34.8,26.3,-0.00,.3595,2024-12-15
Wright St.,110.2,107.7,.5636,68.0,2.50,56.8,52.9,16.5,14.1,20.3,25.2,26.5,29.4,-2.9,.3872,2024-12-15
Georgia Tech,103.2,100.9,.5630,71.7,2.30,48.3,47.3,15.7,14.6,29.4,25.9,31.6,37.6,-3.3,.6067,2024-12-15
Lamar,104.4,102.3,.5588,67.1,2.10,49.7,48.2,19.3,18.0,35.0,32.7,32.8,38.1,-3.0,.4342,2024-12-15
Central Michigan,103.9,101.9,.5557,72.9,2.00,50.1,51.4,22.2,18.4,31.3,24.8,32.9,45.3,-1.8,.3924,2024-12-15
Appalachian St.,99.3,97.5,.5516,65.5,1.80,49.2,46.6,20.4,14.6,29.9,31.0,35.7,22.3,-2.1,.3986,2024-12-15
UC Santa Barbara,107.9,106.1,.5492,67.1,1.80,57.1,45.8,18.6,16.0,30.9,26.5,29.6,28.6,-2.0,.3921,2024-12-15
Northern Colorado,107.5,105.7,.5486,71.8,1.80,52.2,53.9,14.6,15.3,24.8,25.2,23.7,33.8,-2.4,.39,2024-12-15
Syracuse,108.5,106.7,.5468,70.9,1.80,50.8,52.7,14.2,13.1,29.4,23.2,38.0,30.7,-2.1,.6539,2024-12-15
North Florida,114.6,112.8,.5442,73.3,1.80,53.9,53.8,13.5,14.1,29.2,32.2,22.2,27.8,-1.4,.3911,2024-12-15
La Salle,104.7,103.3,.5384,72.5,1.40,47.7,51.5,15.5,16.1,32.5,26.5,31.0,29.6,-2.7,.5201,2024-12-15
Texas A&M Corpus Chris,107.5,106.1,.5368,71.0,1.40,54.9,51.3,17.8,20.6,30.9,34.9,40.5,45.5,-2.8,.3903,2024-12-15
Texas St.,108.7,107.5,.5334,66.1,1.20,50.9,50.2,20.0,16.0,34.6,29.0,39.9,43.4,-2.2,.4021,2024-12-15
Belmont,111.1,110.1,.5253,72.8,1.00,56.3,54.6,15.4,18.1,28.3,26.1,25.4,23.4,-0.6,.4933,2024-12-15
North Alabama,105.1,104.2,.5242,69.1,0.90,50.3,54.0,14.4,19.7,29.1,29.5,23.9,27.9,-2.2,.3454,2024-12-15
Northeastern,103.0,102.4,.5160,69.9,0.60,53.3,47.3,18.6,17.6,27.9,28.4,32.1,28.7,-2.0,.3823,2024-12-15
Princeton,107.4,106.9,.5144,68.8,0.50,54.2,52.0,15.0,18.5,23.8,27.1,32.1,32.6,-2.1,.4457,2024-12-15
Bryant,107.6,107.2,.5113,74.1,0.40,50.6,49.9,18.5,16.9,34.1,32.5,36.9,32.7,-4.7,.3335,2024-12-15
UNC Wilmington,107.2,106.9,.5072,68.2,0.30,47.5,51.1,15.9,18.5,33.6,29.9,46.8,36.2,-1.6,.3788,2024-12-15
Cal St. Northridge,102.1,101.9,.5064,73.6,0.20,52.1,47.4,18.6,20.7,32.6,25.4,40.0,47.1,-1.6,.4063,2024-12-15
Cal Baptist,112.1,111.8,.5064,67.2,0.30,49.6,54.4,14.7,16.7,34.6,30.3,26.3,28.6,-2.9,.4513,2024-12-15
Charleston,103.3,103.2,.5034,72.7,0.10,52.6,52.8,19.4,18.9,26.6,27.2,32.3,29.5,-0.6,.4158,2024-12-15
Delaware,108.4,108.3,.5030,72.4,0.10,53.8,48.4,17.6,15.9,22.8,34.7,37.1,33.3,-2.8,.3977,2024-12-15
Seton Hall,94.8,94.7,.5013,63.4,0.10,46.7,48.5,20.7,22.4,32.6,26.3,34.7,31.5,-3.7,.6845,2024-12-15
Virginia Tech,103.7,103.8,.4977,66.4,-0.10,50.2,50.9,21.6,19.2,37.0,29.1,34.2,34.2,-3.7,.6312,2024-12-15
Sam Houston St.,113.0,113.2,.4945,70.9,-0.20,52.0,56.0,18.1,19.5,33.7,34.9,34.2,34.2,-2.3,.5233,2024-12-15
Wyoming,100.5,100.7,.4940,66.9,-0.20,49.3,48.6,21.8,14.4,34.9,26.9,40.0,38.1,-2.2,.5675,2024-12-15
George Washington,105.8,106.0,.4936,69.9,-0.20,52.4,47.1,16.7,19.9,30.5,32.1,48.0,27.9,-0.9,.4552,2024-12-15
UT Rio Grande Valley,107.9,108.3,.4893,72.6,-0.40,52.2,54.7,18.9,19.8,30.7,30.9,21.2,36.6,-1.6,.3864,2024-12-15
Boston College,103.6,104.0,.4890,67.9,-0.40,47.8,48.8,17.6,16.9,33.2,25.9,32.5,38.4,-1.8,.6033,2024-12-15
Southern,102.4,102.9,.4881,69.6,-0.50,47.1,54.2,19.1,19.6,32.0,34.2,31.3,38.1,-2.0,.3192,2024-12-15
Montana,104.2,104.7,.4866,70.7,-0.50,50.8,50.5,19.0,15.6,24.7,32.3,35.7,33.6,-1.1,.4246,2024-12-15
Rice,102.2,102.8,.4824,67.1,-0.60,47.5,43.2,19.9,16.0,33.6,30.3,56.9,37.4,-1.8,.4357,2024-12-15
Jacksonville,99.7,100.4,.4785,70.2,-0.70,48.1,53.4,22.5,19.8,34.1,31.3,27.1,36.6,-2.2,.3957,2024-12-15
Ohio,107.3,108.2,.4783,71.4,-0.90,51.4,55.2,15.4,19.0,26.2,29.2,31.8,37.7,-4.1,.4023,2024-12-15
South Florida,105.3,106.1,.4780,70.2,-0.80,52.1,50.8,18.4,15.9,28.4,28.6,35.6,34.4,-2.5,.4921,2024-12-15
Jacksonville St.,107.4,108.3,.4761,67.1,-0.90,53.4,49.5,16.3,11.0,28.7,24.3,33.2,25.6,-3.0,.5011,2024-12-15
Brown,104.6,105.6,.4711,65.7,-1.00,54.2,46.1,17.3,18.0,31.8,32.8,30.7,27.7,-2.2,.3934,2024-12-15
Florida Gulf Coast,104.3,105.4,.4693,65.9,-1.10,51.6,49.8,17.5,16.6,26.1,31.1,16.5,30.9,-4.4,.3873,2024-12-15
Utah Valley,102.5,103.6,.4691,69.9,-1.10,49.5,50.9,18.5,15.8,31.7,24.5,38.3,33.4,-3.9,.4251,2024-12-15
East Carolina,105.0,106.1,.4684,66.3,-1.10,46.2,50.4,14.3,19.4,33.0,31.9,38.5,33.5,-2.6,.448,2024-12-15
Cal Poly,108.5,109.8,.4645,77.9,-1.30,55.1,54.0,22.8,17.9,27.1,32.8,27.9,35.2,-3.7,.4761,2024-12-15
Miami OH,105.3,106.7,.4627,68.8,-1.40,52.8,56.2,17.7,22.2,27.9,27.9,21.1,30.8,-1.2,.3653,2024-12-15
Wofford,106.7,108.1,.4626,65.8,-1.40,51.6,53.8,19.4,16.5,34.5,31.7,19.9,38.3,-3.7,.4304,2024-12-15
Chattanooga,108.4,110.0,.4587,68.4,-1.60,52.4,52.5,16.6,16.5,26.4,29.6,33.1,30.3,-1.9,.429,2024-12-15
Hofstra,98.8,100.5,.4496,65.3,-1.70,48.3,46.0,19.8,16.9,24.5,29.6,31.8,37.5,-1.6,.3873,2024-12-15
UC Riverside,103.7,105.5,.4494,68.5,-1.80,47.8,51.3,16.6,16.3,29.4,30.9,28.6,33.5,-0.44,.4818,2024-12-15
San Jose St.,108.0,110.0,.4481,66.1,-2.00,50.4,54.0,16.1,16.3,28.4,28.4,38.4,32.3,-4.0,.5488,2024-12-15
UNC Greensboro,100.7,102.6,.4479,65.2,-1.90,46.7,46.6,16.8,15.8,33.5,30.5,29.5,29.8,-3.0,.3754,2024-12-15
Winthrop,103.1,105.1,.4472,74.9,-2.00,49.5,50.4,18.7,21.8,34.3,32.0,54.7,40.0,-1.6,.3661,2024-12-15
