team,adj_o,adj_d,barthag,tempo,rating,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,wab,sos,snapshot_date
Houston,124.5,88.0,.9819,61.9,36.50,52.7,45.1,14.6,21.9,36.8,29.3,27.1,35.2,+9.8,.7741,2025-03-09
Duke,127.8,90.5,.9814,66.7,37.30,57.8,44.1,14.3,17.8,35.6,26.1,31.5,25.6,+8.0,.7025,2025-03-09
Auburn,130.5,93.5,.9789,68.9,37.00,56.1,46.1,13.2,17.4,34.7,30.5,33.5,39.0,+12.3,.8034,2025-03-09
Florida,125.0,94.0,.9637,70.2,31.00,54.6,44.9,15.1,17.4,38.1,28.6,31.7,31.9,+8.9,.7453,2025-03-09
Alabama,127.4,96.6,.9604,75.3,30.80,56.5,47.6,16.9,13.5,35.4,29.5,40.7,32.9,+9.6,.8319,2025-03-09
Tennessee,117.3,89.5,.9575,64.7,27.80,52.9,44.0,16.1,18.3,35.5,29.5,33.1,28.3,+8.1,.7569,2025-03-09
Texas Tech,125.0,96.3,.9528,66.4,28.70,55.8,47.7,15.0,17.8,33.9,27.9,29.3,33.6,+5.5,.7274,2025-03-09
Iowa St.,118.0,92.0,.9458,69.4,26.00,53.9,48.1,16.7,22.2,31.9,28.4,40.1,28.9,+5.2,.7326,2025-03-09
Illinois,122.0,95.7,.9425,72.2,26.30,52.3,46.6,15.7,13.1,35.6,26.3,34.4,26.9,+3.8,.7618,2025-03-09
Maryland,117.6,92.3,.9418,70.7,25.30,54.0,47.0,15.0,19.9,31.5,25.9,32.7,26.0,+4.8,.6956,2025-03-09
Gonzaga,124.0,97.5,.9409,70.9,26.50,56.4,47.6,13.5,17.9,33.2,26.3,30.9,28.8,+1.8,.6567,2025-03-09
Purdue,125.0,98.5,.9396,66.0,26.50,57.0,51.9,15.8,18.1,30.4,29.3,34.4,31.0,+4.8,.7976,2025-03-09
Arizona,122.0,96.2,.9389,70.6,25.80,52.6,48.3,16.3,16.9,36.5,28.2,37.1,29.1,+4.1,.78,2025-03-09
Michigan St.,117.1,92.4,.9385,68.6,24.70,51.2,45.8,16.8,16.5,35.9,25.0,37.3,32.7,+8.1,.748,2025-03-09
Kentucky,124.8,98.8,.9362,71.5,26.00,56.3,50.0,15.0,14.1,29.2,26.4,35.1,31.1,+5.3,.7705,2025-03-09
Kansas,115.6,91.7,.9347,69.1,23.90,53.2,45.4,16.6,15.7,30.0,27.6,24.2,27.5,+4.1,.7851,2025-03-09
BYU,123.6,98.2,.9339,67.9,25.40,57.5,50.0,17.6,17.4,33.2,25.7,30.4,29.8,+4.2,.7164,2025-03-09
Wisconsin,122.8,97.6,.9335,68.4,25.20,54.3,48.7,14.3,14.7,28.2,26.3,33.6,27.1,+5.0,.7414,2025-03-09
UCLA,117.2,93.8,.9284,65.8,23.40,53.5,49.9,16.2,23.0,32.5,29.2,32.7,35.0,+4.1,.7122,2025-03-09
Missouri,125.9,100.9,.9277,68.8,25.00,56.5,50.4,15.2,20.3,33.4,32.2,46.9,34.9,+2.8,.6884,2025-03-09
St. John's,112.5,90.5,.9242,70.8,22.00,49.5,46.7,15.8,21.9,38.0,29.4,31.2,30.6,+6.3,.6834,2025-03-09
Louisville,117.9,95.2,.9209,69.7,22.70,53.7,49.1,16.3,19.0,32.2,27.1,34.8,26.5,+4.6,.6978,2025-03-09
Texas A&M,115.5,93.3,.9206,66.9,22.20,47.6,48.1,18.3,20.2,42.2,28.1,41.1,35.0,+6.0,.7835,2025-03-09
Saint Mary's,115.9,93.7,.9201,62.7,22.20,51.2,46.4,14.8,17.1,40.2,25.1,31.2,25.5,+4.5,.617,2025-03-09
Clemson,118.8,96.4,.9174,64.9,22.40,54.3,49.1,15.6,20.1,34.0,30.1,27.8,27.0,+4.6,.6621,2025-03-09
Michigan,116.2,95.0,.9095,70.4,21.20,54.9,47.1,20.2,16.7,33.1,30.2,35.9,28.1,+4.6,.7877,2025-03-09
Marquette,116.7,95.7,.9069,68.2,21.00,52.0,49.6,13.5,22.0,31.0,31.6,26.1,29.9,+3.4,.717,2025-03-09
Baylor,120.1,99.3,.8988,65.6,20.80,51.6,51.6,16.6,19.2,35.7,31.1,31.5,34.2,+1.9,.7624,2025-03-09
Mississippi,117.2,97.0,.8986,68.8,20.20,51.3,50.4,12.6,20.4,25.6,30.7,35.9,39.2,+4.5,.7517,2025-03-09
Georgia,115.2,95.7,.8941,67.2,19.50,52.5,46.8,18.9,18.0,36.0,32.0,40.4,30.0,+2.6,.7024,2025-03-09
West Virginia,110.4,91.9,.8913,65.0,18.50,50.1,46.2,16.0,19.4,25.7,30.8,25.3,31.9,+2.2,.7337,2025-03-09
Mississippi St.,118.5,99.1,.8858,68.5,19.40,51.7,52.0,15.1,18.9,34.4,29.7,31.9,34.6,+3.1,.7429,2025-03-09
Oregon,116.1,97.4,.8828,68.4,18.70,52.2,49.3,16.0,17.7,31.2,29.1,33.7,27.4,+5.6,.7641,2025-03-09
VCU,114.8,96.4,.8817,67.1,18.40,52.7,45.1,16.7,20.8,36.9,29.0,32.0,36.7,+0.17,.5253,2025-03-09
Creighton,116.2,97.9,.8783,68.4,18.30,56.2,46.3,18.3,11.5,26.5,26.8,28.5,17.3,+2.6,.7207,2025-03-09
Connecticut,121.2,102.1,.8773,64.9,19.10,55.5,48.2,17.3,15.8,36.0,27.7,31.4,39.7,+2.2,.6903,2025-03-09
Ohio St.,117.0,98.8,.8749,68.0,18.20,53.8,48.1,15.6,16.7,28.7,30.6,35.9,40.5,+0.22,.7481,2025-03-09
Vanderbilt,118.6,100.9,.8654,70.3,17.70,51.9,53.0,14.8,20.2,32.4,29.9,33.5,38.3,+2.1,.6933,2025-03-09
Xavier,114.8,97.9,.8620,69.7,16.90,53.6,50.3,16.1,18.0,25.4,25.6,37.3,28.4,+0.8,.6769,2025-03-09
New Mexico,112.6,96.0,.8618,74.3,16.60,51.3,49.4,15.8,20.4,31.3,25.3,38.3,35.4,+3.1,.622,2025-03-09
Cincinnati,111.0,94.8,.8604,65.9,16.20,51.2,48.1,15.2,19.1,32.2,29.5,23.3,24.2,-1.1,.7119,2025-03-09
North Carolina,118.6,101.3,.8599,71.5,17.30,54.5,50.3,15.1,15.2,29.4,27.3,34.6,29.7,+0.8,.7094,2025-03-09
