touch_ordinal,n,rev_rate,avg_mfe
1,183,0.8524590163934426,49.85792349726776
2,183,0.8743169398907104,46.08879781420765
3,182,0.8406593406593407,43.69505494505494
4,182,0.8131868131868132,45.434065934065934
5,182,0.8351648351648352,44.160714285714285
6,176,0.8238636363636364,46.93892045454545
