fvg_date,fvg_tf_min,fvg_direction,fvg_low,fvg_high,fvg_ce,fvg_size_pts,touch_ordinal,touch_ts,touch_date,touch_hour,days_since_fvg,touch_px,max_penetration,touch_position,reversed,react_mfe,react_mae
2025-05-02,5,bearish,20104.25,20104.5,20104.375,0.25,1,2025-05-04 19:00:00-04:00,2025-05-04,19,2,20113.5,1.0,filled,True,60.75,-9.0
2025-05-02,5,bearish,20104.25,20104.5,20104.375,0.25,2,2025-05-04 19:02:00-04:00,2025-05-04,19,2,20104.25,1.0,filled,True,51.5,-18.25
2025-05-02,5,bearish,20104.25,20104.5,20104.375,0.25,3,2025-05-04 19:06:00-04:00,2025-05-04,19,2,20106.0,1.0,filled,True,53.25,-16.5
2025-05-02,5,bearish,20104.25,20104.5,20104.375,0.25,4,2025-05-04 19:11:00-04:00,2025-05-04,19,2,20106.75,1.0,filled,True,54.0,-15.75
2025-05-02,5,bearish,20104.25,20104.5,20104.375,0.25,5,2025-05-04 19:17:00-04:00,2025-05-04,19,2,20105.5,1.0,filled,True,52.75,-13.25
2025-05-02,5,bearish,20104.25,20104.5,20104.375,0.25,6,2025-05-04 19:23:00-04:00,2025-05-04,19,2,20105.0,1.0,filled,True,52.25,-4.25
2025-05-05,5,bullish,20048.75,20055.0,20051.875,6.25,1,2025-05-06 18:01:00-04:00,2025-05-06,18,1,20063.5,1.0,filled,True,72.75,-124.25
2025-05-05,5,bullish,20048.75,20055.0,20051.875,6.25,2,2025-05-06 18:10:00-04:00,2025-05-06,18,1,20059.25,1.0,filled,True,38.75,-57.75
2025-05-05,5,bullish,20048.75,20055.0,20051.875,6.25,3,2025-05-06 18:14:00-04:00,2025-05-06,18,1,20037.25,1.0,filled,True,60.75,-35.75
2025-05-05,5,bullish,20048.75,20055.0,20051.875,6.25,4,2025-05-06 18:16:00-04:00,2025-05-06,18,1,20051.5,1.0,filled,True,46.5,-50.0
2025-05-05,5,bullish,20048.75,20055.0,20051.875,6.25,5,2025-05-06 18:19:00-04:00,2025-05-06,18,1,20062.5,0.08,edge_near,True,35.5,-61.0
2025-05-05,5,bullish,20048.75,20055.0,20051.875,6.25,6,2025-05-06 18:23:00-04:00,2025-05-06,18,1,20054.5,1.0,filled,True,43.5,-53.0
2025-05-06,5,bearish,19830.75,19833.75,19832.25,3.0,1,2025-05-07 10:55:00-04:00,2025-05-07,10,1,19839.25,1.0,filled,True,54.5,-21.5
2025-05-06,5,bearish,19830.75,19833.75,19832.25,3.0,2,2025-05-07 11:00:00-04:00,2025-05-07,11,1,19829.5,1.0,filled,True,44.75,-27.25
2025-05-06,5,bearish,19830.75,19833.75,19832.25,3.0,3,2025-05-07 11:04:00-04:00,2025-05-07,11,1,19826.75,1.0,filled,True,42.0,-30.0
2025-05-06,5,bearish,19830.75,19833.75,19832.25,3.0,4,2025-05-07 11:08:00-04:00,2025-05-07,11,1,19833.0,1.0,filled,True,48.25,-23.75
2025-05-06,5,bearish,19830.75,19833.75,19832.25,3.0,5,2025-05-07 11:21:00-04:00,2025-05-07,11,1,19840.75,1.0,filled,True,56.0,-18.75
2025-05-06,5,bearish,19830.75,19833.75,19832.25,3.0,6,2025-05-07 11:40:00-04:00,2025-05-07,11,1,19830.5,1.0,filled,True,45.75,-29.0
2025-05-06,5,bearish,19818.5,19827.25,19822.875,8.75,1,2025-05-07 11:01:00-04:00,2025-05-07,11,1,19819.75,1.0,filled,True,35.0,-37.0
2025-05-06,5,bearish,19818.5,19827.25,19822.875,8.75,2,2025-05-07 11:16:00-04:00,2025-05-07,11,1,19812.25,1.0,filled,True,27.5,-44.5
2025-05-06,5,bearish,19818.5,19827.25,19822.875,8.75,3,2025-05-07 11:29:00-04:00,2025-05-07,11,1,19813.0,0.34285714285714286,approached_CE,True,28.25,-46.5
2025-05-06,5,bearish,19818.5,19827.25,19822.875,8.75,4,2025-05-07 11:31:00-04:00,2025-05-07,11,1,19817.0,0.4,approached_CE,True,32.25,-42.5
2025-05-06,5,bearish,19818.5,19827.25,19822.875,8.75,5,2025-05-07 11:38:00-04:00,2025-05-07,11,1,19824.5,1.0,filled,True,39.75,-35.0
2025-05-06,5,bearish,19818.5,19827.25,19822.875,8.75,6,2025-05-07 11:47:00-04:00,2025-05-07,11,1,19812.25,1.0,filled,True,27.5,-62.5
2025-05-06,5,bullish,19802.25,19819.75,19811.0,17.5,1,2025-05-07 11:01:00-04:00,2025-05-07,11,1,19819.75,1.0,filled,True,37.0,-35.0
2025-05-06,5,bullish,19802.25,19819.75,19811.0,17.5,2,2025-05-07 11:12:00-04:00,2025-05-07,11,1,19818.5,1.0,filled,True,38.25,-33.75
2025-05-06,5,bullish,19802.25,19819.75,19811.0,17.5,3,2025-05-07 11:25:00-04:00,2025-05-07,11,1,19813.75,1.0,filled,True,45.75,-29.0
2025-05-06,5,bullish,19802.25,19819.75,19811.0,17.5,4,2025-05-07 11:47:00-04:00,2025-05-07,11,1,19812.25,1.0,filled,True,62.5,-27.5
2025-05-06,5,bullish,19802.25,19819.75,19811.0,17.5,5,2025-05-07 12:22:00-04:00,2025-05-07,12,1,19813.5,0.5857142857142857,through_CE,True,112.0,-7.5
2025-05-06,5,bullish,19802.25,19819.75,19811.0,17.5,6,2025-05-07 12:27:00-04:00,2025-05-07,12,1,19827.5,0.7857142857142857,filled,True,98.0,-21.5
2025-05-06,5,bearish,19800.5,19838.25,19819.375,37.75,1,2025-05-07 10:55:00-04:00,2025-05-07,10,1,19839.25,1.0,filled,True,54.5,-21.5
2025-05-06,5,bearish,19800.5,19838.25,19819.375,37.75,2,2025-05-07 11:00:00-04:00,2025-05-07,11,1,19829.5,1.0,filled,True,44.75,-27.25
2025-05-06,5,bearish,19800.5,19838.25,19819.375,37.75,3,2025-05-07 11:47:00-04:00,2025-05-07,11,1,19812.25,1.0,filled,True,27.5,-62.5
2025-05-06,5,bearish,19800.5,19838.25,19819.375,37.75,4,2025-05-07 12:00:00-04:00,2025-05-07,12,1,19843.25,1.0,filled,True,37.25,-61.25
2025-05-06,5,bearish,19800.5,19838.25,19819.375,37.75,5,2025-05-07 12:02:00-04:00,2025-05-07,12,1,19841.0,1.0,filled,True,35.0,-63.5
2025-05-06,5,bearish,19800.5,19838.25,19819.375,37.75,6,2025-05-07 12:06:00-04:00,2025-05-07,12,1,19829.75,1.0,filled,True,23.75,-81.75
2025-05-06,5,bearish,19782.75,19797.0,19789.875,14.25,1,2025-05-07 11:13:00-04:00,2025-05-07,11,1,19797.0,1.0,filled,True,12.25,-59.75
2025-05-06,5,bearish,19782.75,19797.0,19789.875,14.25,2,2025-05-07 11:34:00-04:00,2025-05-07,11,1,19799.0,1.0,filled,True,14.25,-60.5
2025-05-06,5,bearish,19782.75,19797.0,19789.875,14.25,3,2025-05-07 11:36:00-04:00,2025-05-07,11,1,19803.5,1.0,filled,True,18.75,-56.0
2025-05-06,5,bearish,19782.75,19797.0,19789.875,14.25,4,2025-05-07 11:48:00-04:00,2025-05-07,11,1,19799.5,1.0,filled,True,14.75,-81.5
2025-05-06,5,bearish,19782.75,19797.0,19789.875,14.25,5,2025-05-07 14:00:00-04:00,2025-05-07,14,1,19836.25,1.0,filled,True,157.75,-67.5
2025-05-06,5,bearish,19782.75,19797.0,19789.875,14.25,6,2025-05-07 14:05:00-04:00,2025-05-07,14,1,19794.0,1.0,filled,True,115.5,-109.75
2025-05-08,5,bearish,20138.5,20157.5,20148.0,19.0,1,2025-05-09 01:26:00-04:00,2025-05-09,1,1,20159.5,1.0,filled,False,3.0,-44.0
2025-05-08,5,bearish,20138.5,20157.5,20148.0,19.0,2,2025-05-09 07:26:00-04:00,2025-05-09,7,1,20164.0,1.0,filled,True,23.75,-126.0
2025-05-08,5,bearish,20138.5,20157.5,20148.0,19.0,3,2025-05-09 07:38:00-04:00,2025-05-09,7,1,20153.0,1.0,filled,False,3.0,-81.25
2025-05-08,5,bearish,20138.5,20157.5,20148.0,19.0,4,2025-05-09 10:26:00-04:00,2025-05-09,10,1,20152.0,1.0,filled,True,94.5,-26.5
2025-05-08,5,bearish,20138.5,20157.5,20148.0,19.0,5,2025-05-09 10:30:00-04:00,2025-05-09,10,1,20146.5,0.6578947368421053,through_CE,True,89.0,-29.5
2025-05-08,5,bearish,20138.5,20157.5,20148.0,19.0,6,2025-05-09 10:51:00-04:00,2025-05-09,10,1,20140.0,0.18421052631578946,edge_near,True,42.0,-36.0
2025-05-08,5,bearish,20095.75,20099.25,20097.5,3.5,1,2025-05-09 10:35:00-04:00,2025-05-09,10,1,20103.75,1.0,filled,True,46.25,-72.25
2025-05-08,5,bearish,20095.75,20099.25,20097.5,3.5,2,2025-05-09 10:42:00-04:00,2025-05-09,10,1,20101.75,1.0,filled,True,32.25,-74.25
2025-05-08,5,bearish,20095.75,20099.25,20097.5,3.5,3,2025-05-09 10:47:00-04:00,2025-05-09,10,1,20098.5,1.0,filled,False,5.0,-77.5
2025-05-08,5,bearish,20095.75,20099.25,20097.5,3.5,4,2025-05-09 10:54:00-04:00,2025-05-09,10,1,20117.0,1.0,filled,True,19.0,-59.0
2025-05-08,5,bearish,20095.75,20099.25,20097.5,3.5,5,2025-05-09 12:09:00-04:00,2025-05-09,12,1,20100.0,1.0,filled,True,28.25,-32.5
2025-05-08,5,bearish,20095.75,20099.25,20097.5,3.5,6,2025-05-09 12:13:00-04:00,2025-05-09,12,1,20103.0,1.0,filled,True,31.25,-29.5
2025-05-12,5,bearish,20914.75,20916.25,20915.5,1.5,1,2025-05-13 07:12:00-04:00,2025-05-13,7,1,20920.75,1.0,filled,True,13.0,-43.5
2025-05-12,5,bearish,20914.75,20916.25,20915.5,1.5,2,2025-05-13 07:15:00-04:00,2025-05-13,7,1,20918.5,1.0,filled,True,10.75,-46.25
2025-05-12,5,bearish,20914.75,20916.25,20915.5,1.5,3,2025-05-13 07:23:00-04:00,2025-05-13,7,1,20924.25,1.0,filled,True,16.5,-47.5
2025-05-12,5,bearish,20914.75,20916.25,20915.5,1.5,4,2025-05-13 07:30:00-04:00,2025-05-13,7,1,20914.75,1.0,filled,False,6.0,-149.25
2025-05-12,5,bearish,20914.75,20916.25,20915.5,1.5,5,2025-05-23 07:44:00-04:00,2025-05-23,7,11,20944.75,1.0,filled,True,217.25,-74.75
2025-05-12,5,bearish,20914.75,20916.25,20915.5,1.5,6,2025-05-23 07:47:00-04:00,2025-05-23,7,11,20935.0,1.0,filled,True,207.5,-1.5
2025-05-12,5,bearish,20826.5,20917.25,20871.875,90.75,1,2025-05-13 00:00:00-04:00,2025-05-13,0,1,20844.25,1.0,filled,True,26.0,-10.5
2025-05-12,5,bearish,20826.5,20917.25,20871.875,90.75,2,2025-05-13 07:15:00-04:00,2025-05-13,7,1,20918.5,1.0,filled,True,10.75,-46.25
2025-05-12,5,bearish,20826.5,20917.25,20871.875,90.75,3,2025-05-13 07:23:00-04:00,2025-05-13,7,1,20924.25,1.0,filled,True,16.5,-47.5
2025-05-12,5,bearish,20826.5,20917.25,20871.875,90.75,4,2025-05-23 07:44:00-04:00,2025-05-23,7,11,20944.75,1.0,filled,True,217.25,-74.75
2025-05-12,5,bearish,20826.5,20917.25,20871.875,90.75,5,2025-05-23 08:31:00-04:00,2025-05-23,8,11,20796.75,0.09917355371900827,edge_near,True,41.25,-79.5
2025-05-12,5,bearish,20826.5,20917.25,20871.875,90.75,6,2025-05-23 08:35:00-04:00,2025-05-23,8,11,20828.75,0.1322314049586777,edge_near,True,73.25,-110.0
2025-05-13,5,bullish,21011.75,21036.5,21024.125,24.75,1,2025-05-23 07:43:00-04:00,2025-05-23,7,10,21018.5,1.0,filled,True,81.0,-291.0
2025-05-13,5,bullish,21011.75,21036.5,21024.125,24.75,2,2025-05-23 13:05:00-04:00,2025-05-23,13,10,21013.25,1.0,filled,True,66.0,-15.0
2025-05-13,5,bullish,21011.75,21036.5,21024.125,24.75,3,2025-05-23 13:34:00-04:00,2025-05-23,13,10,21038.75,0.15151515151515152,edge_near,True,45.0,-33.0
2025-05-13,5,bullish,21011.75,21036.5,21024.125,24.75,4,2025-05-23 13:40:00-04:00,2025-05-23,13,10,21027.0,0.7373737373737373,through_CE,True,56.75,-21.25
2025-05-13,5,bullish,21011.75,21036.5,21024.125,24.75,5,2025-05-23 13:57:00-04:00,2025-05-23,13,10,21047.0,0.09090909090909091,edge_near,True,36.75,-41.25
2025-05-13,5,bullish,21011.75,21036.5,21024.125,24.75,6,2025-05-23 14:19:00-04:00,2025-05-23,14,10,21041.75,1.0,filled,True,28.25,-36.0
2025-05-13,5,bullish,21039.5,21045.25,21042.375,5.75,1,2025-05-22 08:17:00-04:00,2025-05-22,8,9,21049.25,1.0,filled,True,177.75,-10.0
2025-05-13,5,bullish,21039.5,21045.25,21042.375,5.75,2,2025-05-22 08:24:00-04:00,2025-05-22,8,9,21043.25,0.9130434782608695,filled,True,183.75,-3.25
2025-05-13,5,bullish,21039.5,21045.25,21042.375,5.75,3,2025-05-22 08:30:00-04:00,2025-05-22,8,9,21063.75,0.6521739130434783,through_CE,True,163.25,-22.25
2025-05-13,5,bullish,21039.5,21045.25,21042.375,5.75,4,2025-05-23 07:43:00-04:00,2025-05-23,7,10,21018.5,1.0,filled,True,81.0,-291.0
2025-05-13,5,bullish,21039.5,21045.25,21042.375,5.75,5,2025-05-23 13:17:00-04:00,2025-05-23,13,10,21050.75,1.0,filled,True,33.0,-32.5
2025-05-13,5,bullish,21039.5,21045.25,21042.375,5.75,6,2025-05-23 13:33:00-04:00,2025-05-23,13,10,21044.5,1.0,filled,True,39.25,-38.75
2025-05-13,5,bullish,21071.5,21102.5,21087.0,31.0,1,2025-05-21 15:11:00-04:00,2025-05-21,15,8,21094.5,0.3951612903225806,approached_CE,True,126.75,-22.75
2025-05-13,5,bullish,21071.5,21102.5,21087.0,31.0,2,2025-05-21 15:21:00-04:00,2025-05-21,15,8,21091.5,0.9919354838709677,filled,True,129.75,-19.75
2025-05-13,5,bullish,21071.5,21102.5,21087.0,31.0,3,2025-05-22 07:59:00-04:00,2025-05-22,7,9,21082.25,1.0,filled,True,116.0,-43.0
2025-05-13,5,bullish,21071.5,21102.5,21087.0,31.0,4,2025-05-22 08:10:00-04:00,2025-05-22,8,9,21092.25,1.0,filled,True,134.75,-53.0
2025-05-13,5,bullish,21071.5,21102.5,21087.0,31.0,5,2025-05-22 08:32:00-04:00,2025-05-22,8,9,21069.25,1.0,filled,True,157.75,-19.25
2025-05-13,5,bullish,21071.5,21102.5,21087.0,31.0,6,2025-05-22 08:34:00-04:00,2025-05-22,8,9,21082.0,1.0,filled,True,145.0,-18.5
2025-05-13,5,bullish,21113.0,21114.5,21113.75,1.5,1,2025-05-19 04:43:00-04:00,2025-05-19,4,6,21116.5,1.0,filled,True,63.5,-4.25
2025-05-13,5,bullish,21113.0,21114.5,21113.75,1.5,2,2025-05-21 15:09:00-04:00,2025-05-21,15,8,21113.5,1.0,filled,True,107.75,-41.75
2025-05-13,5,bullish,21113.0,21114.5,21113.75,1.5,3,2025-05-21 15:12:00-04:00,2025-05-21,15,8,21115.5,1.0,filled,True,105.75,-43.75
2025-05-13,5,bullish,21113.0,21114.5,21113.75,1.5,4,2025-05-21 15:17:00-04:00,2025-05-21,15,8,21116.5,1.0,filled,True,104.75,-44.75
2025-05-13,5,bullish,21113.0,21114.5,21113.75,1.5,5,2025-05-21 15:30:00-04:00,2025-05-21,15,8,21110.75,1.0,filled,True,110.5,-14.0
2025-05-13,5,bullish,21113.0,21114.5,21113.75,1.5,6,2025-05-21 16:12:00-04:00,2025-05-21,16,8,21120.25,1.0,filled,True,29.75,-9.75
2025-05-14,5,bullish,21324.5,21333.75,21329.125,9.25,1,2025-05-15 01:35:00-04:00,2025-05-15,1,1,21338.5,0.7027027027027027,through_CE,True,30.0,-21.75
2025-05-14,5,bullish,21324.5,21333.75,21329.125,9.25,2,2025-05-15 01:38:00-04:00,2025-05-15,1,1,21326.0,1.0,filled,True,42.5,-9.25
2025-05-14,5,bullish,21324.5,21333.75,21329.125,9.25,3,2025-05-15 01:55:00-04:00,2025-05-15,1,1,21325.0,1.0,filled,True,43.5,-4.75
2025-05-14,5,bullish,21324.5,21333.75,21329.125,9.25,4,2025-05-15 03:09:00-04:00,2025-05-15,3,1,21331.0,1.0,filled,False,8.0,-77.75
2025-05-14,5,bullish,21324.5,21333.75,21329.125,9.25,5,2025-05-15 03:21:00-04:00,2025-05-15,3,1,21326.0,1.0,filled,False,3.75,-74.25
2025-05-14,5,bullish,21324.5,21333.75,21329.125,9.25,6,2025-05-15 08:33:00-04:00,2025-05-15,8,1,21325.25,1.0,filled,False,9.75,-58.75
2025-05-14,5,bullish,21342.25,21367.25,21354.75,25.0,1,2025-05-15 01:16:00-04:00,2025-05-15,1,1,21367.0,0.17,edge_near,False,7.75,-50.25
2025-05-14,5,bullish,21342.25,21367.25,21354.75,25.0,2,2025-05-15 01:22:00-04:00,2025-05-15,1,1,21363.0,1.0,filled,False,6.5,-46.25
2025-05-14,5,bullish,21342.25,21367.25,21354.75,25.0,3,2025-05-15 02:11:00-04:00,2025-05-15,2,1,21340.5,1.0,filled,True,28.0,-10.5
2025-05-14,5,bullish,21342.25,21367.25,21354.75,25.0,4,2025-05-15 10:01:00-04:00,2025-05-15,10,1,21339.0,1.0,filled,False,8.0,-82.25
2025-05-14,5,bullish,21342.25,21367.25,21354.75,25.0,5,2025-05-15 11:03:00-04:00,2025-05-15,11,1,21354.75,1.0,filled,True,91.75,-16.0
2025-05-14,5,bullish,21342.25,21367.25,21354.75,25.0,6,2025-05-15 15:21:00-04:00,2025-05-15,15,1,21366.75,1.0,filled,True,78.0,-63.25
2025-05-14,5,bearish,21345.5,21367.25,21356.375,21.75,1,2025-05-15 01:16:00-04:00,2025-05-15,1,1,21367.0,1.0,filled,True,50.25,-7.75
2025-05-14,5,bearish,21345.5,21367.25,21356.375,21.75,2,2025-05-15 01:22:00-04:00,2025-05-15,1,1,21363.0,1.0,filled,True,46.25,-6.5
2025-05-14,5,bearish,21345.5,21367.25,21356.375,21.75,3,2025-05-15 02:12:00-04:00,2025-05-15,2,1,21345.5,1.0,filled,True,22.25,-23.0
2025-05-14,5,bearish,21345.5,21367.25,21356.375,21.75,4,2025-05-15 02:44:00-04:00,2025-05-15,2,1,21346.25,0.4367816091954023,approached_CE,True,73.75,-11.5
2025-05-14,5,bearish,21345.5,21367.25,21356.375,21.75,5,2025-05-15 02:55:00-04:00,2025-05-15,2,1,21341.75,0.09195402298850575,edge_near,True,72.75,-16.0
2025-05-14,5,bearish,21345.5,21367.25,21356.375,21.75,6,2025-05-15 02:58:00-04:00,2025-05-15,2,1,21346.5,0.3218390804597701,approached_CE,True,81.5,-11.25
2025-05-14,5,bearish,21331.0,21337.0,21334.0,6.0,1,2025-05-15 01:34:00-04:00,2025-05-15,1,1,21337.75,1.0,filled,True,21.0,-30.75
2025-05-14,5,bearish,21331.0,21337.0,21334.0,6.0,2,2025-05-15 01:38:00-04:00,2025-05-15,1,1,21326.0,1.0,filled,False,9.25,-42.5
2025-05-14,5,bearish,21331.0,21337.0,21334.0,6.0,3,2025-05-15 01:44:00-04:00,2025-05-15,1,1,21329.25,0.5416666666666666,through_CE,True,12.5,-39.25
2025-05-14,5,bearish,21331.0,21337.0,21334.0,6.0,4,2025-05-15 01:59:00-04:00,2025-05-15,1,1,21330.25,1.0,filled,False,5.5,-38.25
2025-05-14,5,bearish,21331.0,21337.0,21334.0,6.0,5,2025-05-15 02:56:00-04:00,2025-05-15,2,1,21341.0,1.0,filled,True,73.75,-16.75
2025-05-14,5,bearish,21331.0,21337.0,21334.0,6.0,6,2025-05-15 03:03:00-04:00,2025-05-15,3,1,21337.25,1.0,filled,True,72.25,-20.5
2025-05-16,5,bullish,21447.25,21453.75,21450.5,6.5,1,2025-05-19 10:16:00-04:00,2025-05-19,10,3,21451.5,1.0,filled,True,11.25,-75.25
2025-05-16,5,bullish,21447.25,21453.75,21450.5,6.5,2,2025-05-19 11:38:00-04:00,2025-05-19,11,3,21448.5,1.0,filled,True,29.5,-36.75
2025-05-16,5,bullish,21447.25,21453.75,21450.5,6.5,3,2025-05-19 11:43:00-04:00,2025-05-19,11,3,21460.5,1.0,filled,True,17.5,-48.75
2025-05-16,5,bullish,21447.25,21453.75,21450.5,6.5,4,2025-05-19 12:04:00-04:00,2025-05-19,12,3,21446.25,1.0,filled,True,78.5,-15.25
2025-05-16,5,bullish,21447.25,21453.75,21450.5,6.5,5,2025-05-19 12:12:00-04:00,2025-05-19,12,3,21449.0,1.0,filled,True,95.75,-16.25
2025-05-16,5,bullish,21447.25,21453.75,21450.5,6.5,6,2025-05-19 12:20:00-04:00,2025-05-19,12,3,21440.5,1.0,filled,True,105.0,-7.75
2025-05-16,5,bullish,21459.75,21461.25,21460.5,1.5,1,2025-05-19 10:17:00-04:00,2025-05-19,10,3,21451.5,1.0,filled,True,11.25,-75.25
2025-05-16,5,bullish,21459.75,21461.25,21460.5,1.5,2,2025-05-19 11:40:00-04:00,2025-05-19,11,3,21461.0,1.0,filled,True,17.0,-49.25
2025-05-16,5,bullish,21459.75,21461.25,21460.5,1.5,3,2025-05-19 11:43:00-04:00,2025-05-19,11,3,21460.5,1.0,filled,True,17.5,-48.75
2025-05-16,5,bullish,21459.75,21461.25,21460.5,1.5,4,2025-05-19 12:26:00-04:00,2025-05-19,12,3,21460.5,1.0,filled,True,85.0,-15.75
2025-05-16,5,bullish,21459.75,21461.25,21460.5,1.5,5,2025-05-19 12:31:00-04:00,2025-05-19,12,3,21460.0,1.0,filled,True,85.5,-15.25
2025-05-16,5,bullish,21459.75,21461.25,21460.5,1.5,6,2025-05-19 12:35:00-04:00,2025-05-19,12,3,21453.0,1.0,filled,True,92.5,-8.25
2025-05-19,5,bearish,21188.0,21191.0,21189.5,3.0,1,2025-05-21 13:30:00-04:00,2025-05-21,13,2,21181.25,1.0,filled,True,21.0,-147.0
2025-05-19,5,bearish,21188.0,21191.0,21189.5,3.0,2,2025-05-21 14:21:00-04:00,2025-05-21,14,2,21192.5,1.0,filled,True,104.75,-90.5
2025-05-19,5,bearish,21188.0,21191.0,21189.5,3.0,3,2025-05-21 14:23:00-04:00,2025-05-21,14,2,21212.5,1.0,filled,True,125.75,-70.5
2025-05-19,5,bearish,21188.0,21191.0,21189.5,3.0,4,2025-05-21 14:53:00-04:00,2025-05-21,14,2,21191.75,1.0,filled,True,120.0,-29.5
2025-05-19,5,bearish,21188.0,21191.0,21189.5,3.0,5,2025-05-21 14:57:00-04:00,2025-05-21,14,2,21183.5,1.0,filled,True,111.75,-37.75
2025-05-19,5,bearish,21188.0,21191.0,21189.5,3.0,6,2025-05-21 15:39:00-04:00,2025-05-21,15,2,21185.0,1.0,filled,True,74.5,-36.25
2025-05-19,5,bullish,21193.5,21201.5,21197.5,8.0,1,2025-05-21 13:29:00-04:00,2025-05-21,13,2,21203.5,1.0,filled,True,124.75,-43.25
2025-05-19,5,bullish,21193.5,21201.5,21197.5,8.0,2,2025-05-21 14:20:00-04:00,2025-05-21,14,2,21201.5,1.0,filled,True,81.5,-111.25
2025-05-19,5,bullish,21193.5,21201.5,21197.5,8.0,3,2025-05-21 14:50:00-04:00,2025-05-21,14,2,21205.75,0.1875,edge_near,True,21.75,-134.0
2025-05-19,5,bullish,21193.5,21201.5,21197.5,8.0,4,2025-05-21 14:53:00-04:00,2025-05-21,14,2,21191.75,1.0,filled,True,29.5,-120.0
2025-05-19,5,bullish,21193.5,21201.5,21197.5,8.0,5,2025-05-21 14:58:00-04:00,2025-05-21,14,2,21188.5,1.0,filled,True,32.75,-116.75
2025-05-19,5,bullish,21193.5,21201.5,21197.5,8.0,6,2025-05-21 15:01:00-04:00,2025-05-21,15,2,21190.25,1.0,filled,True,31.0,-118.5
2025-05-19,5,bullish,21204.0,21235.5,21219.75,31.5,1,2025-05-21 06:23:00-04:00,2025-05-21,6,2,21238.75,0.19047619047619047,edge_near,True,103.25,-9.25
2025-05-19,5,bullish,21204.0,21235.5,21219.75,31.5,2,2025-05-21 13:26:00-04:00,2025-05-21,13,2,21254.0,1.0,filled,True,74.25,-93.75
2025-05-19,5,bullish,21204.0,21235.5,21219.75,31.5,3,2025-05-21 13:36:00-04:00,2025-05-21,13,2,21264.25,0.5158730158730159,through_CE,True,64.0,-78.0
2025-05-19,5,bullish,21204.0,21235.5,21219.75,31.5,4,2025-05-21 14:02:00-04:00,2025-05-21,14,2,21234.75,0.6349206349206349,through_CE,True,48.25,-69.5
2025-05-19,5,bullish,21204.0,21235.5,21219.75,31.5,5,2025-05-21 14:11:00-04:00,2025-05-21,14,2,21220.5,0.746031746031746,through_CE,True,62.5,-130.25
2025-05-19,5,bullish,21204.0,21235.5,21219.75,31.5,6,2025-05-21 14:17:00-04:00,2025-05-21,14,2,21232.0,1.0,filled,True,51.0,-141.75
2025-05-19,5,bullish,21263.75,21291.25,21277.5,27.5,1,2025-05-21 02:40:00-04:00,2025-05-21,2,2,21295.5,0.1,edge_near,True,33.0,-9.5
2025-05-19,5,bullish,21263.75,21291.25,21277.5,27.5,2,2025-05-21 02:48:00-04:00,2025-05-21,2,2,21289.0,0.19090909090909092,edge_near,True,52.0,-3.0
2025-05-19,5,bullish,21263.75,21291.25,21277.5,27.5,3,2025-05-21 02:59:00-04:00,2025-05-21,2,2,21294.25,0.045454545454545456,edge_near,True,54.5,-4.25
2025-05-19,5,bullish,21263.75,21291.25,21277.5,27.5,4,2025-05-21 04:40:00-04:00,2025-05-21,4,2,21297.0,0.05454545454545454,edge_near,True,39.0,-17.75
2025-05-19,5,bullish,21263.75,21291.25,21277.5,27.5,5,2025-05-21 05:31:00-04:00,2025-05-21,5,2,21291.75,0.43636363636363634,approached_CE,True,17.25,-62.25
2025-05-19,5,bullish,21263.75,21291.25,21277.5,27.5,6,2025-05-21 05:41:00-04:00,2025-05-21,5,2,21287.25,1.0,filled,True,11.5,-57.75
2025-05-19,5,bullish,21312.0,21316.5,21314.25,4.5,1,2025-05-20 15:03:00-04:00,2025-05-20,15,1,21317.5,1.0,filled,True,134.5,-19.5
2025-05-19,5,bullish,21312.0,21316.5,21314.25,4.5,2,2025-05-21 02:13:00-04:00,2025-05-21,2,2,21318.75,1.0,filled,True,16.5,-32.75
2025-05-19,5,bullish,21312.0,21316.5,21314.25,4.5,3,2025-05-21 02:24:00-04:00,2025-05-21,2,2,21320.25,0.3333333333333333,approached_CE,True,11.75,-34.25
2025-05-19,5,bullish,21312.0,21316.5,21314.25,4.5,4,2025-05-21 02:26:00-04:00,2025-05-21,2,2,21317.0,0.6666666666666666,through_CE,True,15.0,-31.0
2025-05-19,5,bullish,21312.0,21316.5,21314.25,4.5,5,2025-05-21 02:31:00-04:00,2025-05-21,2,2,21317.75,1.0,filled,True,10.75,-31.75
2025-05-19,5,bullish,21312.0,21316.5,21314.25,4.5,6,2025-05-21 02:52:00-04:00,2025-05-21,2,2,21311.75,1.0,filled,True,33.0,-21.75
2025-05-19,5,bullish,21335.0,21345.5,21340.25,10.5,1,2025-05-20 14:28:00-04:00,2025-05-20,14,1,21348.5,0.4523809523809524,approached_CE,True,39.5,-50.5
2025-05-19,5,bullish,21335.0,21345.5,21340.25,10.5,2,2025-05-20 14:42:00-04:00,2025-05-20,14,1,21353.0,0.2619047619047619,approached_CE,True,64.25,-55.0
2025-05-19,5,bullish,21335.0,21345.5,21340.25,10.5,3,2025-05-20 14:47:00-04:00,2025-05-20,14,1,21350.0,0.14285714285714285,edge_near,True,67.25,-52.0
2025-05-19,5,bullish,21335.0,21345.5,21340.25,10.5,4,2025-05-20 14:52:00-04:00,2025-05-20,14,1,21351.0,0.07142857142857142,edge_near,True,76.75,-53.0
