touch_position,n,rev_rate,avg_mfe,avg_mae
approached_CE,17,0.8235294117647058,75.17647058823529,-55.44117647058823
edge_near,43,0.8837209302325582,38.08720930232558,-29.38953488372093
filled,111,0.8558558558558559,51.8018018018018,-72.92342342342343
through_CE,12,0.75,38.1875,-40.0625
