touch_ordinal,n,rev_rate,avg_mfe
1,78,0.8974358974358975,55.94230769230769
2,78,0.8974358974358975,57.55448717948718
3,77,0.8701298701298701,55.32142857142857
4,77,0.948051948051948,56.61363636363637
5,76,0.8947368421052632,49.39802631578947
6,75,0.8133333333333334,48.916666666666664
