fvg_date,level,level_price,touch_ordinal,touch_ts,touch_date,touch_hour,days_since,approach,candle_dir,is_manip,reversed,mfe,mae
2025-07-21,h,23386.5,3,2025-07-23 16:15:00-04:00,2025-07-23,16,2,from_above,1,False,True,27.75,-26.5
2025-07-21,h,23386.5,4,2025-07-23 16:34:00-04:00,2025-07-23,16,2,from_below,1,False,False,9.0,-32.75
2025-07-21,h,23386.5,5,2025-07-23 18:00:00-04:00,2025-07-23,18,2,from_above,1,False,True,13.25,-12.0
2025-07-21,h,23386.5,6,2025-07-23 18:08:00-04:00,2025-07-23,18,2,from_above,1,False,True,16.25,-4.25
2025-07-21,l,23337.75,1,2025-07-22 03:05:00-04:00,2025-07-22,3,1,from_below,1,False,True,60.25,-10.5
2025-07-21,l,23337.75,2,2025-07-22 03:10:00-04:00,2025-07-22,3,1,from_below,1,False,True,67.5,-3.25
2025-07-21,l,23337.75,3,2025-07-22 03:40:00-04:00,2025-07-22,3,1,from_above,1,False,True,10.0,-60.25
2025-07-21,l,23337.75,4,2025-07-22 08:04:00-04:00,2025-07-22,8,1,from_below,1,False,True,16.25,-5.25
2025-07-21,l,23337.75,5,2025-07-22 08:28:00-04:00,2025-07-22,8,1,from_below,1,False,True,13.5,-7.0
2025-07-21,l,23337.75,6,2025-07-22 08:34:00-04:00,2025-07-22,8,1,from_below,1,False,True,56.5,-14.25
2025-07-21,ce,23362.125,1,2025-07-23 16:02:00-04:00,2025-07-23,16,2,from_below,1,False,True,68.25,-40.0
2025-07-21,ce,23362.125,2,2025-07-23 16:11:00-04:00,2025-07-23,16,2,from_below,1,False,True,41.0,-45.5
2025-07-21,ce,23362.125,3,2025-07-23 16:26:00-04:00,2025-07-23,16,2,from_above,1,False,True,52.0,-2.25
2025-07-21,ce,23362.125,4,2025-07-23 16:28:00-04:00,2025-07-23,16,2,from_above,1,False,True,52.5,-1.75
2025-07-21,ce,23362.125,5,2025-07-24 02:38:00-04:00,2025-07-24,2,3,from_above,1,False,False,2.5,-11.5
2025-07-21,ce,23362.125,6,2025-07-24 02:47:00-04:00,2025-07-24,2,3,from_below,1,False,True,10.0,-4.0
2025-07-22,h,23279.25,1,2025-07-23 03:20:00-04:00,2025-07-23,3,1,from_below,-1,False,True,32.5,-0.5
2025-07-22,h,23279.25,2,2025-07-23 04:22:00-04:00,2025-07-23,4,1,from_below,-1,False,False,6.0,-15.0
2025-07-22,h,23279.25,3,2025-07-23 04:25:00-04:00,2025-07-23,4,1,from_below,-1,False,True,13.25,-7.5
2025-07-22,h,23279.25,4,2025-07-23 04:27:00-04:00,2025-07-23,4,1,from_below,-1,False,True,15.0,-5.75
2025-07-22,h,23279.25,5,2025-07-23 04:47:00-04:00,2025-07-23,4,1,from_below,-1,False,True,19.5,-5.0
2025-07-22,h,23279.25,6,2025-07-23 04:56:00-04:00,2025-07-23,4,1,from_below,-1,False,True,19.5,-5.0
2025-07-22,l,23209.0,1,2025-07-23 09:31:00-04:00,2025-07-23,9,1,from_above,-1,False,True,40.5,-54.5
2025-07-22,l,23209.0,2,2025-07-23 09:41:00-04:00,2025-07-23,9,1,from_above,-1,False,True,13.0,-66.75
2025-07-22,l,23209.0,3,2025-07-23 09:48:00-04:00,2025-07-23,9,1,from_below,-1,False,True,64.5,-3.75
2025-07-22,l,23209.0,4,2025-07-23 09:52:00-04:00,2025-07-23,9,1,from_below,-1,False,True,60.0,-7.5
2025-07-22,l,23209.0,5,2025-07-23 11:00:00-04:00,2025-07-23,11,1,from_below,-1,False,True,35.25,-81.75
2025-07-22,l,23209.0,6,2025-07-23 11:21:00-04:00,2025-07-23,11,1,from_below,-1,False,True,10.75,-87.5
2025-07-22,ce,23244.125,1,2025-07-23 00:34:00-04:00,2025-07-23,0,1,from_below,-1,False,False,4.5,-16.0
2025-07-22,ce,23244.125,2,2025-07-23 00:44:00-04:00,2025-07-23,0,1,from_above,-1,False,True,11.5,-6.75
2025-07-22,ce,23244.125,3,2025-07-23 01:03:00-04:00,2025-07-23,1,1,from_above,-1,False,True,12.75,-2.25
2025-07-22,ce,23244.125,4,2025-07-23 01:05:00-04:00,2025-07-23,1,1,from_above,-1,False,True,13.25,-1.75
2025-07-22,ce,23244.125,5,2025-07-23 01:12:00-04:00,2025-07-23,1,1,from_above,-1,False,True,12.25,-2.0
2025-07-22,ce,23244.125,6,2025-07-23 01:43:00-04:00,2025-07-23,1,1,from_above,-1,False,True,17.25,-4.5
2025-07-23,h,23210.75,1,2025-08-01 03:19:00-04:00,2025-08-01,3,9,from_above,-1,False,True,11.0,-78.5
2025-07-23,h,23210.75,2,2025-08-01 03:25:00-04:00,2025-08-01,3,9,from_below,-1,False,True,100.75,-1.0
2025-07-23,h,23210.75,3,2025-08-04 09:45:00-04:00,2025-08-04,9,12,from_below,-1,False,True,24.25,-50.0
2025-07-23,h,23210.75,4,2025-08-04 09:49:00-04:00,2025-08-04,9,12,from_above,-1,False,True,47.0,-18.25
2025-07-23,h,23210.75,5,2025-08-04 09:56:00-04:00,2025-08-04,9,12,from_above,-1,False,True,46.0,-23.75
2025-07-23,h,23210.75,6,2025-08-04 10:45:00-04:00,2025-08-04,10,12,from_above,-1,False,True,38.25,-27.75
2025-07-23,l,23162.25,1,2025-08-01 03:36:00-04:00,2025-08-01,3,9,from_above,-1,False,True,14.75,-95.75
2025-07-23,l,23162.25,2,2025-08-01 03:39:00-04:00,2025-08-01,3,9,from_above,-1,False,True,15.25,-96.75
2025-07-23,l,23162.25,3,2025-08-01 03:55:00-04:00,2025-08-01,3,9,from_below,-1,False,True,101.5,-13.0
2025-07-23,l,23162.25,4,2025-08-01 03:59:00-04:00,2025-08-01,3,9,from_above,-1,False,False,2.75,-107.5
2025-07-23,l,23162.25,5,2025-08-01 04:07:00-04:00,2025-08-01,4,9,from_below,-1,False,True,95.5,-6.75
2025-07-23,l,23162.25,6,2025-08-01 04:17:00-04:00,2025-08-01,4,9,from_below,-1,False,True,91.75,-10.5
2025-07-23,ce,23186.5,1,2025-08-01 03:28:00-04:00,2025-08-01,3,9,from_above,-1,False,True,14.5,-105.75
2025-07-23,ce,23186.5,2,2025-08-04 09:43:00-04:00,2025-08-04,9,12,from_below,-1,False,False,8.25,-76.5
2025-07-23,ce,23186.5,3,2025-08-04 11:01:00-04:00,2025-08-04,11,12,from_above,-1,False,True,60.5,-19.5
2025-07-23,ce,23186.5,4,2025-08-05 10:44:00-04:00,2025-08-05,10,13,from_above,-1,False,True,32.5,-74.0
2025-07-23,ce,23186.5,5,2025-08-05 10:57:00-04:00,2025-08-05,10,13,from_below,-1,False,True,63.25,-43.25
2025-07-23,ce,23186.5,6,2025-08-05 11:02:00-04:00,2025-08-05,11,13,from_below,-1,False,True,86.75,-19.75
2025-07-24,h,23400.75,1,2025-07-25 00:43:00-04:00,2025-07-25,0,1,from_above,1,False,True,10.0,-7.25
2025-07-24,h,23400.75,2,2025-07-25 01:02:00-04:00,2025-07-25,1,1,from_below,1,False,False,2.5,-14.5
2025-07-24,h,23400.75,3,2025-07-25 01:05:00-04:00,2025-07-25,1,1,from_above,1,False,True,10.25,-1.0
2025-07-24,h,23400.75,4,2025-07-25 01:08:00-04:00,2025-07-25,1,1,from_above,1,False,True,10.5,-0.75
2025-07-24,h,23400.75,5,2025-07-25 01:31:00-04:00,2025-07-25,1,1,from_above,1,False,False,8.0,-3.25
2025-07-24,h,23400.75,6,2025-07-25 02:39:00-04:00,2025-07-25,2,1,from_above,1,False,False,1.5,-41.0
2025-07-24,l,23355.5,1,2025-07-25 03:44:00-04:00,2025-07-25,3,1,from_above,1,False,True,15.5,-15.5
2025-07-24,l,23355.5,2,2025-07-25 03:49:00-04:00,2025-07-25,3,1,from_above,1,False,True,19.75,-12.75
2025-07-24,l,23355.5,3,2025-07-25 03:51:00-04:00,2025-07-25,3,1,from_above,1,False,True,23.0,-9.5
2025-07-24,l,23355.5,4,2025-07-25 04:21:00-04:00,2025-07-25,4,1,from_above,1,False,True,23.0,-9.5
2025-07-24,l,23355.5,5,2025-07-25 05:20:00-04:00,2025-07-25,5,1,from_above,1,False,True,20.25,-0.75
2025-07-24,l,23355.5,6,2025-07-25 09:05:00-04:00,2025-07-25,9,1,from_above,1,False,True,55.25,-24.75
2025-07-24,ce,23378.125,1,2025-07-25 03:03:00-04:00,2025-07-25,3,1,from_above,1,False,False,8.0,-31.5
2025-07-24,ce,23378.125,2,2025-07-25 03:12:00-04:00,2025-07-25,3,1,from_above,1,False,False,4.25,-25.75
2025-07-24,ce,23378.125,3,2025-07-25 03:14:00-04:00,2025-07-25,3,1,from_above,1,False,False,6.25,-23.5
2025-07-24,ce,23378.125,4,2025-07-25 03:26:00-04:00,2025-07-25,3,1,from_below,1,False,True,26.0,-3.25
2025-07-24,ce,23378.125,5,2025-07-25 03:36:00-04:00,2025-07-25,3,1,from_below,1,False,True,26.75,-4.25
2025-07-24,ce,23378.125,6,2025-07-25 04:33:00-04:00,2025-07-25,4,1,from_below,1,False,True,21.0,-4.0
2025-07-25,h,23385.0,1,2025-07-30 15:00:00-04:00,2025-07-30,15,5,from_above,1,False,True,106.5,-34.75
2025-07-25,h,23385.0,2,2025-07-30 15:04:00-04:00,2025-07-30,15,5,from_above,1,False,True,225.25,-26.75
2025-07-25,h,23385.0,3,2025-07-30 15:23:00-04:00,2025-07-30,15,5,from_above,1,False,True,299.5,-12.0
2025-07-25,h,23385.0,4,2025-07-30 15:40:00-04:00,2025-07-30,15,5,from_above,1,False,True,290.25,-15.0
2025-07-25,h,23385.0,5,2025-07-30 15:43:00-04:00,2025-07-30,15,5,from_above,1,False,True,290.0,-11.0
2025-07-25,h,23385.0,6,2025-07-31 13:55:00-04:00,2025-07-31,13,6,from_above,1,False,True,76.0,-83.5
2025-07-25,l,23361.25,1,2025-07-30 15:00:00-04:00,2025-07-30,15,5,from_above,1,False,True,106.5,-34.75
2025-07-25,l,23361.25,2,2025-07-30 15:06:00-04:00,2025-07-30,15,5,from_above,1,False,True,246.75,-36.25
2025-07-25,l,23361.25,3,2025-07-31 14:07:00-04:00,2025-07-31,14,6,from_above,1,False,True,105.25,-54.25
2025-07-25,l,23361.25,4,2025-07-31 14:10:00-04:00,2025-07-31,14,6,from_above,1,False,True,108.0,-51.5
2025-07-25,l,23361.25,5,2025-07-31 14:14:00-04:00,2025-07-31,14,6,from_above,1,False,True,112.25,-47.25
2025-07-25,l,23361.25,6,2025-07-31 14:20:00-04:00,2025-07-31,14,6,from_below,1,False,True,22.25,-94.25
2025-07-25,ce,23373.125,1,2025-07-30 15:00:00-04:00,2025-07-30,15,5,from_above,1,False,True,106.5,-34.75
2025-07-25,ce,23373.125,2,2025-07-30 15:05:00-04:00,2025-07-30,15,5,from_above,1,False,True,242.75,-13.25
2025-07-25,ce,23373.125,3,2025-07-30 15:08:00-04:00,2025-07-30,15,5,from_above,1,False,True,261.75,-28.5
2025-07-25,ce,23373.125,4,2025-07-31 13:58:00-04:00,2025-07-31,13,6,from_above,1,False,True,98.25,-61.25
2025-07-25,ce,23373.125,5,2025-07-31 14:06:00-04:00,2025-07-31,14,6,from_above,1,False,True,98.5,-61.0
2025-07-25,ce,23373.125,6,2025-07-31 14:08:00-04:00,2025-07-31,14,6,from_below,1,False,True,77.75,-81.75
2025-07-28,h,23519.0,1,2025-07-29 10:53:00-04:00,2025-07-29,10,1,from_above,1,True,True,20.0,-84.5
2025-07-28,h,23519.0,2,2025-07-29 10:55:00-04:00,2025-07-29,10,1,from_above,1,True,True,12.25,-92.25
2025-07-28,h,23519.0,3,2025-07-29 11:03:00-04:00,2025-07-29,11,1,from_above,1,True,False,4.75,-89.0
2025-07-28,h,23519.0,4,2025-07-29 11:10:00-04:00,2025-07-29,11,1,from_below,1,True,True,86.0,-7.75
2025-07-28,h,23519.0,5,2025-07-29 11:55:00-04:00,2025-07-29,11,1,from_below,1,True,True,66.5,-4.5
2025-07-28,h,23519.0,6,2025-07-29 13:02:00-04:00,2025-07-29,13,1,from_below,1,True,True,49.25,-13.0
2025-07-28,l,23466.0,1,2025-07-29 11:28:00-04:00,2025-07-29,11,1,from_above,1,True,True,54.0,-27.75
2025-07-28,l,23466.0,2,2025-07-29 11:39:00-04:00,2025-07-29,11,1,from_above,1,True,True,51.0,-30.75
2025-07-28,l,23466.0,3,2025-07-29 11:45:00-04:00,2025-07-29,11,1,from_below,1,True,True,26.5,-44.5
2025-07-28,l,23466.0,4,2025-07-29 12:27:00-04:00,2025-07-29,12,1,from_above,1,True,True,53.5,-17.25
2025-07-28,l,23466.0,5,2025-07-29 12:34:00-04:00,2025-07-29,12,1,from_above,1,True,True,56.25,-19.25
2025-07-28,l,23466.0,6,2025-07-29 12:41:00-04:00,2025-07-29,12,1,from_below,1,True,True,14.0,-51.25
2025-07-28,ce,23492.5,1,2025-07-29 11:16:00-04:00,2025-07-29,11,1,from_above,1,True,True,16.75,-65.0
2025-07-28,ce,23492.5,2,2025-07-29 11:18:00-04:00,2025-07-29,11,1,from_above,1,True,True,24.25,-57.5
2025-07-28,ce,23492.5,3,2025-07-29 11:21:00-04:00,2025-07-29,11,1,from_above,1,True,True,26.0,-55.75
2025-07-28,ce,23492.5,4,2025-07-29 11:33:00-04:00,2025-07-29,11,1,from_below,1,True,True,52.25,-29.5
2025-07-28,ce,23492.5,5,2025-07-29 11:48:00-04:00,2025-07-29,11,1,from_below,1,True,True,44.25,-26.75
2025-07-28,ce,23492.5,6,2025-07-29 12:03:00-04:00,2025-07-29,12,1,from_above,1,True,True,18.0,-50.5
2025-07-29,h,23626.0,1,2025-07-30 16:06:00-04:00,2025-07-30,16,1,from_below,-1,False,True,26.0,-52.75
2025-07-29,h,23626.0,2,2025-07-31 09:43:00-04:00,2025-07-31,9,2,from_above,-1,False,True,75.25,-29.75
2025-07-29,h,23626.0,3,2025-07-31 10:26:00-04:00,2025-07-31,10,2,from_above,-1,False,True,32.75,-140.5
2025-07-29,h,23626.0,4,2025-07-31 10:33:00-04:00,2025-07-31,10,2,from_above,-1,False,True,22.25,-141.0
2025-07-29,h,23626.0,5,2025-07-31 10:38:00-04:00,2025-07-31,10,2,from_below,-1,False,True,136.25,-9.75
2025-07-29,h,23626.0,6,2025-07-31 10:44:00-04:00,2025-07-31,10,2,from_below,-1,False,True,136.5,-5.0
2025-07-29,l,23575.5,1,2025-07-30 14:34:00-04:00,2025-07-30,14,1,from_below,-1,False,True,216.5,-18.25
2025-07-29,l,23575.5,2,2025-07-30 16:02:00-04:00,2025-07-30,16,1,from_below,-1,False,True,65.5,-132.0
2025-07-29,l,23575.5,3,2025-07-31 10:50:00-04:00,2025-07-31,10,2,from_above,-1,False,True,38.75,-88.0
2025-07-29,l,23575.5,4,2025-07-31 11:03:00-04:00,2025-07-31,11,2,from_below,-1,False,True,90.0,-19.75
2025-07-29,l,23575.5,5,2025-07-31 11:39:00-04:00,2025-07-31,11,2,from_below,-1,False,True,19.25,-40.5
2025-07-29,l,23575.5,6,2025-07-31 11:52:00-04:00,2025-07-31,11,2,from_below,-1,False,True,14.75,-44.75
2025-07-29,ce,23600.75,1,2025-07-30 16:02:00-04:00,2025-07-30,16,1,from_below,-1,False,True,65.5,-132.0
2025-07-29,ce,23600.75,2,2025-07-30 16:05:00-04:00,2025-07-30,16,1,from_below,-1,False,True,45.5,-75.75
2025-07-29,ce,23600.75,3,2025-07-31 10:43:00-04:00,2025-07-31,10,2,from_above,-1,False,True,16.75,-124.75
2025-07-29,ce,23600.75,4,2025-07-31 10:45:00-04:00,2025-07-31,10,2,from_above,-1,False,True,29.25,-109.0
2025-07-29,ce,23600.75,5,2025-07-31 10:47:00-04:00,2025-07-31,10,2,from_below,-1,False,True,121.25,-5.5
2025-07-29,ce,23600.75,6,2025-07-31 12:12:00-04:00,2025-07-31,12,2,from_below,-1,False,True,53.75,-22.75
2025-07-30,h,23526.5,1,2025-07-31 11:10:00-04:00,2025-07-31,11,1,from_above,-1,True,True,67.0,-46.25
2025-07-30,h,23526.5,2,2025-07-31 11:20:00-04:00,2025-07-31,11,1,from_below,-1,True,True,31.0,-81.0
2025-07-30,h,23526.5,3,2025-07-31 11:28:00-04:00,2025-07-31,11,1,from_below,-1,True,True,14.5,-80.0
2025-07-30,h,23526.5,4,2025-07-31 13:18:00-04:00,2025-07-31,13,1,from_above,-1,True,True,20.5,-213.25
2025-07-30,h,23526.5,5,2025-08-07 04:00:00-04:00,2025-08-07,4,8,from_below,-1,True,True,11.75,-56.75
2025-07-30,h,23526.5,6,2025-08-07 10:55:00-04:00,2025-08-07,10,8,from_above,-1,True,True,38.0,-43.25
2025-07-30,l,23486.25,1,2025-07-31 11:16:00-04:00,2025-07-31,11,1,from_above,-1,True,True,119.75,-0.5
2025-07-30,l,23486.25,2,2025-07-31 13:25:00-04:00,2025-07-31,13,1,from_above,-1,True,True,21.75,-170.0
2025-07-30,l,23486.25,3,2025-07-31 13:45:00-04:00,2025-07-31,13,1,from_below,-1,True,True,185.75,-4.0
2025-07-30,l,23486.25,4,2025-08-06 20:25:00-04:00,2025-08-06,20,7,from_below,-1,True,False,7.0,-18.0
2025-07-30,l,23486.25,5,2025-08-06 20:33:00-04:00,2025-08-06,20,7,from_above,-1,True,True,14.5,-6.75
2025-07-30,l,23486.25,6,2025-08-06 20:44:00-04:00,2025-08-06,20,7,from_above,-1,True,True,19.75,-12.5
2025-07-30,ce,23506.375,1,2025-07-31 11:14:00-04:00,2025-07-31,11,1,from_above,-1,True,True,95.75,-21.0
2025-07-30,ce,23506.375,2,2025-07-31 11:18:00-04:00,2025-07-31,11,1,from_below,-1,True,True,11.5,-100.5
2025-07-30,ce,23506.375,3,2025-07-31 11:23:00-04:00,2025-07-31,11,1,from_above,-1,True,True,104.75,-7.25
2025-07-30,ce,23506.375,4,2025-07-31 11:25:00-04:00,2025-07-31,11,1,from_below,-1,True,True,11.0,-104.75
2025-07-30,ce,23506.375,5,2025-07-31 13:22:00-04:00,2025-07-31,13,1,from_above,-1,True,False,9.5,-197.5
2025-07-30,ce,23506.375,6,2025-08-06 21:40:00-04:00,2025-08-06,21,7,from_below,-1,True,True,15.0,-6.75
2025-07-31,h,23661.25,1,2025-08-07 10:00:00-04:00,2025-08-07,10,7,from_below,1,True,True,136.0,-17.0
2025-07-31,h,23661.25,2,2025-08-08 10:06:00-04:00,2025-08-08,10,8,from_below,1,True,True,36.5,-40.0
2025-07-31,h,23661.25,3,2025-08-08 10:09:00-04:00,2025-08-08,10,8,from_below,1,True,True,40.75,-35.75
2025-07-31,h,23661.25,4,2025-08-08 10:19:00-04:00,2025-08-08,10,8,from_below,1,True,True,13.25,-46.5
2025-07-31,h,23661.25,5,2025-08-08 10:53:00-04:00,2025-08-08,10,8,from_above,1,True,True,13.75,-56.0
2025-07-31,h,23661.25,6,2025-08-08 10:55:00-04:00,2025-08-08,10,8,from_above,1,True,True,19.0,-50.75
2025-07-31,l,23608.25,1,2025-08-07 05:56:00-04:00,2025-08-07,5,7,from_below,1,True,False,4.25,-25.75
2025-07-31,l,23608.25,2,2025-08-07 06:01:00-04:00,2025-08-07,6,7,from_below,1,True,False,8.75,-32.5
2025-07-31,l,23608.25,3,2025-08-07 06:14:00-04:00,2025-08-07,6,7,from_above,1,True,True,23.5,-17.75
2025-07-31,l,23608.25,4,2025-08-07 06:24:00-04:00,2025-08-07,6,7,from_above,1,True,True,35.25,-6.0
2025-07-31,l,23608.25,5,2025-08-07 06:26:00-04:00,2025-08-07,6,7,from_below,1,True,False,8.5,-32.75
2025-07-31,l,23608.25,6,2025-08-07 06:44:00-04:00,2025-08-07,6,7,from_below,1,True,True,28.0,-27.25
2025-07-31,ce,23634.75,1,2025-08-07 07:00:00-04:00,2025-08-07,7,7,from_below,1,True,True,49.0,-9.0
2025-07-31,ce,23634.75,2,2025-08-07 09:39:00-04:00,2025-08-07,9,7,from_below,1,True,True,92.75,-38.25
2025-07-31,ce,23634.75,3,2025-08-07 09:53:00-04:00,2025-08-07,9,7,from_below,1,True,True,79.25,-54.5
2025-07-31,ce,23634.75,4,2025-08-07 09:55:00-04:00,2025-08-07,9,7,from_below,1,True,True,117.0,-34.25
2025-07-31,ce,23634.75,5,2025-08-07 10:01:00-04:00,2025-08-07,10,7,from_above,1,True,True,23.5,-114.0
2025-07-31,ce,23634.75,6,2025-08-07 10:05:00-04:00,2025-08-07,10,7,from_above,1,True,True,29.0,-116.25
2025-08-01,h,22929.5,1,2025-08-03 19:22:00-04:00,2025-08-03,19,2,from_below,-1,False,True,44.0,-16.5
2025-08-01,h,22929.5,2,2025-08-03 19:26:00-04:00,2025-08-03,19,2,from_below,-1,False,True,40.25,-20.25
2025-08-01,h,22929.5,3,2025-08-03 20:00:00-04:00,2025-08-03,20,2,from_below,-1,False,False,4.5,-42.0
2025-08-01,h,22929.5,4,2025-08-03 20:08:00-04:00,2025-08-03,20,2,from_below,-1,False,False,4.5,-42.0
2025-08-01,h,22929.5,5,2025-08-03 20:10:00-04:00,2025-08-03,20,2,from_below,-1,False,True,16.0,-29.0
2025-08-01,h,22929.5,6,2025-08-03 20:12:00-04:00,2025-08-03,20,2,from_above,-1,False,True,33.0,-12.0
2025-08-01,l,22865.25,1,2025-08-03 18:00:00-04:00,2025-08-03,18,2,unknown,-1,False,False,,
2025-08-01,l,22865.25,2,2025-08-03 18:02:00-04:00,2025-08-03,18,2,from_above,-1,False,True,49.25,-44.25
2025-08-01,l,22865.25,3,2025-08-03 18:30:00-04:00,2025-08-03,18,2,from_below,-1,False,True,12.75,-61.0
2025-08-01,l,22865.25,4,2025-08-03 18:32:00-04:00,2025-08-03,18,2,from_above,-1,False,True,60.5,-13.25
2025-08-01,ce,22897.375,1,2025-08-03 18:01:00-04:00,2025-08-03,18,2,from_below,-1,False,True,72.25,-21.25
2025-08-01,ce,22897.375,2,2025-08-03 18:39:00-04:00,2025-08-03,18,2,from_below,-1,False,True,11.25,-38.0
2025-08-01,ce,22897.375,3,2025-08-03 18:46:00-04:00,2025-08-03,18,2,from_below,-1,False,True,14.5,-34.75
2025-08-01,ce,22897.375,4,2025-08-03 19:00:00-04:00,2025-08-03,19,2,from_above,-1,False,True,35.25,-14.0
2025-08-01,ce,22897.375,5,2025-08-03 19:08:00-04:00,2025-08-03,19,2,from_below,-1,False,True,14.25,-35.0
2025-08-01,ce,22897.375,6,2025-08-03 19:15:00-04:00,2025-08-03,19,2,from_below,-1,False,True,24.0,-31.25
2025-08-04,h,23227.0,1,2025-08-05 10:38:00-04:00,2025-08-05,10,1,from_above,1,False,True,19.5,-107.5
2025-08-04,h,23227.0,2,2025-08-05 10:41:00-04:00,2025-08-05,10,1,from_above,1,False,True,19.25,-108.25
2025-08-04,h,23227.0,3,2025-08-05 12:30:00-04:00,2025-08-05,12,1,from_below,1,False,True,63.5,-25.5
2025-08-04,h,23227.0,4,2025-08-05 13:46:00-04:00,2025-08-05,13,1,from_below,1,False,True,85.0,-24.75
2025-08-04,h,23227.0,5,2025-08-05 13:50:00-04:00,2025-08-05,13,1,from_above,1,False,True,22.5,-98.5
2025-08-04,h,23227.0,6,2025-08-05 14:02:00-04:00,2025-08-05,14,1,from_above,1,False,False,9.5,-124.0
2025-08-04,l,23189.5,1,2025-08-05 10:43:00-04:00,2025-08-05,10,1,from_above,1,False,True,28.5,-78.0
2025-08-04,l,23189.5,2,2025-08-05 11:02:00-04:00,2025-08-05,11,1,from_below,1,False,True,86.75,-19.75
2025-08-04,l,23189.5,3,2025-08-05 11:10:00-04:00,2025-08-05,11,1,from_above,1,False,True,53.0,-53.5
2025-08-04,l,23189.5,4,2025-08-05 11:12:00-04:00,2025-08-05,11,1,from_below,1,False,True,70.5,-36.0
2025-08-04,l,23189.5,5,2025-08-05 11:16:00-04:00,2025-08-05,11,1,from_above,1,False,True,12.25,-79.0
2025-08-04,l,23189.5,6,2025-08-05 12:06:00-04:00,2025-08-05,12,1,from_below,1,False,True,56.0,-33.0
2025-08-04,ce,23208.25,1,2025-08-05 10:42:00-04:00,2025-08-05,10,1,from_above,1,False,True,15.75,-96.25
2025-08-04,ce,23208.25,2,2025-08-05 11:03:00-04:00,2025-08-05,11,1,from_below,1,False,True,87.5,-19.0
2025-08-04,ce,23208.25,3,2025-08-05 11:13:00-04:00,2025-08-05,11,1,from_below,1,False,True,93.0,-13.5
2025-08-04,ce,23208.25,4,2025-08-05 12:20:00-04:00,2025-08-05,12,1,from_below,1,False,True,69.5,-19.5
2025-08-04,ce,23208.25,5,2025-08-05 12:30:00-04:00,2025-08-05,12,1,from_below,1,False,True,63.5,-25.5
2025-08-04,ce,23208.25,6,2025-08-05 13:26:00-04:00,2025-08-05,13,1,from_below,1,False,True,21.75,-46.25
2025-08-05,h,23397.25,1,2025-08-06 13:42:00-04:00,2025-08-06,13,1,from_below,1,False,True,29.25,-43.25
2025-08-05,h,23397.25,2,2025-08-06 14:02:00-04:00,2025-08-06,14,1,from_below,1,False,True,17.25,-40.75
2025-08-05,h,23397.25,3,2025-08-06 14:05:00-04:00,2025-08-06,14,1,from_below,1,False,False,0.75,-45.5
2025-08-05,h,23397.25,4,2025-08-06 14:10:00-04:00,2025-08-06,14,1,from_above,1,False,True,39.25,-1.5
2025-08-05,h,23397.25,5,2025-08-06 16:15:00-04:00,2025-08-06,16,1,from_above,1,False,True,19.25,-0.5
2025-08-05,h,23397.25,6,2025-08-06 18:01:00-04:00,2025-08-06,18,1,from_above,1,False,True,89.75,-5.0
2025-08-05,l,23354.25,1,2025-08-06 11:50:00-04:00,2025-08-06,11,1,from_below,1,False,True,14.0,-30.5
2025-08-05,l,23354.25,2,2025-08-06 12:31:00-04:00,2025-08-06,12,1,from_above,1,False,True,35.0,-8.5
2025-08-05,l,23354.25,3,2025-08-06 12:34:00-04:00,2025-08-06,12,1,from_above,1,False,True,26.5,-17.0
2025-08-05,l,23354.25,4,2025-08-06 12:43:00-04:00,2025-08-06,12,1,from_above,1,False,True,40.0,-10.5
2025-08-05,l,23354.25,5,2025-08-07 14:13:00-04:00,2025-08-07,14,2,from_above,1,False,True,71.0,-20.0
2025-08-05,l,23354.25,6,2025-08-07 14:20:00-04:00,2025-08-07,14,2,from_below,1,False,False,9.75,-81.25
2025-08-05,ce,23375.75,1,2025-08-06 11:52:00-04:00,2025-08-06,11,1,from_below,1,False,True,27.75,-15.75
2025-08-05,ce,23375.75,2,2025-08-06 12:00:00-04:00,2025-08-06,12,1,from_below,1,False,True,13.25,-30.25
2025-08-05,ce,23375.75,3,2025-08-06 12:03:00-04:00,2025-08-06,12,1,from_below,1,False,True,29.5,-14.0
2025-08-05,ce,23375.75,4,2025-08-06 12:08:00-04:00,2025-08-06,12,1,from_above,1,False,False,9.25,-34.25
2025-08-05,ce,23375.75,5,2025-08-06 12:15:00-04:00,2025-08-06,12,1,from_below,1,False,True,29.5,-14.0
2025-08-05,ce,23375.75,6,2025-08-06 12:21:00-04:00,2025-08-06,12,1,from_above,1,False,True,20.25,-23.25
2025-08-06,h,23239.5,1,2025-08-20 09:50:00-04:00,2025-08-20,9,14,from_above,1,False,True,19.75,-203.5
2025-08-06,h,23239.5,2,2025-08-20 11:32:00-04:00,2025-08-20,11,14,from_below,1,False,True,90.25,-61.0
2025-08-06,h,23239.5,3,2025-08-20 11:36:00-04:00,2025-08-20,11,14,from_above,1,False,True,67.0,-84.25
2025-08-06,h,23239.5,4,2025-08-20 11:39:00-04:00,2025-08-20,11,14,from_above,1,False,True,78.25,-73.0
2025-08-06,h,23239.5,5,2025-08-20 11:45:00-04:00,2025-08-20,11,14,from_below,1,False,True,90.0,-61.25
2025-08-06,h,23239.5,6,2025-08-20 12:10:00-04:00,2025-08-20,12,14,from_below,1,False,True,30.0,-65.75
