group,count,avg_move,median_move,win_rate,continuation_rate,chop_rate,avg_chop_score,avg_MFE,avg_MAE,lookback_days
lookback_1d,73,-20.938356164383563,5.25,0.5616438356164384,0.8082191780821918,0.0,0.2465753424657534,93.3013698630137,-121.9417808219178,1
lookback_3d,126,2.2916666666666665,27.375,0.5317460317460317,0.7857142857142857,0.007936507936507936,0.23333333333333325,99.37698412698413,-107.26587301587301,3
lookback_5d,143,-0.6171328671328671,25.5,0.5174825174825175,0.7832167832167832,0.006993006993006993,0.2363636363636363,100.88286713286713,-114.23601398601399,5
lookback_10d,170,-5.867647058823529,14.875,0.5411764705882353,0.788235294117647,0.0058823529411764705,0.2341176470588235,96.91029411764706,-116.85,10
lookback_20d,186,-5.510752688172043,14.875,0.5376344086021505,0.7795698924731183,0.010752688172043012,0.2344086021505376,97.73387096774194,-117.66263440860214,20
