today,prior,src,level,level_price,first_touch_ts,first_touch_hour,px_at_touch,react_close_60m,react_mfe,react_mae,reversed
2025-07-16,2025-07-10,5m,L50,23011.25,2025-07-16 10:22:00-04:00,10,23004.5,22911.5,40.5,-106.25,True
2025-07-16,2025-07-10,5m,L75,23022.5,2025-07-16 10:30:00-04:00,10,23028.5,22943.5,16.5,-130.25,True
2025-07-16,2025-07-10,5m,L100,23033.75,2025-07-16 10:30:00-04:00,10,23028.5,22943.5,16.5,-130.25,True
2025-07-16,2025-07-11,1h,L0,22863.0,2025-07-16 11:36:00-04:00,11,22848.75,22990.0,176.25,-13.0,True
2025-07-16,2025-07-11,1h,L25,22889.1875,2025-07-16 11:34:00-04:00,11,22897.0,22988.5,128.0,-61.25,True
2025-07-16,2025-07-11,1h,L50,22915.375,2025-07-16 11:20:00-04:00,11,22936.0,22974.25,89.0,-100.25,True
2025-07-16,2025-07-11,1h,L75,22941.5625,2025-07-16 11:17:00-04:00,11,22982.5,23000.75,42.5,-146.75,False
2025-07-16,2025-07-11,1h,L100,22967.75,2025-07-16 10:00:00-04:00,10,22977.25,23004.0,57.75,-29.0,False
2025-07-16,2025-07-11,5m,L0,22863.0,2025-07-16 11:36:00-04:00,11,22848.75,22990.0,176.25,-13.0,True
2025-07-16,2025-07-11,5m,L25,22882.1875,2025-07-16 11:35:00-04:00,11,22875.25,22992.0,149.75,-39.5,True
2025-07-16,2025-07-11,5m,L50,22901.375,2025-07-16 11:22:00-04:00,11,22911.5,22973.0,113.5,-75.75,True
2025-07-16,2025-07-11,5m,L75,22920.5625,2025-07-16 11:20:00-04:00,11,22936.0,22974.25,89.0,-100.25,False
2025-07-16,2025-07-11,5m,L100,22939.75,2025-07-16 11:17:00-04:00,11,22982.5,23000.75,42.5,-146.75,False
2025-07-16,2025-07-14,1h,L0,22842.5,2025-07-16 11:36:00-04:00,11,22848.75,22990.0,176.25,-13.0,True
2025-07-16,2025-07-14,1h,L25,22876.625,2025-07-16 11:35:00-04:00,11,22875.25,22992.0,149.75,-39.5,True
2025-07-16,2025-07-14,1h,L50,22910.75,2025-07-16 11:20:00-04:00,11,22936.0,22974.25,89.0,-100.25,True
2025-07-16,2025-07-14,1h,L75,22944.875,2025-07-16 10:07:00-04:00,10,22951.75,23015.5,83.25,-3.5,False
2025-07-16,2025-07-14,1h,L100,22979.0,2025-07-16 10:00:00-04:00,10,22977.25,23004.0,57.75,-29.0,False
2025-07-16,2025-07-14,5m,L0,22842.5,2025-07-16 11:36:00-04:00,11,22848.75,22990.0,176.25,-13.0,True
2025-07-16,2025-07-14,5m,L25,22863.0,2025-07-16 11:36:00-04:00,11,22848.75,22990.0,176.25,-13.0,True
2025-07-16,2025-07-14,5m,L50,22883.5,2025-07-16 11:34:00-04:00,11,22897.0,22988.5,128.0,-61.25,True
2025-07-16,2025-07-14,5m,L75,22904.0,2025-07-16 11:21:00-04:00,11,22909.75,22969.25,115.25,-74.0,False
2025-07-16,2025-07-14,5m,L100,22924.5,2025-07-16 11:20:00-04:00,11,22936.0,22974.25,89.0,-100.25,False
2025-07-17,2025-07-15,1h,L0,23122.75,2025-07-17 10:22:00-04:00,10,23128.25,23223.25,116.0,-13.75,True
2025-07-17,2025-07-15,1h,L25,23147.75,2025-07-17 10:00:00-04:00,10,23161.0,23204.0,43.5,-46.5,True
2025-07-17,2025-07-15,1h,L50,23172.75,2025-07-17 10:01:00-04:00,10,23171.0,23206.75,37.5,-56.5,True
2025-07-17,2025-07-15,1h,L75,23197.75,2025-07-17 10:49:00-04:00,10,23193.0,23240.0,55.0,-11.75,False
2025-07-17,2025-07-15,1h,L100,23222.75,2025-07-17 11:05:00-04:00,11,23234.25,23252.75,25.0,-20.75,False
2025-07-17,2025-07-15,5m,L0,23142.25,2025-07-17 10:11:00-04:00,10,23143.0,23230.0,101.25,-28.5,True
2025-07-17,2025-07-15,5m,L25,23152.8125,2025-07-17 10:00:00-04:00,10,23161.0,23204.0,43.5,-46.5,True
2025-07-17,2025-07-15,5m,L50,23163.375,2025-07-17 10:00:00-04:00,10,23161.0,23204.0,43.5,-46.5,True
2025-07-17,2025-07-15,5m,L75,23173.9375,2025-07-17 10:01:00-04:00,10,23171.0,23206.75,37.5,-56.5,False
2025-07-17,2025-07-15,5m,L100,23184.5,2025-07-17 10:36:00-04:00,10,23178.25,23225.75,66.0,-18.75,False
2025-07-18,2025-07-15,1h,L50,23172.75,2025-07-18 12:26:00-04:00,12,23186.75,23207.25,29.25,-16.75,True
2025-07-18,2025-07-15,1h,L75,23197.75,2025-07-18 10:24:00-04:00,10,23211.25,23205.0,19.75,-30.75,True
2025-07-18,2025-07-15,1h,L100,23222.75,2025-07-18 10:14:00-04:00,10,23230.5,23205.0,10.25,-50.0,True
2025-07-18,2025-07-15,5m,L75,23173.9375,2025-07-18 12:26:00-04:00,12,23186.75,23207.25,29.25,-16.75,False
2025-07-18,2025-07-15,5m,L100,23184.5,2025-07-18 10:26:00-04:00,10,23193.25,23209.75,37.75,-12.75,False
2025-07-22,2025-07-15,1h,L0,23122.75,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,True
2025-07-22,2025-07-15,1h,L25,23147.75,2025-07-22 10:05:00-04:00,10,23142.75,23217.25,87.25,-10.5,True
2025-07-22,2025-07-15,1h,L50,23172.75,2025-07-22 10:07:00-04:00,10,23164.25,23226.75,65.75,-13.5,True
2025-07-22,2025-07-15,1h,L75,23197.75,2025-07-22 10:15:00-04:00,10,23195.5,23209.0,34.5,-37.75,False
2025-07-22,2025-07-15,1h,L100,23222.75,2025-07-22 10:35:00-04:00,10,23218.75,23222.5,16.5,-25.25,False
2025-07-22,2025-07-15,5m,L0,23142.25,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,True
2025-07-22,2025-07-15,5m,L25,23152.8125,2025-07-22 10:05:00-04:00,10,23142.75,23217.25,87.25,-10.5,True
2025-07-22,2025-07-15,5m,L50,23163.375,2025-07-22 10:07:00-04:00,10,23164.25,23226.75,65.75,-13.5,True
2025-07-22,2025-07-15,5m,L75,23173.9375,2025-07-22 10:07:00-04:00,10,23164.25,23226.75,65.75,-13.5,False
2025-07-22,2025-07-15,5m,L100,23184.5,2025-07-22 10:09:00-04:00,10,23176.0,23216.0,54.0,-18.25,False
2025-07-22,2025-07-17,1h,L50,23112.125,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,True
2025-07-22,2025-07-17,1h,L75,23135.3125,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,False
2025-07-22,2025-07-17,1h,L100,23158.5,2025-07-22 10:05:00-04:00,10,23142.75,23217.25,87.25,-10.5,False
2025-07-22,2025-07-17,5m,L0,23117.5,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,True
2025-07-22,2025-07-17,5m,L25,23122.625,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,True
2025-07-22,2025-07-17,5m,L50,23127.75,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,True
2025-07-22,2025-07-17,5m,L75,23132.875,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,False
2025-07-22,2025-07-17,5m,L100,23138.0,2025-07-22 10:00:00-04:00,10,23125.0,23227.5,105.0,-20.0,False
2025-07-22,2025-07-18,1h,L0,23251.25,2025-07-22 13:28:00-04:00,13,23246.75,23219.0,3.75,-75.75,False
2025-07-22,2025-07-21,1h,L0,23223.5,2025-07-22 10:35:00-04:00,10,23218.75,23222.5,16.5,-25.25,False
2025-07-23,2025-07-17,1h,L100,23158.5,2025-07-23 10:00:00-04:00,10,23159.0,23212.25,53.25,-16.5,False
2025-07-23,2025-07-17,5m,L100,23138.0,2025-07-23 10:12:00-04:00,10,23151.0,23192.5,67.25,-8.5,False
2025-07-23,2025-07-18,1h,L0,23251.25,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,False
2025-07-23,2025-07-18,1h,L25,23268.5625,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,False
2025-07-23,2025-07-18,1h,L50,23285.875,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,True
2025-07-23,2025-07-18,1h,L75,23303.1875,2025-07-23 14:22:00-04:00,14,23305.75,23291.5,18.25,-20.75,True
2025-07-23,2025-07-18,1h,L100,23320.5,2025-07-23 14:25:00-04:00,14,23322.0,23292.0,2.0,-37.0,True
2025-07-23,2025-07-18,5m,L0,23267.5,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,False
2025-07-23,2025-07-18,5m,L25,23275.0625,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,False
2025-07-23,2025-07-18,5m,L50,23282.625,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,True
2025-07-23,2025-07-18,5m,L75,23290.1875,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,True
2025-07-23,2025-07-18,5m,L100,23297.75,2025-07-23 11:56:00-04:00,11,23281.25,23232.5,12.75,-87.75,True
2025-07-23,2025-07-21,1h,L0,23223.5,2025-07-23 11:51:00-04:00,11,23219.25,23226.5,74.75,-25.75,True
2025-07-23,2025-07-21,1h,L25,23266.625,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,False
2025-07-23,2025-07-21,1h,L50,23309.75,2025-07-23 14:22:00-04:00,14,23305.75,23291.5,18.25,-20.75,True
2025-07-23,2025-07-22,1h,L25,23171.4375,2025-07-23 10:00:00-04:00,10,23159.0,23212.25,53.25,-16.5,True
2025-07-23,2025-07-22,1h,L50,23230.875,2025-07-23 11:52:00-04:00,11,23227.25,23225.75,66.75,-33.75,False
2025-07-23,2025-07-22,1h,L75,23290.3125,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,True
2025-07-23,2025-07-22,5m,L0,23209.0,2025-07-23 10:59:00-04:00,10,23199.75,23257.75,94.25,-22.75,True
2025-07-23,2025-07-22,5m,L25,23226.5625,2025-07-23 11:51:00-04:00,11,23219.25,23226.5,74.75,-25.75,True
2025-07-23,2025-07-22,5m,L50,23244.125,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,True
2025-07-23,2025-07-22,5m,L75,23261.6875,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,True
2025-07-23,2025-07-22,5m,L100,23279.25,2025-07-23 11:54:00-04:00,11,23262.5,23226.25,31.5,-69.0,True
2025-07-24,2025-07-18,1h,L75,23303.1875,2025-07-24 10:13:00-04:00,10,23304.0,23386.0,84.0,-5.5,False
2025-07-24,2025-07-18,1h,L100,23320.5,2025-07-24 10:10:00-04:00,10,23336.5,23378.75,51.5,-38.0,False
2025-07-24,2025-07-18,5m,L100,23297.75,2025-07-24 10:13:00-04:00,10,23304.0,23386.0,84.0,-5.5,False
2025-07-24,2025-07-21,1h,L50,23309.75,2025-07-24 10:12:00-04:00,10,23310.75,23381.5,77.25,-12.25,True
2025-07-24,2025-07-21,1h,L75,23352.875,2025-07-24 10:00:00-04:00,10,23349.0,23383.25,34.75,-50.5,False
2025-07-24,2025-07-21,1h,L100,23396.0,2025-07-24 11:14:00-04:00,11,23387.5,23356.5,13.0,-34.5,True
2025-07-24,2025-07-21,5m,L0,23337.75,2025-07-24 10:02:00-04:00,10,23349.25,23382.75,37.5,-50.75,True
2025-07-24,2025-07-21,5m,L25,23349.9375,2025-07-24 10:00:00-04:00,10,23349.0,23383.25,34.75,-50.5,True
2025-07-24,2025-07-21,5m,L50,23362.125,2025-07-24 10:00:00-04:00,10,23349.0,23383.25,34.75,-50.5,True
2025-07-24,2025-07-21,5m,L75,23374.3125,2025-07-24 10:50:00-04:00,10,23365.5,23389.5,31.0,-7.0,False
2025-07-24,2025-07-21,5m,L100,23386.5,2025-07-24 11:00:00-04:00,11,23383.25,23378.5,17.25,-14.5,False
2025-07-24,2025-07-22,1h,L100,23349.75,2025-07-24 10:00:00-04:00,10,23349.0,23383.25,34.75,-50.5,False
2025-07-25,2025-07-21,1h,L100,23396.0,2025-07-25 10:00:00-04:00,10,23402.0,23399.25,21.25,-18.5,False
2025-07-25,2025-07-21,5m,L100,23386.5,2025-07-25 10:00:00-04:00,10,23402.0,23399.25,21.25,-18.5,False
2025-07-25,2025-07-24,1h,L75,23383.9375,2025-07-25 10:04:00-04:00,10,23387.75,23400.0,35.5,-4.25,False
2025-07-25,2025-07-24,1h,L100,23400.75,2025-07-25 10:00:00-04:00,10,23402.0,23399.25,21.25,-18.5,False
2025-07-25,2025-07-24,5m,L75,23389.4375,2025-07-25 10:00:00-04:00,10,23402.0,23399.25,21.25,-18.5,False
2025-07-25,2025-07-24,5m,L100,23400.75,2025-07-25 10:00:00-04:00,10,23402.0,23399.25,21.25,-18.5,False
2025-07-29,2025-07-28,1h,L0,23462.5,2025-07-29 11:28:00-04:00,11,23465.75,23471.75,54.0,-27.75,True
2025-07-29,2025-07-28,1h,L25,23478.125,2025-07-29 11:25:00-04:00,11,23479.0,23471.75,40.75,-41.0,False
2025-07-29,2025-07-28,1h,L50,23493.75,2025-07-29 11:16:00-04:00,11,23503.0,23484.25,16.75,-65.0,True
2025-07-29,2025-07-28,1h,L75,23509.375,2025-07-29 10:53:00-04:00,10,23522.5,23513.0,20.0,-84.5,True
2025-07-29,2025-07-28,1h,L100,23525.0,2025-07-29 10:52:00-04:00,10,23531.0,23501.0,14.25,-93.0,True
2025-07-29,2025-07-28,5m,L0,23466.0,2025-07-29 11:28:00-04:00,11,23465.75,23471.75,54.0,-27.75,True
2025-07-29,2025-07-28,5m,L25,23479.25,2025-07-29 11:25:00-04:00,11,23479.0,23471.75,40.75,-41.0,False
2025-07-29,2025-07-28,5m,L50,23492.5,2025-07-29 11:16:00-04:00,11,23503.0,23484.25,16.75,-65.0,True
2025-07-29,2025-07-28,5m,L75,23505.75,2025-07-29 11:05:00-04:00,11,23508.75,23501.75,23.0,-70.75,True
2025-07-29,2025-07-28,5m,L100,23519.0,2025-07-29 10:53:00-04:00,10,23522.5,23513.0,20.0,-84.5,True
2025-07-30,2025-07-24,1h,L25,23350.3125,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-24,1h,L50,23367.125,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-24,1h,L75,23383.9375,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,False
2025-07-30,2025-07-24,1h,L100,23400.75,2025-07-30 14:59:00-04:00,14,23412.0,23484.25,78.5,-57.0,False
2025-07-30,2025-07-24,5m,L0,23355.5,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-24,5m,L25,23366.8125,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-24,5m,L50,23378.125,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-24,5m,L75,23389.4375,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,False
2025-07-30,2025-07-24,5m,L100,23400.75,2025-07-30 14:59:00-04:00,14,23412.0,23484.25,78.5,-57.0,False
2025-07-30,2025-07-25,1h,L50,23369.125,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-25,1h,L75,23388.5625,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,False
2025-07-30,2025-07-25,1h,L100,23408.0,2025-07-30 14:59:00-04:00,14,23412.0,23484.25,78.5,-57.0,False
2025-07-30,2025-07-25,5m,L0,23361.25,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-25,5m,L25,23367.1875,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-25,5m,L50,23373.125,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,True
2025-07-30,2025-07-25,5m,L75,23379.0625,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,False
2025-07-30,2025-07-25,5m,L100,23385.0,2025-07-30 15:00:00-04:00,15,23389.75,23484.25,100.75,-34.75,False
2025-07-30,2025-07-28,1h,L0,23462.5,2025-07-30 10:01:00-04:00,10,23479.5,23516.75,61.75,-15.75,True
2025-07-30,2025-07-28,1h,L25,23478.125,2025-07-30 10:00:00-04:00,10,23472.25,23524.25,69.0,-8.5,True
2025-07-30,2025-07-28,1h,L50,23493.75,2025-07-30 10:06:00-04:00,10,23490.5,23511.25,50.75,-26.75,True
2025-07-30,2025-07-28,1h,L75,23509.375,2025-07-30 10:21:00-04:00,10,23503.25,23492.5,38.0,-28.25,True
2025-07-30,2025-07-28,1h,L100,23525.0,2025-07-30 10:23:00-04:00,10,23520.0,23499.0,21.25,-45.0,True
2025-07-30,2025-07-28,5m,L0,23466.0,2025-07-30 10:01:00-04:00,10,23479.5,23516.75,61.75,-15.75,True
2025-07-30,2025-07-28,5m,L25,23479.25,2025-07-30 10:00:00-04:00,10,23472.25,23524.25,69.0,-8.5,True
2025-07-30,2025-07-28,5m,L50,23492.5,2025-07-30 10:05:00-04:00,10,23487.25,23508.75,54.0,-23.5,True
2025-07-30,2025-07-28,5m,L75,23505.75,2025-07-30 10:19:00-04:00,10,23494.5,23488.5,46.75,-19.5,True
2025-07-30,2025-07-28,5m,L100,23519.0,2025-07-30 10:23:00-04:00,10,23520.0,23499.0,21.25,-45.0,True
2025-07-30,2025-07-29,1h,L0,23556.0,2025-07-30 13:41:00-04:00,13,23549.75,23530.0,40.0,-38.5,False
2025-07-30,2025-07-29,1h,L25,23580.0625,2025-07-30 14:34:00-04:00,14,23571.5,23412.75,18.25,-216.5,False
2025-07-30,2025-07-29,5m,L0,23575.5,2025-07-30 14:31:00-04:00,14,23569.5,23418.75,20.25,-214.5,False
2025-07-30,2025-07-29,5m,L25,23588.125,2025-07-30 14:35:00-04:00,14,23585.5,23420.5,4.25,-230.5,False
2025-07-31,2025-07-24,1h,L0,23333.5,2025-07-31 14:15:00-04:00,14,23333.25,23399.25,132.0,-27.5,True
2025-07-31,2025-07-24,1h,L25,23350.3125,2025-07-31 14:10:00-04:00,14,23357.25,23435.0,108.0,-51.5,True
2025-07-31,2025-07-24,1h,L50,23367.125,2025-07-31 13:58:00-04:00,13,23367.0,23418.25,98.25,-61.25,True
2025-07-31,2025-07-24,1h,L75,23383.9375,2025-07-31 13:55:00-04:00,13,23389.25,23440.0,76.0,-83.5,False
2025-07-31,2025-07-24,1h,L100,23400.75,2025-07-31 13:51:00-04:00,13,23414.0,23436.25,51.25,-108.25,False
2025-07-31,2025-07-24,5m,L0,23355.5,2025-07-31 14:07:00-04:00,14,23360.0,23429.75,105.25,-54.25,True
2025-07-31,2025-07-24,5m,L25,23366.8125,2025-07-31 13:58:00-04:00,13,23367.0,23418.25,98.25,-61.25,True
2025-07-31,2025-07-24,5m,L50,23378.125,2025-07-31 13:57:00-04:00,13,23381.0,23415.75,84.25,-75.25,True
2025-07-31,2025-07-24,5m,L75,23389.4375,2025-07-31 13:52:00-04:00,13,23400.25,23437.0,65.0,-94.5,False
2025-07-31,2025-07-24,5m,L100,23400.75,2025-07-31 13:51:00-04:00,13,23414.0,23436.25,51.25,-108.25,False
2025-07-31,2025-07-25,1h,L0,23330.25,2025-07-31 14:15:00-04:00,14,23333.25,23399.25,132.0,-27.5,True
2025-07-31,2025-07-25,1h,L25,23349.6875,2025-07-31 14:10:00-04:00,14,23357.25,23435.0,108.0,-51.5,True
2025-07-31,2025-07-25,1h,L50,23369.125,2025-07-31 13:58:00-04:00,13,23367.0,23418.25,98.25,-61.25,True
2025-07-31,2025-07-25,1h,L75,23388.5625,2025-07-31 13:52:00-04:00,13,23400.25,23437.0,65.0,-94.5,False
2025-07-31,2025-07-25,1h,L100,23408.0,2025-07-31 13:51:00-04:00,13,23414.0,23436.25,51.25,-108.25,False
2025-07-31,2025-07-25,5m,L0,23361.25,2025-07-31 13:58:00-04:00,13,23367.0,23418.25,98.25,-61.25,True
2025-07-31,2025-07-25,5m,L25,23367.1875,2025-07-31 13:58:00-04:00,13,23367.0,23418.25,98.25,-61.25,True
2025-07-31,2025-07-25,5m,L50,23373.125,2025-07-31 13:58:00-04:00,13,23367.0,23418.25,98.25,-61.25,True
2025-07-31,2025-07-25,5m,L75,23379.0625,2025-07-31 13:57:00-04:00,13,23381.0,23415.75,84.25,-75.25,False
2025-07-31,2025-07-25,5m,L100,23385.0,2025-07-31 13:55:00-04:00,13,23389.25,23440.0,76.0,-83.5,False
2025-07-31,2025-07-28,1h,L0,23462.5,2025-07-31 13:26:00-04:00,13,23470.5,23394.75,25.0,-164.75,False
2025-07-31,2025-07-28,1h,L25,23478.125,2025-07-31 13:25:00-04:00,13,23475.75,23390.0,21.75,-170.0,False
2025-07-31,2025-07-28,1h,L50,23493.75,2025-07-31 11:15:00-04:00,11,23496.25,23600.75,105.25,-12.5,True
2025-07-31,2025-07-28,1h,L75,23509.375,2025-07-31 11:11:00-04:00,11,23519.5,23597.0,79.0,-35.75,False
2025-07-31,2025-07-28,1h,L100,23525.0,2025-07-31 11:10:00-04:00,11,23530.0,23588.5,67.0,-46.25,False
2025-07-31,2025-07-28,5m,L0,23466.0,2025-07-31 13:26:00-04:00,13,23470.5,23394.75,25.0,-164.75,False
2025-07-31,2025-07-28,5m,L25,23479.25,2025-07-31 11:16:00-04:00,11,23484.25,23602.5,119.75,-0.5,True
2025-07-31,2025-07-28,5m,L50,23492.5,2025-07-31 11:15:00-04:00,11,23496.25,23600.75,105.25,-12.5,True
2025-07-31,2025-07-28,5m,L75,23505.75,2025-07-31 11:14:00-04:00,11,23504.75,23598.0,95.75,-21.0,False
2025-07-31,2025-07-28,5m,L100,23519.0,2025-07-31 11:11:00-04:00,11,23519.5,23597.0,79.0,-35.75,False
2025-07-31,2025-07-29,1h,L0,23556.0,2025-07-31 10:52:00-04:00,10,23575.75,23572.25,8.75,-92.0,False
2025-07-31,2025-07-29,1h,L25,23580.0625,2025-07-31 10:47:00-04:00,10,23605.0,23570.25,5.5,-121.25,False
2025-07-31,2025-07-29,1h,L50,23604.125,2025-07-31 10:37:00-04:00,10,23609.0,23564.5,20.75,-125.25,True
2025-07-31,2025-07-29,1h,L75,23628.1875,2025-07-31 10:26:00-04:00,10,23624.25,23520.75,32.75,-140.5,True
2025-07-31,2025-07-29,1h,L100,23652.25,2025-07-31 10:11:00-04:00,10,23657.0,23519.5,31.75,-144.5,True
2025-07-31,2025-07-29,5m,L0,23575.5,2025-07-31 10:50:00-04:00,10,23571.75,23561.75,38.75,-88.0,False
2025-07-31,2025-07-29,5m,L25,23588.125,2025-07-31 10:45:00-04:00,10,23592.75,23581.5,29.25,-109.0,False
2025-07-31,2025-07-29,5m,L50,23600.75,2025-07-31 10:37:00-04:00,10,23609.0,23564.5,20.75,-125.25,True
2025-07-31,2025-07-29,5m,L75,23613.375,2025-07-31 10:34:00-04:00,10,23621.75,23548.0,12.25,-138.0,True
2025-07-31,2025-07-29,5m,L100,23626.0,2025-07-31 10:26:00-04:00,10,23624.25,23520.75,32.75,-140.5,True
2025-07-31,2025-07-30,1h,L0,23450.25,2025-07-31 13:27:00-04:00,13,23453.75,23408.5,41.75,-148.0,False
2025-07-31,2025-07-30,1h,L25,23469.3125,2025-07-31 13:26:00-04:00,13,23470.5,23394.75,25.0,-164.75,False
2025-07-31,2025-07-30,1h,L50,23488.375,2025-07-31 11:15:00-04:00,11,23496.25,23600.75,105.25,-12.5,True
2025-07-31,2025-07-30,1h,L75,23507.4375,2025-07-31 11:13:00-04:00,11,23512.5,23595.25,88.0,-28.75,False
2025-07-31,2025-07-30,1h,L100,23526.5,2025-07-31 11:10:00-04:00,11,23530.0,23588.5,67.0,-46.25,False
2025-07-31,2025-07-30,5m,L0,23486.25,2025-07-31 11:15:00-04:00,11,23496.25,23600.75,105.25,-12.5,True
2025-07-31,2025-07-30,5m,L25,23496.3125,2025-07-31 11:15:00-04:00,11,23496.25,23600.75,105.25,-12.5,True
2025-07-31,2025-07-30,5m,L50,23506.375,2025-07-31 11:14:00-04:00,11,23504.75,23598.0,95.75,-21.0,True
2025-07-31,2025-07-30,5m,L75,23516.4375,2025-07-31 11:11:00-04:00,11,23519.5,23597.0,79.0,-35.75,False
2025-07-31,2025-07-30,5m,L100,23526.5,2025-07-31 11:10:00-04:00,11,23530.0,23588.5,67.0,-46.25,False
2025-08-05,2025-08-04,1h,L25,23117.0,2025-08-05 11:36:00-04:00,11,23145.75,23199.5,80.0,-32.25,True
2025-08-05,2025-08-04,1h,L50,23164.0,2025-08-05 10:45:00-04:00,10,23172.25,23145.25,47.75,-58.75,True
2025-08-05,2025-08-04,1h,L75,23211.0,2025-08-05 10:42:00-04:00,10,23209.75,23135.25,15.75,-96.25,True
2025-08-05,2025-08-04,1h,L100,23258.0,2025-08-05 10:27:00-04:00,10,23264.25,23176.75,27.25,-125.5,True
2025-08-05,2025-08-04,5m,L0,23189.5,2025-08-05 10:43:00-04:00,10,23191.5,23142.5,28.5,-78.0,False
2025-08-05,2025-08-04,5m,L25,23198.875,2025-08-05 10:42:00-04:00,10,23209.75,23135.25,15.75,-96.25,False
2025-08-05,2025-08-04,5m,L50,23208.25,2025-08-05 10:42:00-04:00,10,23209.75,23135.25,15.75,-96.25,True
2025-08-05,2025-08-04,5m,L75,23217.625,2025-08-05 10:41:00-04:00,10,23221.75,23115.0,19.25,-108.25,True
2025-08-05,2025-08-04,5m,L100,23227.0,2025-08-05 10:38:00-04:00,10,23228.5,23138.5,19.5,-107.5,True
2025-08-06,2025-08-04,1h,L50,23164.0,2025-08-06 10:23:00-04:00,10,23167.75,23314.75,156.75,-3.5,True
2025-08-06,2025-08-04,1h,L75,23211.0,2025-08-06 10:00:00-04:00,10,23220.0,23287.0,73.0,-55.75,False
2025-08-06,2025-08-04,1h,L100,23258.0,2025-08-06 10:02:00-04:00,10,23242.75,23280.75,50.25,-78.5,False
2025-08-06,2025-08-04,5m,L0,23189.5,2025-08-06 10:23:00-04:00,10,23167.75,23314.75,156.75,-3.5,True
2025-08-06,2025-08-04,5m,L25,23198.875,2025-08-06 10:00:00-04:00,10,23220.0,23287.0,73.0,-55.75,True
2025-08-06,2025-08-04,5m,L50,23208.25,2025-08-06 10:00:00-04:00,10,23220.0,23287.0,73.0,-55.75,True
2025-08-06,2025-08-04,5m,L75,23217.625,2025-08-06 10:00:00-04:00,10,23220.0,23287.0,73.0,-55.75,False
2025-08-06,2025-08-04,5m,L100,23227.0,2025-08-06 10:00:00-04:00,10,23220.0,23287.0,73.0,-55.75,False
2025-08-06,2025-08-05,1h,L0,23303.5,2025-08-06 11:14:00-04:00,11,23294.5,23369.75,90.5,-12.25,True
2025-08-06,2025-08-05,1h,L25,23326.9375,2025-08-06 11:22:00-04:00,11,23316.25,23368.75,69.75,-18.0,True
2025-08-06,2025-08-05,1h,L50,23350.375,2025-08-06 11:36:00-04:00,11,23327.75,23389.25,61.75,-29.5,True
2025-08-06,2025-08-05,1h,L75,23373.8125,2025-08-06 11:51:00-04:00,11,23368.25,23378.5,21.25,-22.25,False
2025-08-06,2025-08-05,1h,L100,23397.25,2025-08-06 13:41:00-04:00,13,23394.5,23419.25,41.5,-31.0,False
2025-08-06,2025-08-05,5m,L0,23354.25,2025-08-06 11:46:00-04:00,11,23345.25,23352.75,44.25,-12.0,True
