group,count,avg_move,median_move,win_rate,continuation_rate,chop_rate,avg_chop_score,avg_MFE,avg_MAE
aligned,143,-0.6171328671328671,25.5,0.5174825174825175,0.7832167832167832,0.006993006993006993,0.2363636363636363,100.88286713286713,-114.23601398601399
non_aligned,110,15.302272727272728,11.875,0.6,0.7454545454545455,0.00909090909090909,0.21272727272727265,100.35454545454546,-98.56136363636364
