today_1h_level,count,avg_abs_move,avg_move,continuation_rate
1h_L0,63.0,104.5515873015873,-10.734126984126984,0.8253968253968254
1h_L100,74.0,117.74662162162163,-31.138513513513512,0.8243243243243243
1h_L25,72.0,95.59027777777777,7.590277777777778,0.7638888888888888
1h_L50,90.0,98.05555555555556,24.2,0.7777777777777778
1h_L75,77.0,89.81168831168831,1.1103896103896105,0.7402597402597403
