target,n_trades,wins,losses,eod_exits,win_rate,total_pnl_pts,avg_pnl_pts,avg_win_pts,avg_loss_pts,expectancy_pts,profit_factor,median_target_R
t1,172,71,100,1,0.4127906976744186,749.25,4.3561046511627906,41.660714285714285,-21.245098039215687,4.3561046511627906,1.3457544993077988,2.0364114114114114
t2,172,57,114,1,0.3313953488372093,765.0,4.4476744186046515,59.76293103448276,-23.69517543859649,4.4476744186046515,1.2832022211938918,2.775974025974026
