target,entry_hour,n,win_rate,avg_pnl,total_pnl
t2,9,88,0.38636363636363635,10.0625,885.5
t2,10,61,0.2459016393442623,-6.377049180327869,-389.0
t2,11,18,0.3333333333333333,13.472222222222221,242.5
t2,12,5,0.4,5.2,26.0
